X1,X,Precursor.Ion.Name,Retention.Time,Area,Background,Height,Mass.Error.PPM,SNFlag,ppmFlag,areaminFlag,RT_ref,RT_max,RT_min,RTFlag,Blank.Area,BlankFlag,Flags,QC_area,Reps_Present,ReplicateFlag,Samps_Present,Replicate.Name,SampleFlag,SmpFlag,CmpFlag,Filled_area,Backfill_Flag
2541,4257,Orotic Acid,NA,NA,NA,NA,NA,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2542,4258,Orotic Acid,7.13,1198059,0,87332,-2,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,1198059,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,1198059,NA
2543,4259,Orotic Acid,6.45,459623,0,35900,-0.7,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,459623,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,459623,NA
2544,4260,Orotic Acid,7.14,1379513,0,71181,-2.2,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,1379513,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1379513,NA
2545,4261,Orotic Acid,6.41,1061644,0,41924,-1.2,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,1061644,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,1061644,NA
2569,4318,PEP,14.79,20612956,0,1481182,-1.4,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,20612956,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,20612956,NA
2570,4319,PEP,14.51,5925635,0,508480,-1,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,5925635,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,5925635,NA
2571,4320,PEP,14.84,15785201,0,1029188,-1.6,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,15785201,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,15785201,NA
2572,4321,PEP,14.54,6910710,0,421937,-0.9,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,6910710,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,6910710,NA
2573,4322,PEP,NA,NA,NA,NA,NA,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2574,4323,PEP,NA,NA,NA,NA,NA,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2575,4324,PEP,14.89,494869,0,72502,-1.9,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,494869,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,494869,NA
2576,4325,PEP,14.49,15060,0,14966,1.1,NA,NA,areaminFlag,14.67125,14.89,14.46,NA,NA,NA,"areaminFlag,",15060,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,15060,NA
2577,4326,PEP,14.85,858916,0,69857,-1.4,NA,NA,NA,14.67125,14.89,14.46,NA,NA,NA,NA,858916,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,858916,NA
2578,4327,PEP,14.46,0,0,0,NA,NA,NA,areaminFlag,14.67125,14.89,14.46,NA,NA,NA,"areaminFlag,",0,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,0,NA
2602,4351,Phosphoglyceric Acid,14.3,16761597,0,655442,-0.5,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,16761597,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,16761597,NA
2603,4352,Phosphoglyceric Acid,14.27,13282482,0,482958,0,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,13282482,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,13282482,NA
2604,4353,Phosphoglyceric Acid,14.84,11284324,0,172455,-0.4,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,11284324,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,11284324,NA
2605,4354,Phosphoglyceric Acid,14.46,11996303,0,280512,0.1,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,11996303,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,11996303,NA
2606,4355,Phosphoglyceric Acid,NA,NA,NA,NA,NA,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2607,4356,Phosphoglyceric Acid,NA,NA,NA,NA,NA,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2608,4357,Phosphoglyceric Acid,14.9,5559529,0,100993,-0.2,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,5559529,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,5559529,NA
2609,4358,Phosphoglyceric Acid,14.43,4460307,0,105920,0.3,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,4460307,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,4460307,NA
2610,4359,Phosphoglyceric Acid,14.69,309108,0,22424,0,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,309108,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,309108,NA
2611,4360,Phosphoglyceric Acid,14.57,63194,0,26555,-0.2,NA,NA,NA,14.5575,14.9,14.27,NA,NA,NA,NA,63194,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,63194,NA
2635,4417,Resorcylic Acid,NA,NA,NA,NA,NA,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2636,4418,Resorcylic Acid,NA,NA,NA,NA,NA,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2637,4419,Resorcylic Acid,3.66,329837,0,22676,-1.5,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,329837,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,329837,NA
2638,4420,Resorcylic Acid,3.35,14147,0,8844,-1.6,NA,NA,areaminFlag,3.6475,4.06,3.32,NA,NA,NA,"areaminFlag,",14147,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,14147,NA
2639,4421,Resorcylic Acid,4.05,216490048,0,16534600,-2.4,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,216490048,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,216490048,NA
2640,4422,Resorcylic Acid,3.59,371248352,0,25597914,-1.8,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,371248352,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,371248352,NA
2641,4423,Resorcylic Acid,4.06,211473184,1210365,11766754,-2.5,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,211473184,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,211473184,NA
2642,4424,Resorcylic Acid,3.62,339316480,1069858,16954996,-1.9,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,339316480,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,339316480,NA
2643,4425,Resorcylic Acid,3.53,216621,0,20913,-1.6,NA,NA,NA,3.6475,4.06,3.32,NA,NA,NA,NA,216621,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,216621,NA
2644,4426,Resorcylic Acid,3.32,49794,0,12379,-0.5,NA,NA,areaminFlag,3.6475,4.06,3.32,NA,NA,NA,"areaminFlag,",49794,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,49794,NA
2668,4450,Ribose 5 phosphate,11.94,12595,0,11656,3,NA,NA,areaminFlag,12.7588888888889,13.02,11.94,NA,NA,NA,"areaminFlag,",12595,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,12595,NA
2669,4451,Ribose 5 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2670,4452,Ribose 5 phosphate,12.86,2331267,0,101820,1.3,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,2331267,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,2331267,NA
2671,4453,Ribose 5 phosphate,12.72,1709152,0,62117,2.1,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,1709152,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,1709152,NA
2672,4454,Ribose 5 phosphate,12.96,11502720,0,720638,1.4,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,11502720,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,11502720,NA
2673,4455,Ribose 5 phosphate,12.73,10877961,0,538800,2.1,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,10877961,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,10877961,NA
2674,4456,Ribose 5 phosphate,13.02,11378435,0,535713,1.6,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,11378435,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,11378435,NA
2675,4457,Ribose 5 phosphate,12.83,12602430,0,527617,2.1,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,12602430,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,12602430,NA
2676,4458,Ribose 5 phosphate,12.99,1434309,0,67732,1.5,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,1434309,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1434309,NA
2677,4459,Ribose 5 phosphate,12.78,1191819,0,65434,1.7,NA,NA,NA,12.7588888888889,13.02,11.94,NA,NA,NA,NA,1191819,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,1191819,NA
2701,4681,Taurine,NA,NA,NA,NA,NA,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2702,4682,Taurine,NA,NA,NA,NA,NA,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2703,4683,Taurine,10.63,343550080,0,28418720,-4.6,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,343550080,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,343550080,NA
2704,4684,Taurine,10.08,313054688,2846349,28716576,-4,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,313054688,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,313054688,NA
2705,4685,Taurine,10.38,141005696,0,11167910,-4.5,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,141005696,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,141005696,NA
2706,4686,Taurine,9.4,218769072,0,16183089,-3.9,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,218769072,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,218769072,NA
2707,4687,Taurine,10.61,371208640,0,31586926,-4.4,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,371208640,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,371208640,NA
2708,4688,Taurine,10.1,421641088,3569635,38071788,-3.8,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,421641088,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,421641088,NA
2709,4689,Taurine,10.61,305158560,0,24947354,-4.6,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,305158560,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,305158560,NA
2710,4690,Taurine,10.16,341107392,3144174,30551268,-4.1,NA,NA,NA,10.24625,10.63,9.4,NA,NA,NA,NA,341107392,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,341107392,NA
2734,4813,UDP-glucosamine,NA,NA,NA,NA,NA,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2735,4814,UDP-glucosamine,NA,NA,NA,NA,NA,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2736,4815,UDP-glucosamine,12.59,2080500,0,204805,1.3,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,2080500,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,2080500,NA
2737,4816,UDP-glucosamine,12.36,1663007,0,145699,1.7,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,1663007,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,1663007,NA
2738,4817,UDP-glucosamine,12.57,19003396,0,1458206,1.2,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,19003396,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,19003396,NA
2739,4818,UDP-glucosamine,12.28,24817260,0,1735361,1.9,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,24817260,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,24817260,NA
2740,4819,UDP-glucosamine,12.59,16498976,0,1432322,1.2,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,16498976,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,16498976,NA
2741,4820,UDP-glucosamine,12.32,30982586,0,2543632,2,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,30982586,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,30982586,NA
2742,4821,UDP-glucosamine,12.62,1620079,0,161062,1.5,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,1620079,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1620079,NA
2743,4822,UDP-glucosamine,12.37,1577526,0,130873,1,NA,NA,NA,12.4625,12.62,12.28,NA,NA,NA,NA,1577526,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,1577526,NA
2767,4846,UDP-glucose,NA,NA,NA,NA,NA,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2768,4847,UDP-glucose,NA,NA,NA,NA,NA,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2769,4848,UDP-glucose,13.54,1409808,0,146102,0.6,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,1409808,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,1409808,NA
2770,4849,UDP-glucose,13.26,1020596,0,86390,1.6,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,1020596,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,1020596,NA
2771,4850,UDP-glucose,13.51,19646412,0,1683935,1,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,19646412,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,19646412,NA
2772,4851,UDP-glucose,13.27,23914092,0,1927505,1.7,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,23914092,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,23914092,NA
2773,4852,UDP-glucose,13.51,15758108,0,1651775,0.9,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,15758108,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,15758108,NA
2774,4853,UDP-glucose,13.27,24228192,0,2115909,1.9,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,24228192,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,24228192,NA
2775,4854,UDP-glucose,13.51,1265447,0,113928,1.3,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,1265447,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1265447,NA
2776,4855,UDP-glucose,13.32,854319,0,68866,1.2,NA,NA,NA,13.39875,13.54,13.26,NA,NA,NA,NA,854319,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,854319,NA
2800,4912,Uridine,NA,NA,NA,NA,NA,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2801,4913,Uridine,NA,NA,NA,NA,NA,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2802,4914,Uridine,6.17,9612411,0,417812,1.8,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,9612411,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,9612411,NA
2803,4915,Uridine,6.27,5195300,0,246204,2.5,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,5195300,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,5195300,NA
2804,4916,Uridine,6.04,50761708,0,2393243,1.8,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,50761708,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,50761708,NA
2805,4917,Uridine,6.35,38018740,0,1528739,2.4,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,38018740,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,38018740,NA
2806,4918,Uridine,6.07,47059332,0,2224648,1.8,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,47059332,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,47059332,NA
2807,4919,Uridine,6.3,48035820,0,2238453,2.8,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,48035820,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,48035820,NA
2808,4920,Uridine,6.07,7838489,0,389071,1.8,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,7838489,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,7838489,NA
2809,4921,Uridine,6.32,5998353,0,260442,2.3,NA,NA,NA,6.19875,6.35,6.04,NA,NA,NA,NA,5998353,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,5998353,NA
2833,5011,Inosine,NA,NA,NA,NA,NA,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2834,5012,Inosine,NA,NA,NA,NA,NA,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2835,5013,Inosine,7.92,23276510,0,1522143,2.4,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,23276510,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,23276510,NA
2836,5014,Inosine,7.95,21645514,0,1099601,3.2,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,21645514,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,21645514,NA
2837,5015,Inosine,7.94,84845360,0,5665868,2.6,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,84845360,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,84845360,NA
2838,5016,Inosine,7.87,132576336,0,7821943,3.1,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,132576336,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,132576336,NA
2839,5017,Inosine,7.95,92074400,0,6200496,2.6,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,92074400,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,92074400,NA
2840,5018,Inosine,7.88,145788304,0,7086777,3.4,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,145788304,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,145788304,NA
2841,5019,Inosine,7.95,19326724,0,1201547,2.6,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,19326724,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,19326724,NA
2842,5020,Inosine,7.87,22617378,0,1145055,3,NA,NA,NA,7.91625,7.95,7.87,NA,NA,NA,NA,22617378,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,22617378,NA
2866,5110,Cysteinesulfinic acid,NA,NA,NA,NA,NA,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2867,5111,Cysteinesulfinic acid,NA,NA,NA,NA,NA,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2868,5112,Cysteinesulfinic acid,11.76,243850,0,30732,-1.9,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,243850,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,243850,NA
2869,5113,Cysteinesulfinic acid,11.27,271154,0,32644,-2,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,271154,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,271154,NA
2870,5114,Cysteinesulfinic acid,11.61,34527084,0,2152757,-2.2,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,34527084,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,34527084,NA
2871,5115,Cysteinesulfinic acid,11.08,27013614,0,1572566,-1.8,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,27013614,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,27013614,NA
2872,5116,Cysteinesulfinic acid,11.73,34735376,0,2897108,-2.3,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,34735376,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,34735376,NA
2873,5117,Cysteinesulfinic acid,11.3,35928092,0,2892876,-1.8,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,35928092,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,35928092,NA
2874,5118,Cysteinesulfinic acid,11.89,179934,0,25992,-2.3,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,179934,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,179934,NA
2875,5119,Cysteinesulfinic acid,11.39,189210,0,33542,-1.3,NA,NA,NA,11.50375,11.89,11.08,NA,NA,NA,NA,189210,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,189210,NA
2899,5143,Threonic acid,9.72,220037616,3748484,14064161,-3.5,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,220037616,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,220037616,NA
2900,5144,Threonic acid,9.13,241353536,7058364,14002691,-3.3,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,241353536,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,241353536,NA
2901,5145,Threonic acid,10.06,513069216,6528384,33357460,-3.8,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,513069216,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,513069216,NA
2902,5146,Threonic acid,9.76,516608960,12478131,30459612,-3.3,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,516608960,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,516608960,NA
2903,5147,Threonic acid,NA,NA,NA,NA,NA,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2904,5148,Threonic acid,NA,NA,NA,NA,NA,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2905,5149,Threonic acid,10.04,368765248,11506647,24605070,-3.6,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,368765248,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,368765248,NA
2906,5150,Threonic acid,9.8,382407712,7810620,26274540,-3.1,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,382407712,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,382407712,NA
2907,5151,Threonic acid,10.03,349502752,10653650,21305040,-3.8,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,349502752,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,349502752,NA
2908,5152,Threonic acid,9.83,356865056,9714934,20211978,-3.2,NA,NA,NA,9.79625,10.06,9.13,NA,NA,NA,NA,356865056,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,356865056,NA
2932,5176,Propionylglycine,4.5,142435968,0,3283349,-3.9,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,142435968,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,142435968,NA
2933,5177,Propionylglycine,3.28,213003632,259723,4583482,-3.7,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,213003632,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,213003632,NA
2934,5178,Propionylglycine,4.78,109797208,0,2288015,-4,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,109797208,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,109797208,NA
2935,5179,Propionylglycine,4.2,202419088,42742,3581707,-3.7,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,202419088,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,202419088,NA
