"","SampleID","variable","value","kingdom","supergroup","division","class","order","family","genus","species","taxon"
"4798","Barrow_S1IC4","Cryptophyta_40",640,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4799","iceslush","Cryptophyta_40",17,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4800","Barrow_S2C2","Cryptophyta_40",209,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4801","Carboy3","Cryptophyta_40",4195,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4802","B23","Cryptophyta_40",3273,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4803","B33","Cryptophyta_40",6599,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4804","CTDSW","Cryptophyta_40",13877,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4805","Carboy9","Cryptophyta_40",3609,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4806","B43","Cryptophyta_40",2949,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"4807","core_1","Cryptophyta_61",15,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4808","B51","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4809","B12","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4810","B11","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4811","core_2","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4812","B52","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4813","dockslush_3","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4814","B14","Cryptophyta_61",11,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4815","blank771","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4816","core_4","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4817","mock_3","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4818","hero_13","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4819","Carboy4","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4820","Carboy7","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4821","Barrow_S2C3","Cryptophyta_61",426,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4822","Carboy2","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4823","Barrow_S1IC6","Cryptophyta_61",137,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4824","B22","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4825","Barrow_S2C1D","Cryptophyta_61",303,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4826","Barrow_S1IC5","Cryptophyta_61",115,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4827","Carboy1","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4828","B21","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4829","B32","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4830","Carboy8","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4831","B31","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4832","B42","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4833","blankMQ121118","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4834","Barrow_blank1","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4835","B41","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4836","Barrow_blank2","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4837","blankdry2","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4838","blankFiltSW1","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4839","core_3","Cryptophyta_61",33,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4840","B53","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4841","dockslush_2","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4842","B13","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4843","dockslush_1","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4844","mock_1","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4845","core_6","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4846","mock_2","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4847","hero_11","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4848","hero_12","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4849","Carboy6","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4850","Carboy5","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4851","blankMQ191118","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4852","Barrow_S1IC4","Cryptophyta_61",23,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4853","iceslush","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4854","Barrow_S2C2","Cryptophyta_61",594,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4855","Carboy3","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4856","B23","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4857","B33","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4858","CTDSW","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4859","Carboy9","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4860","B43","Cryptophyta_61",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas","Chroomonas_sp.","Chroomonas_sp."
"4861","core_1","Dictyochophyceae_0",696,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4862","B51","Dictyochophyceae_0",1083,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4863","B12","Dictyochophyceae_0",1540,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4864","B11","Dictyochophyceae_0",1562,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4865","core_2","Dictyochophyceae_0",1070,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4866","B52","Dictyochophyceae_0",1201,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4867","dockslush_3","Dictyochophyceae_0",1499,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4868","B14","Dictyochophyceae_0",2130,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4869","blank771","Dictyochophyceae_0",33,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4870","core_4","Dictyochophyceae_0",18,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4871","mock_3","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4872","hero_13","Dictyochophyceae_0",60,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4873","Carboy4","Dictyochophyceae_0",1601,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4874","Carboy7","Dictyochophyceae_0",2852,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4875","Barrow_S2C3","Dictyochophyceae_0",666,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4876","Carboy2","Dictyochophyceae_0",3840,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4877","Barrow_S1IC6","Dictyochophyceae_0",1836,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4878","B22","Dictyochophyceae_0",794,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4879","Barrow_S2C1D","Dictyochophyceae_0",2022,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4880","Barrow_S1IC5","Dictyochophyceae_0",653,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4881","Carboy1","Dictyochophyceae_0",4166,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4882","B21","Dictyochophyceae_0",1611,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4883","B32","Dictyochophyceae_0",1292,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4884","Carboy8","Dictyochophyceae_0",3358,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4885","B31","Dictyochophyceae_0",1470,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4886","B42","Dictyochophyceae_0",1636,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4887","blankMQ121118","Dictyochophyceae_0",29,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4888","Barrow_blank1","Dictyochophyceae_0",1040,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4889","B41","Dictyochophyceae_0",944,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4890","Barrow_blank2","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4891","blankdry2","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4892","blankFiltSW1","Dictyochophyceae_0",4585,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4893","core_3","Dictyochophyceae_0",716,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4894","B53","Dictyochophyceae_0",1435,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4895","dockslush_2","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4896","B13","Dictyochophyceae_0",1746,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4897","dockslush_1","Dictyochophyceae_0",922,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4898","mock_1","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4899","core_6","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4900","mock_2","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4901","hero_11","Dictyochophyceae_0",2112,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4902","hero_12","Dictyochophyceae_0",174,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4903","Carboy6","Dictyochophyceae_0",5262,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4904","Carboy5","Dictyochophyceae_0",2059,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4905","blankMQ191118","Dictyochophyceae_0",18,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4906","Barrow_S1IC4","Dictyochophyceae_0",52,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4907","iceslush","Dictyochophyceae_0",0,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4908","Barrow_S2C2","Dictyochophyceae_0",262,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4909","Carboy3","Dictyochophyceae_0",2920,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4910","B23","Dictyochophyceae_0",1005,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4911","B33","Dictyochophyceae_0",1365,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4912","CTDSW","Dictyochophyceae_0",10585,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4913","Carboy9","Dictyochophyceae_0",3274,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4914","B43","Dictyochophyceae_0",1366,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Pseudopedinella_elastica"
"4915","core_1","Dinophyceae_1102",2162,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4916","B51","Dinophyceae_1102",18,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4917","B12","Dinophyceae_1102",841,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4918","B11","Dinophyceae_1102",695,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4919","core_2","Dinophyceae_1102",249,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4920","B52","Dinophyceae_1102",24,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4921","dockslush_3","Dinophyceae_1102",110,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4922","B14","Dinophyceae_1102",57,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4923","blank771","Dinophyceae_1102",4897,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4924","core_4","Dinophyceae_1102",12757,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4925","mock_3","Dinophyceae_1102",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4926","hero_13","Dinophyceae_1102",623,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4927","Carboy4","Dinophyceae_1102",88,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
