primary_key,MassFeature,compound_theoretical,massbank_match2,massbank_match3,Compound_KEGG,KEGGMatchesNames,mz_experimental,mz_theoretical,mz_massbank2,MH_mass_experimental,MH_mass_MoNA,mz_KEGG,z_experimental,z_theoretical,z_massbank2,z_massbank3,z_KEGG,rt_sec_experimental,rt_sec_theoretical,column_experimental,column_theoretical,MS2_experimental,MS2_theoretical,MS2_massbank,ppm_mass_error1,massbank_ppm,KEGGppm,mz_similarity_score1,mz_similarity_score2,mz_similarity_score3,mz_similarity_scoreKEGG,rt_similarity_score1,MS2_cosine_similarity1,MS2_cosine_similarity2,total_similarity_score1,confidence_rank,confidence_source,new_confidence_rank,Literature notes
8,MF_1099_148.04276_11.206_HILICPos_Unknown,Glutamic acid,NA,ID: PB000440; Methionine; 2-amino-4-methylsulfanylbutanoic acid,NA,NA,148.04276,148.060984,NA,148.04276,148.043773,NA,1,1,NA,1,NA,672.36,744.6,HILIC,HILIC,"50.42438, 14158; 50.88671, 14597; 51.45159, 14278; 52.49421, 13778; 52.53719, 14884; 56.05033, 73436; 58.93614, 14173; 62.39882, 14252; 68.58739, 16156; 70.27512, 15954; 74.00667, 41224; 74.38763, 15899; 80.77828, 14855; 84.04504, 6018666; 85.02892, 104212; 88.03987, 14733; 93.4226, 14372; 94.16076, 16087; 94.22958, 13747; 100.03196, 15224; 102.00145, 18069; 102.05545, 2622764; 114.35887, 14396; 120.01172, 41330; 129.85925, 15864; 130.05011, 2585158; 131.03424, 49109; 131.05307, 24199; 148.04288, 64691; 148.06053, 852518; 148.08691, 17906; 148.09714, 38030","84.04506, 100; 102.05551, 43.9; 130.05017, 41.9; 148.0605, 17.4; 148.09705, 12.4; 131.05094, 9; 148.08709, 6.9; 148.11225, 5.7; 85.04851, 3.5; 124.01825, 2.7; 148.03918, 2.3; 100.07614, 1.9; 85.02904, 1.3; 148.07547, 1.3; 111.48595, 1.2; 104.04754, 1.2; 75.21811, 1.2; 136.00653, 1.1; 74.31219, 1.1; 106.44539, 1.1; 99.53881, 1.1; 56.05028, 1.1; 56.40812, 1.1; 59.42739, 1.1; 108.66763, 1.1; 53.55136, 1; 77.57709, 1; 124.08722, 1; 86.12656, 1; 76.06886, 1; 108.5914, 1; 112.97334, 1; 118.82133, 1; 55.04298, 1; 117.51545, 1; 71.53358, 1; 68.16039, 1; 59.14017, 0.9; 60.71156, 0.9; 92.66754, 0.9; 148.63771, 0.9; 85.71402, 0.9; 55.42662, 0.9",NA,123.0844177,NA,NA,0.660246044,NA,0.998718131,NA,0.055065494,0.987678067,NA,56.76632017,3,MassBank,3,
15,MF_1222_155.01042_8.26_HILICPos_Unknown,NA,NA,"ID: PR100186; Orotic acid; Vitamin B13; Orotate; 2,6-Dihydroxypyrimidine-4-carboxylic acid; 6-Carboxy-2,4-dihydroxypyrimidine; 6-Carboxyuracil; Uracil-6-carboxylic acid; 2,6-Dioxo-1,2,3,6-tetrahydro-4-pyrimidinecarboxylic Acid; Orotonin; Orotyl",cpd:C02768; cpd:C02876; cpd:C03505; cpd:C03947; cpd:C20898,Propanoyl phosphate;,155.01042,NA,NA,155.01042,155.00983,155.0109354,1,NA,NA,1,1,495.6,NA,HILIC,NA,"52.99984, 6007; 56.3998, 7295; 57.03434, 159915; 58.381, 6177; 58.54581, 7760; 59.69755, 7027; 62.15956, 7489; 64.62363, 7707; 88.22943, 8293; 98.98476, 1727164; 116.99517, 31762; 124.85188, 7246; 124.99989, 11552; 135.34882, 7072; 145.1911, 8067; 145.87019, 8894; 151.58731, 7356; 155.01059, 528593; 155.0554, 7880; 155.0816, 11388",NA,NA,NA,NA,3.324926713,NA,NA,0.999564981,0.999668009,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
19,MF_1291_159.07651_11.813_HILICPos_Unknown,Hydroxyectoine,NA,ID: KO002796; Daminozide,cpd:C01109; cpd:C03625; cpd:C03895; cpd:C15653; cpd:C16432; cpd:C21378,5-Hydroxyectoine 4-Methylene-L-glutamine,159.07651,159.076968,NA,159.07651,159.0775156,159.0769672,1,1,NA,1,1,708.78,664.2,HILIC,HILIC,"55.76891, 6388; 59.94096, 6635; 61.97569, 8253; 64.9034, 6677; 70.06589, 508138; 75.21333, 7212; 86.06075, 10833; 87.26328, 7510; 96.05296, 16877; 97.07635, 15228; 105.89146, 7476; 113.07136, 564748; 114.05537, 144996; 115.08698, 95883; 116.07092, 23550; 141.06604, 17162; 142.00383, 15033; 142.05013, 12057; 159.0766, 435635; 159.11288, 13962","159.07656, 100; 113.07133, 21.4; 117.0662, 2; 83.06103, 1.5; 84.04503, 1.2; 72.04514, 1.1; 117.96004, 0.6",NA,2.879109438,NA,2.874080441,0.999737829,NA,0.998736649,0.999738744,0.331509769,0.854790623,NA,72.86794071,3; 3.5,MassBank; KEGG,3,
23,MF_140_86.09702_7.405_HILICPos_Unknown,NA,NA,ID: KO003217; Isoamylamine; Isopentylamine; 3-Methylbutanamine,cpd:C00073; cpd:C00183; cpd:C00431; cpd:C00719; cpd:C00855; cpd:C01616; cpd:C01733; cpd:C01746; cpd:C01799; cpd:C01826; cpd:C01842; cpd:C02989; cpd:C03571; cpd:C03982; cpd:C05335; cpd:C05708; cpd:C06417; cpd:C07115; cpd:C07418; cpd:C07457; cpd:C10917; cpd:C10974; cpd:C11473; cpd:C11474; cpd:C12455; cpd:C15987; cpd:C15998; cpd:C15999; cpd:C16436; cpd:C17241; cpd:C17243; cpd:C17255; cpd:C19150; cpd:C19274; cpd:C19491; cpd:C20312; cpd:C20313; cpd:C20314; cpd:C20809; cpd:C20931,Piperidine;,86.09702,NA,NA,86.09702,86.09752282,86.09697439,1,NA,NA,1,1,444.3,NA,HILIC,NA,"51.56825, 8201; 56.05034, 16026; 57.05811, 23452; 58.066, 16769; 59.0756, 6643; 69.07069, 146236; 74.8961, 6588; 86.06075, 58757; 86.09712, 336343",NA,NA,NA,NA,0.529751485,NA,NA,0.99968402,0.9999974,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
26,MF_1537_173.0211_10.192_HILICPos_Unknown,NA,NA,ID: NP_C1_27_p3_G08_POS_iTree_15; Juglone,cpd:C00093; cpd:C00623; cpd:C02768; cpd:C02979; cpd:C03189; cpd:C04508,sn-Glycerol 3-phosphate; sn-Glycerol 1-phosphate; sn-Glycerol 3-phosphate; sn-Glycerol 1-phosphate;,173.0211,NA,NA,173.0211,173.0244175,173.0215,1,NA,NA,1,1,611.52,NA,HILIC,NA,"55.08065, 8085; 57.03433, 85612; 75.04482, 114256; 82.69174, 7224; 89.48455, 8310; 98.9847, 4157127; 116.99519, 56771; 125.42982, 8124; 136.53485, 7435; 140.01112, 16761; 142.53653, 7512; 142.8311, 7352; 143.10727, 7311; 155.01129, 9032; 156.03285, 17999; 173.02119, 151259",NA,NA,NA,NA,2.311851417,NA,NA,0.986337333,0.99980002,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
29,MF_1589_176.13942_7.781_HILICPos_Unknown,NA,NA,NA,cpd:C18174,Carboxynorspermidine,176.13942,NA,NA,NA,NA,176.1399018,1,NA,NA,NA,1,466.86,NA,HILIC,NA,"51.50241, 7372; 51.9813, 6992; 54.36624, 6535; 58.59015, 6378; 60.2043, 7301; 87.0106, 6328; 96.71339, 7893; 113.74091, 6364; 118.08664, 39233; 120.74667, 6886; 124.02836, 8383; 159.08481, 28850; 172.29622, 7474; 176.09399, 8660; 176.11916, 15209; 176.12848, 35407",NA,NA,NA,NA,2.735325699,NA,NA,NA,0.999709878,NA,NA,NA,NA,3.5,KEGG,3,"Role in polyamine synthesis, polyamines implicated in abiotic stress tolerance"
35,MF_1797_189.12337_8.931_HILICPos_Unknown,N(e)-Acetyl-Lysine,NA,NA,cpd:C02155; cpd:C02727; cpd:C03846; cpd:C12989; cpd:C17242,N6-Acetyl-L-lysine N6-Acetyl-L-lysine,189.12337,189.123918,NA,NA,NA,189.1239174,1,1,NA,NA,1,535.86,582.6,HILIC,HILIC,NA,"126.09158, 100; 189.1234, 32.1; 84.08077, 13.2; 143.11802, 12.5; 130.08648, 2.1",NA,2.897571105,NA,2.894398591,0.99962469,NA,NA,0.999625512,0.297101336,NA,NA,64.83630132,3.5,KEGG,3,
39,MF_1921_198.0798_8.799_HILICPos_Unknown,NA,NA,"ID: AU206501; Metribuzin-desamino; Deaminated sencor; 6-tert-butyl-3-methylsulfanyl-2H-1,2,4-triazin-5-one",NA,NA,198.0798,NA,NA,198.0798,198.0706564,NA,1,NA,NA,1,NA,527.94,NA,HILIC,NA,"56.29362, 8203; 58.56059, 7373; 60.08157, 23565; 62.13774, 7025; 66.27216, 7596; 100.08305, 6877; 149.55649, 6496; 150.37852, 7568; 163.14853, 11988; 170.15428, 8359; 181.15898, 7827; 187.61757, 7351; 198.07967, 1867678; 198.11287, 24252; 198.14912, 18004; 198.18561, 27001",NA,NA,NA,NA,NA,NA,NA,0.900769435,NA,NA,NA,NA,NA,3,MassBank,3,
40,MF_1970_201.08717_9.157_HILICPos_Unknown,NA,NA,"ID: AU353801; Metamitron; 4-amino-3-methyl-6-phenyl-1,2,4-triazin-5-one",cpd:C02471; cpd:C02755; cpd:C06659; cpd:C17360,Dihydroclavaminic acid; Alanylclavam,201.08717,NA,NA,201.08717,201.0781843,201.0875319,1,NA,NA,1,1,549.42,NA,HILIC,NA,"50.75676, 8112; 52.44977, 6524; 52.74805, 7464; 56.30932, 6927; 56.45652, 6908; 76.95156, 8555; 84.04503, 31937; 85.45044, 7470; 90.05555, 19366; 90.60552, 6780; 96.46957, 6878; 99.27436, 7047; 101.16183, 9094; 102.05552, 14506; 130.05017, 115447; 138.89435, 8967; 155.08154, 10660; 156.06557, 11329; 173.09256, 14733; 184.06071, 350835; 192.04382, 7706; 200.98039, 45528; 201.07674, 13786; 201.08727, 256529",NA,NA,NA,NA,1.799713769,NA,NA,0.903998474,0.999836299,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
42,MF_2019_204.1232_7.683_HILICPos_Acetyl-L-carnitine,Acetyl-L-carnitine,NA,ID: BML01113; Panthenol,cpd:C00212; cpd:C00330; cpd:C00371; cpd:C00387; cpd:C00559; cpd:C04083; cpd:C05198; cpd:C07195; cpd:C07210; cpd:C08431; cpd:C08432; cpd:C08435; cpd:C15545,N6-(Delta2-Isopentenyl)-adenine;,204.1232,204.123584,NA,204.1232,204.1241315,204.1249205,1,1,NA,1,1,460.98,433.2,HILIC,HILIC,"54.76492, 7408; 57.03434, 36607; 57.18684, 8106; 58.0659, 17712; 59.07374, 10481; 60.08158, 505126; 60.36667, 8491; 62.12803, 7001; 84.0816, 9012; 84.82591, 9033; 85.02904, 5811062; 86.77542, 8120; 106.2138, 9056; 114.85869, 8342; 129.07877, 12695; 133.90755, 7634; 144.10207, 168238; 145.04971, 121219; 191.54091, 8885; 204.12323, 119759","204.12323, 100; 85.02905, 39.7; 145.04968, 19.4; 60.08158, 12.9; 144.10205, 1.9",NA,1.881213295,NA,8.428662193,0.999815697,NA,0.998916001,0.996306687,0.651330555,0.712759133,NA,78.79684618,3; 3.5,MassBank; KEGG,3,
43,MF_2078_209.04774_10.89_HILICPos_Unknown,NA,NA,"ID: CCMSLIB00000080277; ""MLS000877011-01!1-(3-acetyl-2,4,6-trihydroxyphenyl)ethanone""",cpd:C05155; cpd:C09265; cpd:C16196; cpd:C20772,3-[(1-Carboxyvinyl)oxy]benzoate;,209.04774,NA,NA,209.04774,209.0455468,209.0449984,1,NA,NA,1,1,653.4,NA,HILIC,NA,"50.48408, 6957; 55.01859, 11060; 57.03281, 11332; 57.03434, 162075; 62.4043, 7826; 62.57271, 6401; 63.02711, 345093; 75.04492, 16535; 89.02398, 108914; 112.30176, 7859; 119.0343, 333345; 121.66207, 7360; 126.81043, 6487; 126.94939, 6604; 131.82254, 8331; 147.02899, 29397; 150.87253, 7186; 159.35719, 7307; 197.84407, 7148; 209.0481, 576524; 209.15395, 18191; 209.1651, 28883; 209.20119, 7866",NA,NA,NA,NA,13.11487967,NA,NA,0.994005491,0.990648536,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
44,MF_208_93.05514_10.385_HILICPos_Unknown,"DL-Alanine, D3",NA,ID: UF003802; 2-Aminopyridine; pyridin-2-amine,cpd:C00116; cpd:C03920; cpd:C10922; cpd:C19239,Glycerol;,93.05514,93.0738,NA,93.05514,93.04582159,93.05516915,1,1,NA,1,1,623.1,678,HILIC,HILIC,"56.18847, 6566; 56.41385, 7599; 56.81508, 6979; 57.03434, 120641; 62.58677, 9851; 66.82264, 6690; 70.62404, 6612; 72.5492, 6288; 73.63539, 6398; 75.04255, 6544; 75.04485, 20170; 76.68906, 7100; 81.39675, 7135; 90.27637, 6732",NA,NA,200.4860659,NA,0.313255032,0.64710643,NA,0.897142192,0.999998938,0.187411227,NA,NA,41.72588288,3.5,KEGG,3,
45,MF_2191_216.06342_11.566_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000079788; MLS001049016-01![2-(1H-indol-3-yl)-2-oxoethyl] acetate,cpd:C01233,sn-Glycero-3-phosphoethanolamine;,216.06342,NA,NA,216.06342,216.0666166,216.0636992,1,NA,NA,1,1,693.96,NA,HILIC,NA,"51.92468, 7695; 55.26551, 6323; 56.60552, 6566; 58.41504, 6951; 62.0592, 7600; 62.06085, 75593; 64.34294, 8038; 93.94382, 7400; 95.04977, 10161; 106.08941, 6865; 106.83694, 6928; 112.3064, 7510; 142.99651, 60386; 154.06432, 8822; 159.03058, 8672; 160.02299, 99337; 160.03081, 12649; 173.02063, 15640; 181.37538, 6706; 182.28581, 7047; 198.05264, 40633; 216.06384, 36053; 216.08574, 22640; 216.09683, 12605; 216.1232, 16168",NA,NA,NA,NA,1.292211515,NA,NA,0.987308317,0.999902564,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
46,MF_2228_218.11351_8.245_HILICPos_Unknown,NA,NA,ID: EA070101; Ritalinic acid; 2-phenyl-2-(2-piperidinyl)acetic acid,cpd:C15532,N-Acetyl-L-citrulline N-Acetyl-L-citrulline,218.11351,NA,NA,218.11351,218.1186522,218.114081,1,NA,NA,1,1,494.7,NA,HILIC,NA,"68.79396, 9177; 72.04516, 11820; 74.24067, 8655; 84.04505, 48273; 89.07159, 633428; 90.05552, 20030; 94.23474, 9034; 101.07149, 56823; 102.05568, 12109; 110.92669, 8348; 128.59827, 9053; 129.06615, 29569; 130.05016, 715320; 138.97289, 10590; 144.88066, 7700; 147.07657, 4503388; 155.08173, 48386; 166.04987, 63569; 172.10846, 58926; 173.09233, 116012; 174.01665, 9895; 183.07669, 426872; 184.05109, 17976; 184.06067, 926141; 200.10323, 427597; 201.08719, 2083606; 204.37927, 10125; 213.13826, 8190; 218.11374, 2415960; 218.2132, 36314; 218.22665, 74001",NA,NA,NA,NA,2.617896091,NA,NA,0.967487697,0.999592532,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
47,MF_2233_218.13867_6.363_HILICPos_Propionyl-L-carnitine,Propionyl-L-carnitine,NA,ID: EQ365701; Cimaterol; 2-amino-5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzonitrile,NA,NA,218.13867,218.139234,NA,218.13867,218.1298856,NA,1,1,NA,1,NA,381.78,337.8,HILIC,HILIC,NA,"218.13878, 100; 85.02904, 34.7; 159.06532, 21; 60.08157, 8.4; 144.10204, 1.3; 218.49052, 0.7",NA,2.585504632,NA,NA,0.999602459,NA,0.90804813,NA,0.341441813,NA,NA,67.05221362,3,MassBank,3,
48,MF_2248_219.0977_11.664_HILICPos_Unknown,NA,NA,"ID: AU113801; Morantel; 1-methyl-2-[(E)-2-(3-methylthiophen-2-yl)ethenyl]-5,6-dihydro-4H-pyrimidine",NA,NA,219.0977,NA,NA,219.0977,219.0961429,NA,1,NA,NA,1,NA,699.84,NA,HILIC,NA,"51.30514, 6582; 62.40673, 6337; 65.12095, 7856; 78.18678, 6826; 82.73817, 6434; 83.16238, 6054; 85.06831, 6601; 90.05549, 17441; 97.13773, 6373; 98.30594, 6512; 102.05539, 14196; 110.4781, 9017; 111.95157, 6720; 128.09879, 7189; 128.22807, 6762; 130.0499, 35705; 148.06056, 557180; 173.0921, 29276; 176.5963, 7509; 181.19415, 8056; 184.06075, 23644; 201.08707, 74554; 218.52373, 7862; 218.54663, 68635; 218.56117, 19891; 218.57146, 8369; 219.04671, 13292; 219.09779, 215496",NA,NA,NA,NA,NA,NA,NA,0.996973934,NA,NA,NA,NA,NA,3,MassBank,3,
50,MF_249_97.02889_10.396_HILICPos_Unknown,NA,NA,ID: KO003093; 4-Hydroxymethylimidazole; Imidazole-4-methanol,cpd:C00385; cpd:C07090; cpd:C07599; cpd:C14279; cpd:C16613; cpd:C19915,Protoanemonin; Furfural;,97.02889,NA,NA,97.02889,97.04073621,97.0289544,1,NA,NA,1,1,623.76,NA,HILIC,NA,"50.71257, 6647; 54.39549, 6540; 55.8855, 7091; 65.09183, 6363; 67.5958, 5865; 68.87411, 7450; 69.03428, 65470; 69.24374, 6261; 71.63741, 7011; 76.48598, 7540; 78.85091, 7049; 97.029, 728466; 97.07656, 79448; 97.0843, 10309",NA,NA,NA,NA,0.663719406,NA,NA,0.839107944,0.999994816,NA,NA,NA,NA,3.5,KEGG,3,
54,MF_2690_247.05779_10.207_HILICPos_Unknown,NA,NA,ID: AU102401; Dapsone; 4-(4-aminophenyl)sulfonylaniline,cpd:C02162; cpd:C06355; cpd:C06673; cpd:C09285; cpd:C18389,Isopimpinellin;,247.05779,NA,NA,247.05779,247.054672,247.0606485,1,NA,NA,1,1,612.42,NA,HILIC,NA,"52.13907, 14715; 54.73842, 13371; 57.03436, 97173; 57.93366, 14853; 61.46923, 13061; 65.23725, 14713; 65.49818, 15215; 75.0448, 508122; 76.27787, 13690; 92.45697, 13631; 98.98473, 10872783; 100.97689, 19119; 116.99514, 146609; 138.58032, 14970; 140.01108, 29578; 145.87679, 14720; 155.01059, 665190; 167.83337, 20283; 173.02115, 21049656; 217.81889, 189864; 229.04765, 44465; 231.56703, 17218",NA,NA,NA,NA,11.57003358,NA,NA,0.987921322,0.989838206,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
56,MF_2711_248.12416_9.655_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000845920; NCGC00180112-02!2-amino-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]propanoic acid,NA,NA,248.12416,NA,NA,248.12416,248.1292169,NA,1,NA,NA,1,NA,579.3,NA,HILIC,NA,"51.78328, 7320; 55.91203, 7623; 56.05034, 28633; 58.85434, 7755; 69.12816, 7784; 74.06078, 372680; 80.36831, 7960; 84.04505, 136487; 88.04349, 7667; 88.76087, 7742; 98.98463, 10228; 100.32143, 8316; 101.07143, 118406; 102.05552, 151302; 117.41872, 8896; 119.08181, 55294; 129.0661, 21828; 130.05013, 832661; 137.81284, 8262; 138.10471, 9270; 147.07655, 4026704; 173.02121, 21877; 174.0246, 16382; 175.88676, 8870; 185.09261, 11277; 203.10281, 42625; 212.10373, 11713; 213.0872, 171097; 214.07085, 10775; 220.07324, 30320; 220.08716, 39107; 230.11377, 535279; 231.0977, 356711",NA,NA,NA,NA,NA,NA,NA,0.968540585,NA,NA,NA,NA,NA,3,MassBank,3,
57,MF_2718_249.07175_14.707_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000478087; Citrinin_120248,NA,NA,249.07175,NA,NA,249.07175,249.0768469,NA,1,NA,NA,1,NA,882.42,NA,HILIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968048007,NA,NA,NA,NA,NA,3,MassBank,3,
58,MF_2721_249.1084_12.154_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000085558; MLS002153860-01!Trolox53188-07-1,NA,NA,249.1084,NA,NA,249.1084,249.1132325,NA,1,NA,NA,1,NA,729.24,NA,HILIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971231147,NA,NA,NA,NA,NA,3,MassBank,3,
59,MF_2761_252.10915_3.829_HILICPos_Deoxyadenosine,Deoxyadenosine,NA,NA,cpd:C00559; cpd:C05198; cpd:C08431,Deoxyadenosine;,252.10915,252.109665,NA,NA,NA,252.1096643,1,1,NA,NA,1,229.74,206.4,HILIC,HILIC,"51.3642, 6693; 68.95666, 7364; 69.03426, 8973; 71.04988, 13886; 73.02912, 20366; 90.02916, 6905; 97.62213, 7045; 97.65718, 8473; 97.96541, 8261; 99.04447, 49817; 110.48837, 7125; 117.05497, 132917; 124.06838, 9528; 136.06194, 1036060; 193.24393, 6468; 218.66902, 13298; 218.68169, 67489; 223.97728, 68912; 224.98207, 33542; 225.96684, 7093; 235.18115, 10500; 241.98773, 110219; 242.99184, 98706","136.06188, 100; 252.10918, 25.6; 117.05497, 5.2; 214.48131, 0.9; 99.04457, 0.6; 214.49851, 0.6; 251.99156, 0.6",NA,2.042761828,NA,2.039985264,0.999668524,NA,NA,0.999669424,0.738863562,0.239766464,NA,65.94328499,3.5,KEGG,3,
60,MF_2762_252.14384_10.797_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000078753; NCGC00160193-01!ANABASAMINE,NA,NA,252.14384,NA,NA,252.14384,252.150621,NA,1,NA,NA,1,NA,647.82,NA,HILIC,NA,"60.08158, 18711; 72.23419, 9115; 76.95025, 9874; 86.09707, 18845; 102.75795, 10720; 103.03949, 19759; 104.10748, 2027059; 124.11537, 13801; 132.10214, 390908; 149.69189, 10122; 217.00719, 9622; 220.33543, 46296; 220.34883, 35555; 223.97723, 22175; 224.97954, 10897; 241.98834, 20201; 242.99144, 10263; 245.68321, 9839; 251.21921, 9599; 251.99245, 60051",NA,NA,NA,NA,NA,NA,NA,0.944143051,NA,NA,NA,NA,NA,3,MassBank,3,
65,MF_3002_269.08813_7.996_HILICPos_Inosine,Inosine,NA,"ID: EQ302201; Medazepam; 7-chloranyl-1-methyl-5-phenyl-2,3-dihydro-1,4-benzodiazepine",cpd:C11544; cpd:C19792; cpd:C20934,2-O-(alpha-D-Mannosyl)-D-glycerate;,269.08813,269.088596,NA,269.08813,269.0850996,269.0872571,1,1,NA,1,1,479.76,454.2,HILIC,HILIC,"56.10526, 7045; 66.07771, 6932; 69.99776, 6578; 71.53989, 6423; 83.72827, 7333; 87.88014, 6754; 105.71713, 6835; 111.7381, 6662; 123.91737, 6948; 131.32452, 7521; 135.17477, 6671; 137.04611, 303095; 145.30286, 8577; 145.62779, 6427; 174.80455, 9170; 191.40208, 7546; 200.36829, 7477; 217.31932, 10371; 217.33009, 44378; 217.34564, 66069; 217.35701, 11210; 217.38875, 7651; 264.91782, 7756; 269.03522, 260854","137.04596, 100; 217.25974, 7.1; 219.33975, 2.6; 217.24667, 1.6; 269.03493, 1.4; 269.03537, 0.9",NA,1.731771643,NA,3.24392916,0.999728592,NA,0.988586179,0.99904801,0.695619822,0.655634938,NA,78.36611176,3; 3.5,MassBank; KEGG,3,
66,MF_3091_275.13486_10.078_HILICPos_Unknown,NA,NA,"ID: CCMSLIB00000079720; ""MLS001048960-01!spiro[2,3,4,9-tetrahydropyrido[3,4-b]indole-1,1'-cyclohexane]""",cpd:C03296; cpd:C19689,N2-Succinyl-L-arginine;,275.13486,NA,NA,275.13486,275.1320498,275.1355447,1,NA,NA,1,1,604.68,NA,HILIC,NA,"52.31664, 6155; 57.03117, 6699; 59.94716, 7344; 60.31818, 7465; 61.12509, 6585; 83.06097, 94137; 84.04501, 231275; 95.8213, 6567; 101.07135, 14825; 107.65487, 8149; 118.33051, 7827; 119.29266, 7966; 128.08206, 19413; 129.06602, 80997; 130.05002, 109957; 147.07631, 44129; 193.54436, 6937; 195.07634, 28460; 200.84653, 8460; 211.11864, 8235; 212.10269, 19288; 213.08707, 16391; 216.61734, 7712; 223.05038, 7927; 223.07123, 58025; 226.06021, 6695; 227.15341, 18215; 240.09784, 85546; 241.08209, 97448; 252.07518, 9261; 257.12442, 141700; 258.10812, 12025; 260.15231, 6835; 275.27649, 10457",NA,NA,NA,NA,2.48859158,NA,NA,0.9901767,0.999414154,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
67,MF_3096_275.17126_12.915_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000846113; NCGC00169591-02!(E)-1-(4-hydroxy-3-methoxyphenyl)dec-4-en-3-one,NA,NA,275.17126,NA,NA,275.17126,275.165268,NA,1,NA,NA,1,NA,774.9,NA,HILIC,NA,"50.16288, 7318; 50.29648, 7455; 51.85452, 7890; 60.64139, 8630; 76.2654, 7517; 84.08143, 706838; 100.22133, 7410; 101.07153, 34522; 101.10782, 217153; 110.82699, 7871; 112.07584, 12971; 129.06599, 12701; 129.10246, 1268333; 130.05011, 54316; 135.43655, 7820; 147.07652, 658285; 147.11293, 71478; 181.3185, 8696; 181.68896, 8362; 182.09021, 9370; 193.65506, 8212; 203.00232, 9424; 222.12364, 24098; 227.17743, 13391; 239.15005, 34425; 240.13432, 144469; 241.11809, 53685; 252.07466, 41706; 257.16086, 127021; 258.12903, 9816; 258.14502, 607959",NA,NA,NA,NA,NA,NA,NA,0.956112533,NA,NA,NA,NA,NA,3,MassBank,3,
70,MF_3241_285.14456_7.155_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000084840; MLS001076506-01!6-KETOESTRADIOL,NA,NA,285.14456,NA,NA,285.14456,285.149618,NA,1,NA,NA,1,NA,429.3,NA,HILIC,NA,"58.96968, 7995; 60.04519, 68137; 84.76131, 8314; 124.00284, 11159; 128.38002, 8385; 146.66405, 10744; 163.77351, 8984; 195.11293, 9014; 197.09222, 37363; 217.01596, 13193; 217.02643, 51683; 217.04175, 94895; 217.05296, 13876; 226.13106, 88100; 241.08125, 46766; 267.13412, 19646; 270.12131, 314678; 283.89337, 15120; 285.03152, 49798; 285.14459, 14793939",NA,NA,NA,NA,NA,NA,NA,0.968527163,NA,NA,NA,NA,NA,3,MassBank,3,
72,MF_3437_298.09686_2.529_HILICPos_Unknown,NA,NA,ID: CCMSLIB00000085400; MLS002153371-01!9-Cyclopentyladenine monomethanesulfonate,cpd:C00170,5'-Methylthioadenosine; 5'-Methylthioadenosine;,298.09686,NA,NA,298.09686,298.0979338,298.0973856,1,NA,NA,1,1,151.74,NA,HILIC,NA,NA,NA,NA,NA,NA,1.763182186,NA,NA,0.998559719,0.99965474,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
73,MF_3493_303.11884_10.814_HILICPos_Unknown,NA,NA,ID: MoNA000023; Matricarin,NA,NA,303.11884,NA,NA,303.11884,303.1237971,NA,1,NA,NA,1,NA,648.84,NA,HILIC,NA,"54.78233, 7933; 55.48986, 6563; 59.53824, 6848; 68.84583, 7167; 80.91606, 7004; 84.06276, 6896; 84.08128, 9667; 84.90146, 7377; 100.38326, 7247; 103.93526, 6766; 104.72604, 7855; 108.4309, 7430; 119.37273, 7077; 124.02911, 7672; 129.10208, 11729; 129.96216, 7527; 136.42378, 8026; 147.11247, 7602; 151.08679, 17902; 158.04419, 8796; 170.91432, 8603; 185.09204, 10528; 200.11571, 392864; 207.07573, 9390; 209.09247, 11706; 216.68275, 11881; 216.6929, 14413; 216.70685, 107003; 216.72003, 15547; 216.73039, 10603; 222.28862, 7548; 228.08574, 15245; 242.08961, 11205; 244.10545, 178719; 255.09758, 12057; 257.11349, 20320; 267.09775, 34114; 285.10831, 13546; 288.09509, 210346; 301.52905, 13302",NA,NA,NA,NA,NA,NA,NA,0.969750414,NA,NA,NA,NA,NA,3,MassBank,3,Metabolite from chamomile
