MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC,molFractionN_pertotalN
N-Acetylglucosamine,"Sucrose, 13C",0.194887381,0.104824786,2258368,200821,Smp,StaB3_A,A,200821,2221642.931,200821_Smp_StaB3_A N-Acetylglucosamine,HILICPos,2258368,N-Acetylglucosamine_X_HILICPos,2.2,65.94233043,1009837.696,33690.69483,99846978.02,57,0.185714286,1,400,1,1,N-Acetylglucosamine,10009602.67,7299239.333,8654421,1.27448859,NA,0.036621624,NA,C8H15NO6,8,1,0.292972992,0.036621624,710.1574475,153.1086256,4.13E-04,2.39E-04,29.97378656,5.465622136,9.77E-06,6.70E-06
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.183337492,0.138936791,2258791,200821,Smp,StaB3_A,A,200821,2159102.363,200821_Smp_StaB3_A N(e)-Acetyl-Lysine,HILICPos,2258791,N(e)-Acetyl-Lysine_X_HILICPos,2.2,65.94233043,981410.1648,32742.28176,93469806.69,56,0.2,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.508140224,NA,0.005201802,NA,C8H16N2O3,8,2,0.041614418,0.010403605,710.1574475,153.1086256,5.86E-05,6.79E-05,29.97378656,5.465622136,1.39E-06,1.90E-06
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771824,0.148181858,1368994,200821,Smp,StaB3_A,A,200821,1210407.825,200821_Smp_StaB3_A Ophthalmic Acid,HILICPos,1368994,Ophthalmic Acid_X_HILICPos,2.2,65.94233043,550185.375,18355.55124,25211563.92,60,0.142857143,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.71734157,NA,0.009909991,NA,C11H19N3O6,11,3,0.109009901,0.029729973,710.1574475,153.1086256,1.54E-04,1.94E-04,29.97378656,5.465622136,3.64E-06,5.44E-06
Ornithine,"Sulfolactic Acid, 13C3",0.531854371,0.29816153,78579880,200821,Smp,StaB3_A,A,200821,60004743.21,200821_Smp_StaB3_A Ornithine,HILICPos,78579880,Ornithine_X_HILICPos,2.2,65.94233043,27274883.28,909957.8802,3211961641,26,0.628571429,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.102860976,NA,0.866430004,NA,C5H12N2O2,5,2,4.332150021,1.732860008,710.1574475,153.1086256,0.006100267,0.011317847,29.97378656,5.465622136,1.45E-04,3.17E-04
Propionyl-L-carnitine,"Homarine, D3",0.119713032,0.086366489,4387231,200821,Smp,StaB3_A,A,200821,4387523.349,200821_Smp_StaB3_A Propionyl-L-carnitine,HILICPos,4387231,Propionyl-L-carnitine_X_HILICPos,2.2,65.94233043,1994328.795,66535.76421,226168033.2,53,0.242857143,1,400,1,1,Propionyl-L-carnitine,453988128,381576384,417782256,0.888465005,NA,0.002149149,NA,C10H19NO4,10,1,0.021491485,0.002149149,710.1574475,153.1086256,3.03E-05,1.40E-05,29.97378656,5.465622136,7.17E-07,3.93E-07
Serine,"Sulfoacetic Acid, 13C2",0.1211513,0.06019055,36986312,200821,Smp,StaB3_A,A,200821,46880919.13,200821_Smp_StaB3_A Serine,HILICPos,36986312,Serine_X_HILICPos,2.2,65.94233043,21309508.7,710938.1611,1283663778,39,0.442857143,1,400,1,1,Serine,7793698,6266045,7029871.5,0.702759478,NA,1.72535843,NA,C3H7NO3,3,1,5.176075289,1.72535843,710.1574475,153.1086256,0.007288631,0.011268852,29.97378656,5.465622136,1.73E-04,3.16E-04
Stachydrine hydrochloride,Inj_vol,0.040039671,0.040039671,33164197,200821,Smp,StaB3_A,A,200821,33164197,200821_Smp_StaB3_A Stachydrine hydrochloride,HILICPos,33164197,Stachydrine hydrochloride_X_HILICPos,2.2,65.94233043,15074635,502927.2818,1779340244,40,0.428571429,1,400,1,1,Stachydrine hydrochloride,804937152,670439360,737688256,0.8938679,NA,0.009144513,NA,C7H13NO2,7,1,0.064011592,0.009144513,710.1574475,153.1086256,9.01E-05,5.97E-05,29.97378656,5.465622136,2.14E-06,1.67E-06
Thiamine monophosphate,Inj_vol,1.532935831,1.532935831,100,200821,Smp,StaB3_A,A,200821,100,200821_Smp_StaB3_A Thiamine monophosphate,HILICPos,100,Thiamine monophosphate_X_HILICPos,2.2,65.94233043,45.45454545,1.516476584,559483,70,0,1,400,1,1,Thiamine monophosphate,19985204,14985934,17485569,0.927676525,NA,1.12E-06,NA,C12H18N4O4PS,12,4,1.35E-05,4.48E-06,710.1574475,153.1086256,1.89E-08,2.93E-08,29.97378656,5.465622136,4.49E-10,8.20E-10
Threonine,"DL-Proline, D7",0.108708238,0.04379656,120606560,200821,Smp,StaB3_A,A,200821,122017664.8,200821_Smp_StaB3_A Threonine,HILICPos,120606560,Threonine_X_HILICPos,2.2,65.94233043,55462574.9,1850369.315,4288519892,23,0.671428571,1,400,1,1,Threonine,16596933,9989082,13293007.5,0.879444515,NA,1.897703353,NA,C4H9NO3,4,1,7.590813412,1.897703353,710.1574475,153.1086256,0.010688916,0.01239449,29.97378656,5.465622136,2.53E-04,3.47E-04
trans Hydroxyl proline,"DL-Alanine, D3",0.150082953,0.087903243,9186890,200821,Smp,StaB3_A,A,200821,8781439.232,200821_Smp_StaB3_A trans Hydroxyl proline,HILICPos,9186890,trans Hydroxyl proline_X_HILICPos,2.2,65.94233043,3991563.287,133168.4697,394778801.8,49,0.3,1,400,1,1,trans Hydroxyl proline,68604832,60491384,64548108,0.722881027,NA,0.034217846,NA,C5H9NO3,5,1,0.17108923,0.034217846,710.1574475,153.1086256,2.41E-04,2.23E-04,29.97378656,5.465622136,5.71E-06,6.26E-06
Trigonelline,Inj_vol,0.055542244,0.055542244,14829208,200821,Smp,StaB3_A,A,200821,14829208,200821_Smp_StaB3_A Trigonelline,HILICPos,14829208,Trigonelline_X_HILICPos,2.2,65.94233043,6740549.091,224881.4669,10166511095,44,0.371428571,1,400,1,1,Trigonelline,627330944,525376608,576353776,0.917073099,NA,0.00510108,NA,C7H7NO2,7,1,0.035707563,0.00510108,710.1574475,153.1086256,5.03E-05,3.33E-05,29.97378656,5.465622136,1.19E-06,9.33E-07
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.287437476,0.203182698,7186383,200821,Smp,StaB3_A,A,200821,6353902.367,200821_Smp_StaB3_A Trimethyl-L-lysine,HILICPos,7186383,Trimethyl-L-lysine_X_HILICPos,2.2,65.94233043,2888137.44,96355.44157,222936070.3,50,0.285714286,1,400,1,1,Trimethyl-L-lysine,209783008,132339232,171061120,1.027508283,NA,0.006572661,NA,C9H20N2O2,9,2,0.059153945,0.013145321,710.1574475,153.1086256,8.33E-05,8.59E-05,29.97378656,5.465622136,1.97E-06,2.41E-06
Trimethylamine N-oxide,Inj_vol,0.080788582,0.080788582,192742752,200821,Smp,StaB3_A,A,200821,192742752,200821_Smp_StaB3_A Trimethylamine N-oxide,HILICPos,192742752,Trimethylamine N-oxide_X_HILICPos,2.2,65.94233043,87610341.82,2922898.702,4848234064,16,0.771428571,1,400,1,1,Trimethylamine N-oxide,154863168,120202056,137532612,0.928565415,NA,0.274408254,NA,C3H9NO,3,1,0.823224763,0.274408254,710.1574475,153.1086256,0.001159214,0.001792246,29.97378656,5.465622136,2.75E-05,5.02E-05
Trimethylammonium Propionate (TMAP),Inj_vol,0.065021437,0.065021437,1115069056,200821,Smp,StaB3_A,A,200821,1115069056,200821_Smp_StaB3_A Trimethylammonium Propionate (TMAP),HILICPos,1115069056,Trimethylammonium Propionate (TMAP)_X_HILICPos,2.2,65.94233043,506849570.9,16909761.13,22995885082,9,0.871428571,1,400,1,1,Trimethylammonium Propionate (TMAP),358355648,346885920,352620784,0.893282484,NA,0.643638997,NA,C6H13NO2,6,1,3.861833982,0.643638997,710.1574475,153.1086256,0.005437997,0.004203806,29.97378656,5.465622136,1.29E-04,1.18E-04
Turicine,"DL-Valine, D8",0.148007189,0.112377231,10116146,200821,Smp,StaB3_A,A,200821,8262610.003,200821_Smp_StaB3_A Turicine,HILICPos,10116146,Turicine_X_HILICPos,2.2,65.94233043,3755731.819,125300.5459,237174390.1,48,0.314285714,1,400,1,1,Turicine,676012480,521884256,598948368,0.911454541,NA,0.002751884,NA,C7H13NO3,7,1,0.01926319,0.002751884,710.1574475,153.1086256,2.71E-05,1.80E-05,29.97378656,5.465622136,6.43E-07,5.03E-07
Tyrosine,"Betaine, 13C5-15N",0.117738878,0.049413418,65328040,200821,Smp,StaB3_A,A,200821,66572843.93,200821_Smp_StaB3_A Tyrosine,HILICPos,65328040,Tyrosine_X_HILICPos,2.2,65.94233043,30260383.6,1009561.59,2166303638,31,0.557142857,1,400,1,1,Tyrosine,32699752,19246766,25973259,0.826983235,NA,0.56352251,NA,C9H11NO3,9,1,5.071702592,0.56352251,710.1574475,153.1086256,0.007141659,0.003680541,29.97378656,5.465622136,1.69E-04,1.03E-04
Vitamin B3,"Adenine, 15N2",0.134043494,0.03383839,367045728,200821,Smp,StaB3_A,A,200821,326590406.5,200821_Smp_StaB3_A Vitamin B3,HILICPos,367045728,Vitamin B3_X_HILICPos,2.2,65.94233043,148450184.8,4952667.04,10570597057,13,0.814285714,1,400,1,1,Vitamin B3,251682848,245886512,248784680,0.894863963,NA,0.266722763,NA,C6H5NO2,6,1,1.600336578,0.266722763,710.1574475,153.1086256,0.002253495,0.001742049,29.97378656,5.465622136,5.34E-05,4.88E-05
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.125154568,0.063397448,30469848,200821,Smp,StaB3_B,B,200821,30426347.03,200821_Smp_StaB3_B (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,30469848,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,2.04,61.14652458,14914876,497597.3245,1460714971,38,0.457142857,1,400,1,1,(3-Carboxypropyl)trimethylammonium (TMAB),364409472,263969152,314189312,0.943576957,NA,0.020123842,NA,C7H16NO2,7,1,0.140866896,0.020123842,738.3879723,161.7753439,1.91E-04,1.24E-04,29.97378656,5.465622136,4.70E-06,3.68E-06
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.120312559,0.077906363,11765257,200821,Smp,StaB3_B,B,200821,11748460.06,200821_Smp_StaB3_B 4-Hydroxyisoleucine,HILICPos,11765257,4-Hydroxyisoleucine_X_HILICPos,2.04,61.14652458,5759049.051,192136.1867,586500918.3,46,0.342857143,1,400,1,1,4-Hydroxyisoleucine,35789920,21118962,28454441,0.761748408,NA,0.106279415,NA,C6H13NO3,6,1,0.63767649,0.106279415,738.3879723,161.7753439,8.64E-04,6.57E-04,29.97378656,5.465622136,2.13E-05,1.94E-05
6-Methyladenine,"Sucrose, 13C",0.221140311,0.169180539,1313833,200821,Smp,StaB3_B,B,200821,1423062.147,200821_Smp_StaB3_B 6-Methyladenine,HILICPos,1313833,6-Methyladenine_X_HILICPos,2.04,61.14652458,697579.4838,23272.98496,45733865.99,58,0.171428571,1,400,1,1,6-Methyladenine,837457920,814556480,826007200,0.994307543,NA,3.40E-04,NA,C6H7N5,6,5,0.002038451,0.00169871,738.3879723,161.7753439,2.76E-06,1.05E-05,29.97378656,5.465622136,6.80E-08,3.11E-07
Acetyl-L-carnitine,Inj_vol,0.062970625,0.062970625,57727452,200821,Smp,StaB3_B,B,200821,57727452,200821_Smp_StaB3_B Acetyl-L-carnitine,HILICPos,57727452,Acetyl-L-carnitine_X_HILICPos,2.04,61.14652458,28297770.59,944083.9426,3061975041,30,0.571428571,1,400,1,1,Acetyl-L-carnitine,623718848,500156160,561937504,0.865616498,NA,0.023270122,NA,C9H17NO4,9,1,0.209431102,0.023270122,738.3879723,161.7753439,2.84E-04,1.44E-04,29.97378656,5.465622136,6.99E-06,4.26E-06
Adenosine,Inj_vol,0.095079222,0.095079222,186492240,200821,Smp,StaB3_B,B,200821,186492240,200821_Smp_StaB3_B Adenosine,HILICPos,186492240,Adenosine_X_HILICPos,2.04,61.14652458,91417764.71,3049923.79,11888569832,16,0.771428571,1,400,1,1,Adenosine,348355424,314987424,331671424,0.898145384,NA,0.122754068,NA,C10H13N5O4,10,5,1.227540675,0.613770338,738.3879723,161.7753439,0.00166246,0.003793967,29.97378656,5.465622136,4.10E-05,1.12E-04
Adenosyl Homocysteine,"Taurine, D4",0.409372287,0.251760172,957277,200821,Smp,StaB3_B,B,200821,1104859.655,200821_Smp_StaB3_B Adenosyl Homocysteine,HILICPos,957277,Adenosyl Homocysteine_X_HILICPos,2.04,61.14652458,541597.8702,18069.05074,51704515.46,59,0.157142857,1,400,1,1,Adenosyl Homocysteine,94468688,57783332,76126010,0.555448992,NA,0.005123417,NA,C14H20N6O5S,14,6,0.071727835,0.030740501,738.3879723,161.7753439,9.71E-05,1.90E-04,29.97378656,5.465622136,2.39E-06,5.62E-06
Anserine,Inj_vol,0.430387384,0.430387384,670483,200821,Smp,StaB3_B,B,200821,670483,200821_Smp_StaB3_B Anserine,HILICPos,670483,Anserine_X_HILICPos,2.04,61.14652458,328668.1373,10965.18575,9931709,61,0.128571429,1,400,1,1,Anserine,79084688,78474240,78779464,0.701940533,NA,0.002377411,NA,C10H16N4O3,10,4,0.023774109,0.009509644,738.3879723,161.7753439,3.22E-05,5.88E-05,29.97378656,5.465622136,7.93E-07,1.74E-06
Arginine,"Sulfolactic Acid, 13C3",0.554745159,0.390299148,176221648,200821,Smp,StaB3_B,B,200821,309061274.7,200821_Smp_StaB3_B Arginine,HILICPos,176221648,Arginine_X_HILICPos,2.04,61.14652458,151500624.9,5054437.302,33158963222,17,0.757142857,1,400,1,1,Arginine,78218904,20165398,49192151,1.136911341,NA,1.083557602,NA,C6H14N4O2,6,4,6.501345612,4.334230408,738.3879723,161.7753439,0.008804783,0.026791662,29.97378656,5.465622136,2.17E-04,7.93E-04
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.647148205,0.386207285,571438,200821,Smp,StaB3_B,B,200821,1002200.12,200821_Smp_StaB3_B Argininosuccinic Acid,HILICPos,571438,Argininosuccinic Acid_X_HILICPos,2.04,61.14652458,491274.5684,16390.14035,38728478.54,63,0.1,1,400,1,1,Argininosuccinic Acid,15224687,4373513,9799100,1.413479284,NA,0.01418759,NA,C10H18N4O6,10,4,0.141875902,0.056750361,738.3879723,161.7753439,1.92E-04,3.51E-04,29.97378656,5.465622136,4.73E-06,1.04E-05
Asparagine,"DL-Proline, D7",0.140879644,0.058314861,71132176,200821,Smp,StaB3_B,B,200821,92122253.55,200821_Smp_StaB3_B Asparagine,HILICPos,71132176,Asparagine_X_HILICPos,2.04,61.14652458,45157967.43,1506582.004,3348668588,27,0.614285714,1,400,1,1,Asparagine,11672314,9069195,10370754.5,0.692149325,NA,2.516426348,NA,C4H8N2O3,4,2,10.06570539,5.032852696,738.3879723,161.7753439,0.013632001,0.031110134,29.97378656,5.465622136,3.36E-04,9.21E-04
Aspartic acid,"L-Cysteic Acid, D3",0.16638057,0.071332946,92341424,200821,Smp,StaB3_B,B,200821,112568877.1,200821_Smp_StaB3_B Aspartic acid,HILICPos,92341424,Aspartic acid_X_HILICPos,2.04,61.14652458,55180822.11,1840969.342,4362532352,25,0.642857143,1,400,1,1,Aspartic acid,4499357,4259056.5,4379206.75,1.246994418,NA,4.041924518,NA,C4H7NO4,4,1,16.16769807,4.041924518,738.3879723,161.7753439,0.021895939,0.024984799,29.97378656,5.465622136,0.000539395,7.40E-04
beta-Alanine,"Betaine, 13C5-15N",0.119946208,0.049656389,485683904,200821,Smp,StaB3_B,B,200821,484990506.4,200821_Smp_StaB3_B beta-Alanine,HILICPos,485683904,beta-Alanine_X_HILICPos,2.04,61.14652458,237740444.3,7931611.971,10588996475,11,0.842857143,1,400,1,1,beta-Alanine,23612702,18772100,21192401,1.183489296,NA,3.791565508,NA,C3H7NO2,3,1,11.37469652,3.791565508,738.3879723,161.7753439,0.01540477,0.023437227,29.97378656,5.465622136,3.79E-04,6.94E-04
beta-Glutamic acid,"DL-Alanine, D3",0.313133891,0.225065003,35576764,200821,Smp,StaB3_B,B,200821,40876026,200821_Smp_StaB3_B beta-Glutamic acid,HILICPos,35576764,beta-Glutamic acid_X_HILICPos,2.04,61.14652458,20037267.65,668493.0384,971145808.6,34,0.514285714,1,400,1,1,beta-Glutamic acid,24940016,22375222,23657619,0.679844567,NA,0.49833091,NA,C5H9NO4,5,1,2.491654552,0.49833091,738.3879723,161.7753439,0.003374452,0.003080389,29.97378656,5.465622136,8.31E-05,9.12E-05
Betonicine,"Cytosine, 13C2-15N3",0.153275014,0.049614471,7670898,200821,Smp,StaB3_B,B,200821,7871136.588,200821_Smp_StaB3_B Betonicine,HILICPos,7670898,Betonicine_X_HILICPos,2.04,61.14652458,3858400.288,128725.8212,240728609,47,0.328571429,1,400,1,1,Betonicine,672108480,510638880,591373680,0.923201609,NA,0.002826889,NA,C7H13NO3,7,1,0.019788222,0.002826889,738.3879723,161.7753439,2.68E-05,1.75E-05,29.97378656,5.465622136,6.60E-07,5.17E-07
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.101487178,0.040614173,3301942,200821,Smp,StaB3_B,B,200821,3297227.908,200821_Smp_StaB3_B Butyryl-L-carnitine,HILICPos,3301942,Butyryl-L-carnitine_X_HILICPos,2.04,61.14652458,1616288.19,53923.39025,294535569.5,52,0.257142857,1,400,1,1,Butyryl-L-carnitine,1597813760,1260517504,1429165632,0.892543537,NA,5.07E-04,NA,C11H21NO4,11,1,0.005575188,5.07E-04,738.3879723,161.7753439,7.55E-06,3.13E-06,29.97378656,5.465622136,1.86E-07,9.27E-08
Carnitine,"Betaine, 13C5-15N",0.11945639,0.056756155,121045472,200821,Smp,StaB3_B,B,200821,120872658.7,200821_Smp_StaB3_B Carnitine,HILICPos,121045472,Carnitine_X_HILICPos,2.04,61.14652458,59251303.28,1976770.708,5298674128,19,0.728571429,1,400,1,1,Carnitine,613430528,494676640,554053584,0.956681781,NA,0.044713496,NA,C7H15NO3,7,1,0.312994472,0.044713496,738.3879723,161.7753439,4.24E-04,2.76E-04,29.97378656,5.465622136,1.04E-05,8.18E-06
Chitobiose,"Sulfolactic Acid, 13C3",0.730754111,0.492139474,137670,200821,Smp,StaB3_B,B,200821,241448.5744,200821_Smp_StaB3_B Chitobiose,HILICPos,137670,Chitobiose_X_HILICPos,2.04,61.14652458,118357.1443,3948.688434,24309702.07,69,0.014285714,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.905716863,NA,0.003277227,NA,C16H28N2O11,16,2,0.052435639,0.006554455,738.3879723,161.7753439,7.10E-05,4.05E-05,29.97378656,5.465622136,1.75E-06,1.20E-06
Choline,Inj_vol,0.082955319,0.082955319,2275539200,200821,Smp,StaB3_B,B,200821,2275539200,200821_Smp_StaB3_B Choline,HILICPos,2275539200,Choline_X_HILICPos,2.04,61.14652458,1115460392,37214530.44,63151126384,5,0.928571429,1,400,1,1,Choline,240266560,212926448,226596504,1.185248901,NA,1.661312675,NA,C5H14NO,5,1,8.306563377,1.661312675,738.3879723,161.7753439,0.011249592,0.010269258,29.97378656,5.465622136,2.77E-04,3.04E-04
Citrulline,"L-Cysteic Acid, D3",0.212160092,0.153238659,29064390,200821,Smp,StaB3_B,B,200821,35430964.83,200821_Smp_StaB3_B Citrulline,HILICPos,29064390,Citrulline_X_HILICPos,2.04,61.14652458,17368120.01,579443.6409,875868652.5,39,0.442857143,1,400,1,1,Citrulline,36106648,29665428,32886038,1.260083244,NA,0.167649403,NA,C6H13N3O3,6,3,1.00589642,0.50294821,738.3879723,161.7753439,0.001362287,0.00310893,29.97378656,5.465622136,3.36E-05,9.20E-05
Creatine,"Betaine, 13C5-15N",0.10394423,0.046735667,32539038,200821,Smp,StaB3_B,B,200821,32492582.9,200821_Smp_StaB3_B Creatine,HILICPos,32539038,Creatine_X_HILICPos,2.04,61.14652458,15927736.72,531388.875,1072700876,36,0.485714286,1,400,1,1,Creatine,362418496,266815488,314616992,0.946209969,NA,0.021401508,NA,C4H9N3O2,4,3,0.08560603,0.064204523,738.3879723,161.7753439,1.16E-04,3.97E-04,29.97378656,5.465622136,2.86E-06,1.17E-05
Cys-Gly,Inj_vol,0.73093766,0.73093766,378375,200821,Smp,StaB3_B,B,200821,378375,200821_Smp_StaB3_B Cys-Gly,HILICPos,378375,Cys-Gly_X_HILICPos,2.04,61.14652458,185477.9412,6188.005003,8057644,65,0.071428571,1,400,1,1,Cys-Gly,2226378.6,430523,1328450.8,0.023462643,NA,2.380289903,NA,C5H10N2O3S,5,2,11.90144951,4.760579805,738.3879723,161.7753439,0.016118152,0.029427104,29.97378656,5.465622136,3.97E-04,8.71E-04
Cystathionine,"Sulfolactic Acid, 13C3",0.361689218,0.183851864,585200,200821,Smp,StaB3_B,B,200821,1026336.208,200821_Smp_StaB3_B Cystathionine,HILICPos,585200,Cystathionine_X_HILICPos,2.04,61.14652458,503105.9843,16784.86578,21191116.92,62,0.114285714,1,400,1,1,Cystathionine,9471109,7587316.5,8529212.75,0.917180051,NA,0.025725032,NA,C7H14N2O4S,7,2,0.180075225,0.051450064,738.3879723,161.7753439,2.44E-04,3.18E-04,29.97378656,5.465622136,6.01E-06,9.41E-06
Cystine,Inj_vol,0.753788652,0.753788652,100,200821,Smp,StaB3_B,B,200821,100,200821_Smp_StaB3_B Cystine,HILICPos,100,Cystine_X_HILICPos,2.04,61.14652458,49.01960784,1.635415924,2726567,70,0,1,400,1,1,Cystine,4267300.5,4122100.5,4194700.5,0.739531833,NA,6.32E-06,NA,C6H12N2O4S2,6,2,3.79E-05,1.26E-05,738.3879723,161.7753439,5.14E-08,7.81E-08,29.97378656,5.465622136,1.27E-09,2.31E-09
Cytidine,"Taurine, D4",0.249022756,0.105864532,347083,200821,Smp,StaB3_B,B,200821,400592.5179,200821_Smp_StaB3_B Cytidine,HILICPos,347083,Cytidine_X_HILICPos,2.04,61.14652458,196368.8813,6551.353828,623803887.6,66,0.057142857,1,400,1,1,Cytidine,53606032,43718396,48662214,0.848607395,NA,0.001902103,NA,C9H13N3O5,9,3,0.017118925,0.005706308,738.3879723,161.7753439,2.32E-05,3.53E-05,29.97378656,5.465622136,5.71E-07,1.04E-06
Deoxyadenosine,Inj_vol,0.094960264,0.094960264,21292192,200821,Smp,StaB3_B,B,200821,21292192,200821_Smp_StaB3_B Deoxyadenosine,HILICPos,21292192,Deoxyadenosine_X_HILICPos,2.04,61.14652458,10437349.02,348215.8986,2026855420,41,0.414285714,1,400,1,1,Deoxyadenosine,387376512,358096864,372736688,0.981395576,NA,0.011413109,NA,C10H13N5O3,10,5,0.114131089,0.057065544,738.3879723,161.7753439,1.55E-04,3.53E-04,29.97378656,5.465622136,3.81E-06,1.04E-05
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422,0.06074422,36656944,200821,Smp,StaB3_B,B,200821,36656944,200821_Smp_StaB3_B Dimethylsulfonioacetate (DMS-Ac),HILICPos,36656944,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,2.04,61.14652458,17969090.2,599493.4995,8779363844,33,0.528571429,1,400,1,1,Dimethylsulfonioacetate (DMS-Ac),282902272,221366672,252134472,0.936440531,NA,0.030442033,NA,C4H9O2S,4,NA,0.121768131,NA,738.3879723,161.7753439,1.65E-04,NA,29.97378656,5.465622136,4.06E-06,NA
DMSP,"Sucrose, 13C",0.147903358,0.07493426,872193984,200821,Smp,StaB3_B,B,200821,944706247.6,200821_Smp_StaB3_B DMSP,HILICPos,872193984,DMSP_X_HILICPos,2.04,61.14652458,463091297.9,15449876.41,82766038897,8,0.885714286,1,400,1,1,DMSP,379205792,253701088,316453440,0.868939021,NA,0.673639415,NA,C5H10O2S,5,NA,3.368197075,NA,738.3879723,161.7753439,0.004561555,NA,29.97378656,5.465622136,1.12E-04,NA
Ectoine,Inj_vol,0.071071796,0.071071796,32065612,200821,Smp,StaB3_B,B,200821,32065612,200821_Smp_StaB3_B Ectoine,HILICPos,32065612,Ectoine_X_HILICPos,2.04,61.14652458,15718437.25,524406.1248,1559352738,37,0.471428571,1,400,1,1,Ectoine,797561472,650853440,724207456,0.815317404,NA,0.010648285,NA,C6H10N2O2,6,2,0.063889708,0.021296569,738.3879723,161.7753439,8.65E-05,1.32E-04,29.97378656,5.465622136,2.13E-06,3.90E-06
Glucosylglycerol,Inj_vol,0.098100915,0.098100915,94270888,200821,Smp,StaB3_B,B,200821,94270888,200821_Smp_StaB3_B Glucosylglycerol,HILICPos,94270888,Glucosylglycerol_X_HILICPos,2.04,61.14652458,46211219.61,1541721.114,3924935237,24,0.657142857,1,400,1,1,Glucosylglycerol,2135378.75,1486783.75,1811081.25,1.572894922,NA,6.488880513,NA,C9H18O8,9,NA,58.39992462,NA,738.3879723,161.7753439,0.07909111,NA,29.97378656,5.465622136,0.001948367,NA
Glutamic acid,"DL-Proline, D7",0.137513201,0.054773304,1292439040,200821,Smp,StaB3_B,B,200821,1673819130,200821_Smp_StaB3_B Glutamic acid,HILICPos,1292439040,Glutamic acid_X_HILICPos,2.04,61.14652458,820499573.5,27373904.59,40607384621,7,0.9,1,400,1,1,Glutamic acid,15612277,13353617,14482947,1.692480605,NA,13.38929496,NA,C5H9NO4,5,1,66.94647481,13.38929496,738.3879723,161.7753439,0.090665717,0.082764744,29.97378656,5.465622136,0.002233501,0.002449729
Glutamine,"DL-Proline, D7",0.166642965,0.069362787,1514797696,200821,Smp,StaB3_B,B,200821,1961792613,200821_Smp_StaB3_B Glutamine,HILICPos,1514797696,Glutamine_X_HILICPos,2.04,61.14652458,961663045.6,32083468.79,78115320898,6,0.914285714,1,400,1,1,Glutamine,53671912,41966268,47819090,0.903562059,NA,8.902738667,NA,C5H10N2O3,5,2,44.51369333,17.80547733,738.3879723,161.7753439,0.060284965,0.110062985,29.97378656,5.465622136,0.001485087,0.003257722
Glutathione Disulfide,"DL-Proline, D7",0.12029611,0.048203098,1837885,200821,Smp,StaB3_B,B,200821,2380218.313,200821_Smp_StaB3_B Glutathione Disulfide,HILICPos,1837885,Glutathione Disulfide_X_HILICPos,2.04,61.14652458,1166773.683,38926.46932,75703716.54,57,0.185714286,1,400,1,1,Glutathione Disulfide,2575510,2490756.25,2533133.125,0.764567938,NA,0.240975295,NA,C20H32N6O12S2,20,6,4.819505895,1.445851768,738.3879723,161.7753439,0.006527064,0.008937405,29.97378656,5.465622136,1.61E-04,2.65E-04
Glycerophosphocholine,Inj_vol,0.119680279,0.119680279,4307196928,200821,Smp,StaB3_B,B,200821,4307196928,200821_Smp_StaB3_B Glycerophosphocholine,HILICPos,4307196928,Glycerophosphocholine_X_HILICPos,2.04,61.14652458,2111371043,70440584.44,1.05399E+11,4,0.942857143,1,400,1,1,Glycerophosphocholine,95102816,89048104,92075460,2.145516734,NA,4.275124325,NA,C8H21NO6P,8,1,34.2009946,4.275124325,738.3879723,161.7753439,0.046318461,0.026426303,29.97378656,5.465622136,0.00114103,7.82E-04
