MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327886,0.13893679108049622,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B N(e)-Acetyl-Lysine,HILICPos,0,N(e)-Acetyl-Lysine_X_HILICPos,2.04,61.14652458,NA,NA,62656050.23335154,59,0,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.5081402241716086,NA,NA,NA,C8H16N2O3,8,2,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390443,698372,200821,Smp,StaB3_B,B,200821,851350.8719797982,200821_Smp_StaB3_B Ophthalmic Acid,HILICPos,698372,Ophthalmic Acid_X_HILICPos,2.04,61.14652458,417328.8588136266,13923.127730112412,24605409.64189385,52,0.11864406779661019,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.717341569910475,NA,1.229336726515941e-4,NA,C11H19N3O6,11,3,0.0013522703991675352,3.688010179547823e-4,11.69842149788564,2.572885647500782,1.155942619619188e-4,1.4334139502586275e-4,29.97378656,4.511510070509874e-8
Ornithine,"Sulfolactic Acid, 13C3",0.5318543706202121,0.29816152990562067,25009224,200821,Smp,StaB3_B,B,200821,43861709.02789866,200821_Smp_StaB3_B Ornithine,HILICPos,25009224,Ornithine_X_HILICPos,2.04,61.14652458,21500837.758773852,717321.374013873,3113963429.2630463,39,0.3389830508474576,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.1028609755147059,NA,0.011170026074339836,NA,C5H12N2O2,5,2,0.05585013037169918,0.022340052148679672,11.69842149788564,2.572885647500782,0.004774159520734783,0.008682877985805578,29.97378656,1.8632991283867733e-6
PQS,Inj_vol,0.9057997665395887,0.9057997665395887,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B PQS,HILICPos,0,PQS_X_HILICPos,2.04,61.14652458,NA,NA,417574,59,0,1,400,1,1,PQS,8961652,6866994,7914323,0.15091490188554102,NA,NA,NA,C16H21NO2,16,1,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Propionyl-L-carnitine,HILICPos,0,Propionyl-L-carnitine_X_HILICPos,2.04,61.14652458,NA,NA,170736440.6488474,59,0,1,400,1,1,Propionyl-L-carnitine,453988128,381576384,417782256,0.8884650051119307,NA,NA,NA,C10H19NO4,10,1,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Pyridinedicarboxylic acid,"DL-Histidine, 15N",0.20520472854360763,0.11114575534145048,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Pyridinedicarboxylic acid,HILICPos,0,Pyridinedicarboxylic acid_X_HILICPos,2.04,61.14652458,NA,NA,5520082.690977415,59,0,1,400,1,1,Pyridinedicarboxylic acid,39710675.2,37501856,38606265.6,1.122524862854691,NA,NA,NA,C7H5NO4,7,1,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Riboflavin Monophosphate,Inj_vol,0.6350466313723278,0.6350466313723278,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Riboflavin Monophosphate,HILICPos,0,Riboflavin Monophosphate_X_HILICPos,2.04,61.14652458,NA,NA,4902942,59,0,1,400,1,1,Riboflavin Monophosphate,20313518,13418959,16866238.5,0.8114999332920145,NA,NA,NA,C17H21N4O9P,17,4,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Sarcosine,"Guanine, 13C-15N2",0.2266744741171311,0.0999045371568561,31838904,200821,Smp,StaB3_B,B,200821,29590400.660727814,200821_Smp_StaB3_B Sarcosine,HILICPos,31838904,Sarcosine_X_HILICPos,2.04,61.14652458,14505098.36310187,483926.12440325576,1124751560.2161045,36,0.38983050847457623,1,400,1,1,Sarcosine,35041836,29102372,32072104,0.9452169487907466,NA,0.0031300403760454554,NA,C3H7NO2,3,1,0.009390121128136366,0.0031300403760454554,11.69842149788564,2.572885647500782,8.026827491070933e-4,0.0012165485780861948,29.97378656,3.1327777387550615e-7
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,42648448,200821,Smp,StaB3_B,B,200821,40181770.490842514,200821_Smp_StaB3_B Serine,HILICPos,42648448,Serine_X_HILICPos,2.04,61.14652458,19696946.319040447,657139.0731826695,1256380783.9273295,30,0.4915254237288136,1,400,1,1,Serine,7793698,6266045,7029871.5,0.7027594781473061,NA,0.026081527123311982,NA,C3H7NO3,3,1,0.07824458136993595,0.026081527123311982,11.69842149788564,2.572885647500782,0.006688473430716938,0.0101370720259747,29.97378656,2.6104336605356795e-6
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Stachydrine hydrochloride,HILICPos,0,Stachydrine hydrochloride_X_HILICPos,2.04,61.14652458,NA,NA,1404490811,59,0,1,400,1,1,Stachydrine hydrochloride,804937152,670439360,737688256,0.8938678995460438,NA,NA,NA,C7H13NO2,7,1,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Thiamine monophosphate,Inj_vol,1.5329358311792465,1.5329358311792465,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Thiamine monophosphate,HILICPos,0,Thiamine monophosphate_X_HILICPos,2.04,61.14652458,NA,NA,680175,59,0,1,400,1,1,Thiamine monophosphate,19985204,14985934,17485569,0.9276765252883281,NA,NA,NA,C12H18N4O4PS,12,4,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Thiamine pyrophosphate,Inj_vol,0.2988886697526228,0.2988886697526228,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Thiamine pyrophosphate,HILICPos,0,Thiamine pyrophosphate_X_HILICPos,2.04,61.14652458,NA,NA,56360,59,0,1,400,1,1,Thiamine pyrophosphate,2129530,1649960.25,1889745.125,0.8802890096324529,NA,NA,NA,C12H19N4O7P2S,12,4,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Threonine,"DL-Proline, D7",0.10870823754455275,0.04379655977018261,104409184,200821,Smp,StaB3_B,B,200821,135218825.88204902,200821_Smp_StaB3_B Threonine,HILICPos,104409184,Threonine_X_HILICPos,2.04,61.14652458,66283738.17747501,2211390.2108228216,4283313744.6688604,22,0.6271186440677966,1,400,1,1,Threonine,16596933,9989082,13293007.5,0.8794445154520507,NA,0.037090570387343105,NA,C4H9NO3,4,1,0.14836228154937242,0.037090570387343105,11.69842149788564,2.572885647500782,0.012682247906368158,0.014415942046772146,29.97378656,4.949734370476962e-6
trans Hydroxyl proline,"DL-Alanine, D3",0.15008295258785379,0.08790324345636982,6984350,200821,Smp,StaB3_B,B,200821,8024689.154469016,200821_Smp_StaB3_B trans Hydroxyl proline,HILICPos,6984350,trans Hydroxyl proline_X_HILICPos,2.04,61.14652458,3933671.1541514783,131237.04428973806,386310711.5510057,45,0.23728813559322037,1,400,1,1,trans Hydroxyl proline,68604832,60491384,64548108,0.722881027481688,NA,5.514878147776213e-4,NA,C5H9NO3,5,1,0.002757439073888106,5.514878147776213e-4,11.69842149788564,2.572885647500782,2.3571035411798787e-4,2.143460263433467e-4,29.97378656,9.19950193269177e-8
Trigonelline,Inj_vol,0.055542243824601475,0.055542243824601475,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Trigonelline,HILICPos,0,Trigonelline_X_HILICPos,2.04,61.14652458,NA,NA,10398788080,59,0,1,400,1,1,Trigonelline,627330944,525376608,576353776,0.9170730992141947,NA,NA,NA,C7H7NO2,7,1,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.2874374762099918,0.20318269812340867,2452838,200821,Smp,StaB3_B,B,200821,2990133.8686619513,200821_Smp_StaB3_B Trimethyl-L-lysine,HILICPos,2452838,Trimethyl-L-lysine_X_HILICPos,2.04,61.14652458,1465751.8964029173,48901.12543926943,222936070.2655013,48,0.18644067796610164,1,400,1,1,Trimethyl-L-lysine,209783008,132339232,171061120,1.0275082829953681,NA,5.45521705931473e-5,NA,C9H20N2O2,9,2,4.909695353383257e-4,1.091043411862946e-4,11.69842149788564,2.572885647500782,4.1968870366575783e-5,4.240543737039966e-5,29.97378656,1.637996368445234e-8
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,115875840,200821,Smp,StaB3_B,B,200821,115875840,200821_Smp_StaB3_B Trimethylamine N-oxide,HILICPos,115875840,Trimethylamine N-oxide_X_HILICPos,2.04,61.14652458,56801882.35294118,1895051.9395161348,4848234064,20,0.6610169491525424,1,400,1,1,Trimethylamine N-oxide,154863168,120202056,137532612,0.9285654146866996,NA,0.002909596371543178,NA,C3H9NO,3,1,0.008728789114629534,0.002909596371543178,11.69842149788564,2.572885647500782,7.461510184264746e-4,0.0011308689037033053,29.97378656,2.9121409459417773e-7
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,715993920,200821,Smp,StaB3_B,B,200821,715993920,200821_Smp_StaB3_B Trimethylammonium Propionate (TMAP),HILICPos,715993920,Trimethylammonium Propionate (TMAP)_X_HILICPos,2.04,61.14652458,350977411.7647059,11709478.583091697,22984782912,9,0.847457627118644,1,400,1,1,Trimethylammonium Propionate (TMAP),358355648,346885920,352620784,0.893282484411756,NA,0.007289045403127349,NA,C6H13NO2,6,1,0.0437342724187641,0.007289045403127349,11.69842149788564,2.572885647500782,0.003738476377062374,0.0028330234615003944,29.97378656,1.4590840009892997e-6
Turicine,"DL-Valine, D8",0.14800718947373764,0.11237723054237386,NA,200821,Smp,StaB3_B,B,200821,NA,200821_Smp_StaB3_B Turicine,HILICPos,0,Turicine_X_HILICPos,2.04,61.14652458,NA,NA,218591149.34302774,59,0,1,400,1,1,Turicine,676012480,521884256,598948368,0.911454540684036,NA,NA,NA,C7H13NO3,7,1,NA,NA,11.69842149788564,2.572885647500782,NA,NA,29.97378656,NA
Tyrosine,"Betaine, 13C5-15N",0.11773887842780088,0.049413417653183515,69458256,200821,Smp,StaB3_B,B,200821,69359092.34554142,200821_Smp_StaB3_B Tyrosine,HILICPos,69458256,Tyrosine_X_HILICPos,2.04,61.14652458,33999555.07134383,1134309.6410131478,2164414343.984413,28,0.5254237288135593,1,400,1,1,Tyrosine,32699752,19246766,25973259,0.8269832350230804,NA,0.010354718471352622,NA,C9H11NO3,9,1,0.0931924662421736,0.010354718471352622,11.69842149788564,2.572885647500782,0.007966242818231255,0.004024554484732293,29.97378656,3.109132243122692e-6
Vitamin B3,"Adenine, 15N2",0.13404349357600676,0.03383838984460486,372518720,200821,Smp,StaB3_B,B,200821,375725695.1067867,200821_Smp_StaB3_B Vitamin B3,HILICPos,372518720,Vitamin B3_X_HILICPos,2.04,61.14652458,184179262.30724838,6144677.848619385,10560050395.525684,12,0.7966101694915254,1,400,1,1,Vitamin B3,251682848,245886512,248784680,0.89486396326922,NA,0.005411881645332668,NA,C6H5NO2,6,1,0.032471289871996004,0.005411881645332668,11.69842149788564,2.572885647500782,0.0027756984032302843,0.0021034287515224763,29.97378656,1.0833229164088636e-6
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,38513892,200821,Smp,StaB3_C,C,200821,37431417.056439534,200821_Smp_StaB3_C (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,38513892,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,2.095,62.79508284,17867024.847942498,596088.3458313714,1460714971.4895973,39,0.38095238095238093,1,400,1,1,(3-Carboxypropyl)trimethylammonium (TMAB),364409472,263969152,314189312,0.9435769570132984,NA,3.8389977826439265e-4,NA,C7H16NO2,7,1,0.0026872984478507485,3.8389977826439265e-4,13.568303148488429,2.8881483386102573,1.980570759984918e-4,1.3292245870207646e-4,29.97378656,8.965495375338886e-8
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C 4-Hydroxyisoleucine,HILICPos,0,4-Hydroxyisoleucine_X_HILICPos,2.095,62.79508284,NA,NA,392268776.3253887,63,0,1,400,1,1,4-Hydroxyisoleucine,35789920,21118962,28454441,0.7617484078934159,NA,NA,NA,C6H13NO3,6,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C 6-Methyladenine,HILICPos,0,6-Methyladenine_X_HILICPos,2.095,62.79508284,NA,NA,29569615.95091637,63,0,1,400,1,1,6-Methyladenine,837457920,814556480,826007200,0.994307542556698,NA,NA,NA,C6H7N5,6,5,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Acetyl-L-carnitine,Inj_vol,0.06297062538558988,0.06297062538558988,61819312,200821,Smp,StaB3_C,C,200821,61819312,200821_Smp_StaB3_C Acetyl-L-carnitine,HILICPos,61819312,Acetyl-L-carnitine_X_HILICPos,2.095,62.79508284,29508024.821002383,984461.0310892299,3061975041,31,0.5079365079365079,1,400,1,1,Acetyl-L-carnitine,623718848,500156160,561937504,0.8656164979937988,NA,3.864212049991356e-4,NA,C9H17NO4,9,1,0.00347779084499222,3.864212049991356e-4,13.568303148488429,2.8881483386102573,2.563173012079747e-4,1.3379548405920066e-4,29.97378656,1.1602774437692599e-7
Adenosine,Inj_vol,0.09507922191241822,0.09507922191241822,175732912,200821,Smp,StaB3_C,C,200821,175732912,200821_Smp_StaB3_C Adenosine,HILICPos,175732912,Adenosine_X_HILICPos,2.095,62.79508284,83882058.2338902,2798513.8971432243,11888569832,18,0.7142857142857143,1,400,1,1,Adenosine,348355424,314987424,331671424,0.8981453842281999,NA,0.0017936955647186261,NA,C10H13N5O4,10,5,0.01793695564718626,0.00896847782359313,13.568303148488429,2.8881483386102573,0.0013219748594122853,0.0031052691109033047,29.97378656,5.984214110313015e-7
Adenosyl Homocysteine,"Taurine, D4",0.40937228690251604,0.2517601715021789,727021,200821,Smp,StaB3_C,C,200821,855951.0699325918,200821_Smp_StaB3_C Adenosyl Homocysteine,HILICPos,727021,Adenosyl Homocysteine_X_HILICPos,2.095,62.79508284,408568.52980075974,13630.861386289267,51465646.838828236,56,0.11111111111111116,1,400,1,1,Adenosyl Homocysteine,94468688,57783332,76126010,0.5554489918007413,NA,6.154914366701194e-5,NA,C14H20N6O5S,14,6,8.616880113381672e-4,3.6929486200207166e-4,13.568303148488429,2.8881483386102573,6.350742623510465e-5,1.2786561447178713e-4,29.97378656,2.8748053223548648e-8
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Anserine,HILICPos,0,Anserine_X_HILICPos,2.095,62.79508284,NA,NA,1777558,63,0,1,400,1,1,Anserine,79084688,78474240,78779464,0.7019405334801487,NA,NA,NA,C10H16N4O3,10,4,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Arginine,"Sulfolactic Acid, 13C3",0.5547451594053554,0.39029914841749364,852248576,200821,Smp,StaB3_C,C,200821,569526420.3664788,200821_Smp_StaB3_C Arginine,HILICPos,852248576,Arginine_X_HILICPos,2.095,62.79508284,271850319.98399943,9069602.182349455,33158963221.55505,9,0.8571428571428572,1,400,1,1,Arginine,78218904,20165398,49192151,1.1369113413732597,NA,0.03096291140790191,NA,C6H14N4O2,6,4,0.18577746844741144,0.12385164563160764,13.568303148488429,2.8881483386102573,0.013692019290423055,0.04288271622890519,29.97378656,6.197997976516299e-6
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.6471482047760884,0.3862072847967303,3060844,200821,Smp,StaB3_C,C,200821,2045449.6208160452,200821_Smp_StaB3_C Argininosuccinic Acid,HILICPos,3060844,Argininosuccinic Acid_X_HILICPos,2.095,62.79508284,976348.267692623,32573.404290711584,38728241.07551989,52,0.17460317460317465,1,400,1,1,Argininosuccinic Acid,15224687,4373513,9799100,1.4134792842083135,NA,4.4901771564543176e-4,NA,C10H18N4O6,10,4,0.004490177156454318,0.001796070862581727,13.568303148488429,2.8881483386102573,3.3093137051220324e-4,6.218762514968241e-4,29.97378656,1.4980346735525423e-7
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,89106208,200821,Smp,StaB3_C,C,200821,110422848.89988409,200821_Smp_StaB3_C Asparagine,HILICPos,89106208,Asparagine_X_HILICPos,2.095,62.79508284,52707803.770827726,1758463.3048615959,3336196512.29485,27,0.5714285714285714,1,400,1,1,Asparagine,11672314,9069195,10370754.5,0.6921493253025142,NA,0.046773419409479884,NA,C4H8N2O3,4,2,0.18709367763791954,0.09354683881895977,13.568303148488429,2.8881483386102573,0.013789025465484432,0.032389901020102516,29.97378656,6.2419099856938305e-6
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,141496784,200821,Smp,StaB3_C,C,200821,126474321.46646921,200821_Smp_StaB3_C Aspartic acid,HILICPos,141496784,Aspartic acid_X_HILICPos,2.095,62.79508284,60369604.51860105,2014080.0162446161,4362532351.664482,23,0.6349206349206349,1,400,1,1,Aspartic acid,4499357,4259056.5,4379206.75,1.2469944179759247,NA,0.07041946569172,NA,C4H7NO4,4,1,0.28167786276688,0.07041946569172,13.568303148488429,2.8881483386102573,0.02075999184896309,0.024382219136848425,29.97378656,9.39747342909217e-6
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.049656389026235356,466295872,200821,Smp,StaB3_C,C,200821,453190117.906758,200821_Smp_StaB3_C beta-Alanine,HILICPos,466295872,beta-Alanine_X_HILICPos,2.095,62.79508284,216319865.3492878,7216968.230800379,10576978509.96691,12,0.8095238095238095,1,400,1,1,beta-Alanine,23612702,18772100,21192401,1.183489296489827,NA,0.05493969701450824,NA,C3H7NO2,3,1,0.1648190910435247,0.05493969701450824,13.568303148488429,2.8881483386102573,0.012147362071718328,0.019022463728765596,29.97378656,5.498774427902135e-6
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,44857104,200821,Smp,StaB3_C,C,200821,49806836.73936511,200821_Smp_StaB3_C beta-Glutamic acid,HILICPos,44857104,beta-Glutamic acid_X_HILICPos,2.095,62.79508284,23774146.41497141,793164.599627513,924406531.5718154,36,0.4285714285714286,1,400,1,1,beta-Glutamic acid,24940016,22375222,23657619,0.6798445665551032,NA,0.00941583029371272,NA,C5H9NO4,5,1,0.047079151468563604,0.00941583029371272,13.568303148488429,2.8881483386102573,0.0034697891809565323,0.0032601615948312083,29.97378656,1.5706774776127453e-6
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.049614471035533625,9492318,200821,Smp,StaB3_C,C,200821,9351983.288963178,200821_Smp_StaB3_C Betonicine,HILICPos,9492318,Betonicine_X_HILICPos,2.095,62.79508284,4463953.837213927,148928.5922719738,223098457.32636446,45,0.2857142857142857,1,400,1,1,Betonicine,672108480,510638880,591373680,0.9232016086924847,NA,5.2082941522733916e-5,NA,C7H13NO3,7,1,3.645805906591374e-4,5.2082941522733916e-5,13.568303148488429,2.8881483386102573,2.6870021009204334e-5,1.8033333269784753e-5,29.97378656,1.2163314432407082e-8
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.10148717841749424,0.04061417315285315,5549848,200821,Smp,StaB3_C,C,200821,5393863.468481628,200821_Smp_StaB3_C Butyryl-L-carnitine,HILICPos,5549848,Butyryl-L-carnitine_X_HILICPos,2.095,62.79508284,2574636.5004685572,85896.27124507554,285373834.38134485,49,0.2222222222222222,1,400,1,1,Butyryl-L-carnitine,1597813760,1260517504,1429165632,0.8925435366405496,NA,1.28569602811566e-5,NA,C11H21NO4,11,1,1.414265630927226e-4,1.28569602811566e-5,13.568303148488429,2.8881483386102573,1.0423305076912153e-5,4.451627400600627e-6,29.97378656,4.718341568544304e-9
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,146633680,200821,Smp,StaB3_C,C,200821,142512380.48339793,200821_Smp_StaB3_C Carnitine,HILICPos,146633680,Carnitine_X_HILICPos,2.095,62.79508284,68025002.6173737,2269483.119347342,5298674128.0778675,21,0.6666666666666667,1,400,1,1,Carnitine,613430528,494676640,554053584,0.9566817811199575,NA,8.174922588281066e-4,NA,C7H15NO3,7,1,0.005722445811796746,8.174922588281066e-4,13.568303148488429,2.8881483386102573,4.217510287890533e-4,2.8305064802228066e-4,29.97378656,1.909150117000348e-7
Carnosine,Inj_vol,1.649242478056527,1.649242478056527,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Carnosine,HILICPos,0,Carnosine_X_HILICPos,2.095,62.79508284,NA,NA,4788254,63,0,1,400,1,1,Carnosine,67969472,65590148,66779810,1.036360544285618,NA,NA,NA,C9H14N4O3,9,4,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Chitobiose,"Sulfolactic Acid, 13C3",0.7307541112423471,0.49213947367916505,96742,200821,Smp,StaB3_C,C,200821,64649.125279493455,200821_Smp_StaB3_C Chitobiose,HILICPos,96742,Chitobiose_X_HILICPos,2.095,62.79508284,30858.771016464652,1029.5252805736,24393772.34886581,62,0.015873015873015928,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.9057168633297525,NA,1.3607084862965867e-5,NA,C16H28N2O11,16,2,2.1771335780745388e-4,2.7214169725931735e-5,13.568303148488429,2.8881483386102573,1.604573213207638e-5,9.422704977482863e-6,29.97378656,7.263458601456521e-9
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,2338004480,200821,Smp,StaB3_C,C,200821,2338004480,200821_Smp_StaB3_C Choline,HILICPos,2338004480,Choline_X_HILICPos,2.095,62.79508284,1115992591.8854415,37232285.94119648,63151126384,5,0.9206349206349207,1,400,1,1,Choline,240266560,212926448,226596504,1.1852489014101555,NA,0.026468717498350464,NA,C5H14NO,5,1,0.13234358749175232,0.026468717498350464,13.568303148488429,2.8881483386102573,0.009753879025506295,0.009164597657434347,29.97378656,4.41531093266557e-6
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,46323004,200821,Smp,StaB3_C,C,200821,41404972.845096886,200821_Smp_StaB3_C Citrulline,HILICPos,46323004,Citrulline_X_HILICPos,2.095,62.79508284,19763710.188590396,659366.4817768538,866829456.9474299,35,0.4444444444444444,1,400,1,1,Citrulline,36106648,29665428,32886038,1.2600832440556562,NA,0.0030380298704819494,NA,C6H13N3O3,6,3,0.018228179222891695,0.009114089611445848,13.568303148488429,2.8881483386102573,0.0013434383816020795,0.0031556861154269657,29.97378656,6.08137353163687e-7
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,42009284,200821,Smp,StaB3_C,C,200821,40828567.25169225,200821_Smp_StaB3_C Creatine,HILICPos,42009284,Creatine_X_HILICPos,2.095,62.79508284,19488576.25379105,650187.330044969,1041062860.9555924,37,0.4126984126984127,1,400,1,1,Creatine,362418496,266815488,314616992,0.9462099688471564,NA,4.1700837049922745e-4,NA,C4H9N3O2,4,3,0.0016680334819969098,0.0012510251114976824,13.568303148488429,2.8881483386102573,1.229360417247706e-4,4.331581916251784e-4,29.97378656,5.564974177212897e-8
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,352828,200821,Smp,StaB3_C,C,200821,352828,200821_Smp_StaB3_C Cys-Gly,HILICPos,352828,Cys-Gly_X_HILICPos,2.095,62.79508284,168414.3198090692,5618.720193410609,7754261,59,0.06349206349206349,1,400,1,1,Cys-Gly,2226378.6,430523,1328450.8,0.023462642802008004,NA,0.03441842283464424,NA,C5H10N2O3S,5,2,0.1720921141732212,0.06883684566928848,13.568303148488429,2.8881483386102573,0.01268339248392995,0.023834248659960432,29.97378656,5.741420551879088e-6
Cystathionine,"Sulfolactic Acid, 13C3",0.3616892176720426,0.18385186357826355,1294321,200821,Smp,StaB3_C,C,200821,864947.1840656514,200821_Smp_StaB3_C Cystathionine,HILICPos,1294321,Cystathionine_X_HILICPos,2.095,62.79508284,412862.617692435,13774.122828526415,21190367.580612462,55,0.12698412698412698,1,400,1,1,Cystathionine,9471109,7587316.5,8529212.75,0.9171800507709127,NA,3.361834796397893e-4,NA,C7H14N2O4S,7,2,0.0023532843574785253,6.723669592795786e-4,13.568303148488429,2.8881483386102573,1.7343984223559244e-4,2.3280208647562527e-4,29.97378656,7.851141372371624e-8
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Cystine,HILICPos,0,Cystine_X_HILICPos,2.095,62.79508284,NA,NA,2923240,63,0,1,400,1,1,Cystine,4267300.5,4122100.5,4194700.5,0.7395318327462561,NA,NA,NA,C6H12N2O4S2,6,2,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Cytidine,HILICPos,0,Cytidine_X_HILICPos,2.095,62.79508284,NA,NA,662358651.6416131,63,0,1,400,1,1,Cytidine,53606032,43718396,48662214,0.8486073947230495,NA,NA,NA,C9H13N3O5,9,3,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,19609228,200821,Smp,StaB3_C,C,200821,19609228,200821_Smp_StaB3_C Deoxyadenosine,HILICPos,19609228,Deoxyadenosine_X_HILICPos,2.095,62.79508284,9360013.36515513,312273.30410509574,2026855420,42,0.33333333333333337,1,400,1,1,Deoxyadenosine,387376512,358096864,372736688,0.9813955758212205,NA,1.629913604616148e-4,NA,C10H13N5O3,10,5,0.001629913604616148,8.14956802308074e-4,13.568303148488429,2.8881483386102573,1.2012656164729986e-4,2.8217276495577144e-4,29.97378656,5.4377967940535966e-8
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,47365260,200821,Smp,StaB3_C,C,200821,47365260,200821_Smp_StaB3_C Dimethylsulfonioacetate (DMS-Ac),HILICPos,47365260,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,2.095,62.79508284,22608715.99045346,754282.944744022,8779363844,33,0.47619047619047616,1,400,1,1,Dimethylsulfonioacetate (DMS-Ac),282902272,221366672,252134472,0.9364405313817805,NA,6.099550375019877e-4,NA,C4H9O2S,4,NA,0.0024398201500079506,NA,13.568303148488429,2.8881483386102573,1.7981763255929005e-4,NA,29.97378656,8.13984627909471e-8
