MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,128567168,200821,Smp,StaB2_A,A,200821,150960831.2276379,200821_Smp_StaB2_A Carnitine,HILICPos,128567168,Carnitine_X_HILICPos,2.25,41.68972321,67093702.76783906,3621056.212515878,5298674128.0778675,20,0.7142857142857143,1,400,1,1,Carnitine,613430528,494676640,554053584,0.9566817811199575,NA,0.0027325995101248036,NA,C7H15NO3,7,1,0.019128196570873626,0.0027325995101248036,32.572588498052156,7.4708047761232725,5.872482800075129e-4,3.6577043464690773e-4,18.52876587,3.552512967,1.0323513559985217e-6
Chitobiose,"Sulfolactic Acid, 13C3",0.7307541112423471,0.49213947367916505,39142,200821,Smp,StaB2_A,A,200821,55645.15966444575,200821_Smp_StaB2_A Chitobiose,HILICPos,39142,Chitobiose_X_HILICPos,2.25,41.68972321,24731.182073087002,1334.7452412708344,24309702.06522172,69,0.014285714285714235,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.9057168633297525,NA,3.6958172346796706e-5,NA,C16H28N2O11,16,2,5.913307575487473e-4,7.391634469359341e-5,32.572588498052156,7.4708047761232725,1.815424517410119e-5,9.894027070527984e-6,18.52876587,3.552512967,3.191420096176904e-8
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,1555968640,200821,Smp,StaB2_A,A,200821,1555968640,200821_Smp_StaB2_A Choline,HILICPos,1555968640,Choline_X_HILICPos,2.25,41.68972321,691541617.7777778,37322594.63950516,63151126384,5,0.9285714285714286,1,400,1,1,Choline,240266560,212926448,226596504,1.1852489014101555,NA,0.0555864645597765,NA,C5H14NO,5,1,0.27793232279888247,0.0555864645597765,32.572588498052156,7.4708047761232725,0.008532706045621853,0.007440492185986589,18.52876587,3.552512967,1.5000045051510086e-5
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,23491960,200821,Smp,StaB2_A,A,200821,26350650.761111453,200821_Smp_StaB2_A Citrulline,HILICPos,23491960,Citrulline_X_HILICPos,2.25,41.68972321,11711400.338271758,632065.8601732044,875868652.4564584,39,0.44285714285714284,1,400,1,1,Citrulline,36106648,29665428,32886038,1.2600832440556562,NA,0.00610114763084483,NA,C6H13N3O3,6,3,0.03660688578506898,0.01830344289253449,32.572588498052156,7.4708047761232725,0.001123855593707515,0.0024499961437932875,18.52876587,3.552512967,1.9756785768629815e-6
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,41546148,200821,Smp,StaB2_A,A,200821,48782602.385598674,200821_Smp_StaB2_A Creatine,HILICPos,41546148,Creatine_X_HILICPos,2.25,41.68972321,21681156.615821633,1170134.9548393579,1072700875.8748298,35,0.5,1,400,1,1,Creatine,362418496,266815488,314616992,0.9462099688471564,NA,0.0015722668238045457,NA,C4H9N3O2,4,3,0.006289067295218183,0.0047168004714136375,32.572588498052156,7.4708047761232725,1.9307852354424548e-4,6.313644396770418e-4,18.52876587,3.552512967,3.3942181251266374e-7
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,389244,200821,Smp,StaB2_A,A,200821,389244,200821_Smp_StaB2_A Cys-Gly,HILICPos,389244,Cys-Gly_X_HILICPos,2.25,41.68972321,172997.33333333334,9336.689477147527,8057644,66,0.05714285714285716,1,400,1,1,Cys-Gly,2226378.6,430523,1328450.8,0.023462642802008004,NA,0.11982032765905293,NA,C5H10N2O3S,5,2,0.5991016382952646,0.23964065531810586,32.572588498052156,7.4708047761232725,0.018392816350198602,0.032076953219818904,18.52876587,3.552512967,3.233359644666203e-5
Cystathionine,"Sulfolactic Acid, 13C3",0.3616892176720426,0.18385186357826355,406139,200821,Smp,StaB2_A,A,200821,577376.4626477527,200821_Smp_StaB2_A Cystathionine,HILICPos,406139,Cystathionine_X_HILICPos,2.25,41.68972321,256611.761176779,13849.37145635112,21191116.917030722,65,0.0714285714285714,1,400,1,1,Cystathionine,9471109,7587316.5,8529212.75,0.9171800507709127,NA,7.081520351412914e-4,NA,C7H14N2O4S,7,2,0.0049570642459890405,0.0014163040702825829,32.572588498052156,7.4708047761232725,1.521851493713947e-4,1.895785143267426e-4,18.52876587,3.552512967,2.675334277937552e-7
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,100,200821,Smp,StaB2_A,A,200821,100,200821_Smp_StaB2_A Cystine,HILICPos,100,Cystine_X_HILICPos,2.25,41.68972321,44.44444444444444,2.398672677587202,2726567,70,0,1,400,1,1,Cystine,4267300.5,4122100.5,4194700.5,0.7395318327462561,NA,3.092951778560295e-7,NA,C6H12N2O4S2,6,2,1.8557710671361771e-6,6.18590355712059e-7,32.572588498052156,7.4708047761232725,5.697339857552778e-8,8.280103338921086e-8,18.52876587,3.552512967,1.0015621548442488e-10
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,15310239,200821,Smp,StaB2_A,A,200821,16250615.178858744,200821_Smp_StaB2_A Cytidine,HILICPos,15310239,Cytidine_X_HILICPos,2.25,41.68972321,7222495.635048331,389799.06623512326,623803887.5619113,42,0.4,1,400,1,1,Cytidine,53606032,43718396,48662214,0.8486073947230495,NA,0.0037757402501053653,NA,C9H13N3O5,9,3,0.033981662250948286,0.011327220750316096,32.572588498052156,7.4708047761232725,0.0010432594957253826,0.001516198199492235,18.52876587,3.552512967,1.8339949076677652e-6
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,9645611,200821,Smp,StaB2_A,A,200821,9645611,200821_Smp_StaB2_A Deoxyadenosine,HILICPos,9645611,Deoxyadenosine_X_HILICPos,2.25,41.68972321,4286938.222222222,231366.63564334565,2026855420,48,0.3142857142857143,1,400,1,1,Deoxyadenosine,387376512,358096864,372736688,0.9813955758212205,NA,2.529964836463617e-4,NA,C10H13N5O3,10,5,0.002529964836463617,0.0012649824182318086,32.572588498052156,7.4708047761232725,7.767159299037316e-5,1.6932344722414623e-4,18.52876587,3.552512967,1.3654254439902517e-7
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,57632932,200821,Smp,StaB2_A,A,200821,57632932,200821_Smp_StaB2_A Dimethylsulfonioacetate (DMS-Ac),HILICPos,57632932,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,2.25,41.68972321,25614636.444444444,1382425.3931764113,8779363844,31,0.5571428571428572,1,400,1,1,Dimethylsulfonioacetate (DMS-Ac),282902272,221366672,252134472,0.9364405313817805,NA,0.002342012800339677,NA,C4H9O2S,4,NA,0.009368051201358708,NA,32.572588498052156,7.4708047761232725,2.8760536491961386e-4,NA,18.52876587,3.552512967,5.055949903564035e-7
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,1206704896,200821,Smp,StaB2_A,A,200821,1161795050.1974196,200821_Smp_StaB2_A DMSP,HILICPos,1206704896,DMSP_X_HILICPos,2.25,41.68972321,516353355.6432976,27867660.43864602,82766038897.41449,8,0.8857142857142857,1,400,1,1,DMSP,379205792,253701088,316453440,0.8689390209347154,NA,0.04053791242627281,NA,C5H10O2S,5,NA,0.20268956213136405,NA,32.572588498052156,7.4708047761232725,0.006222703551591698,NA,18.52876587,3.552512967,1.0939183081779857e-5
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,32260572,200821,Smp,StaB2_A,A,200821,32260572,200821_Smp_StaB2_A Ectoine,HILICPos,32260572,Ectoine_X_HILICPos,2.25,41.68972321,14338032,773825.5261973471,1559352738,38,0.4571428571428572,1,400,1,1,Ectoine,797561472,650853440,724207456,0.8153174039487172,NA,5.242197009236064e-4,NA,C6H10N2O2,6,2,0.0031453182055416386,0.0010484394018472128,32.572588498052156,7.4708047761232725,9.656334821930806e-5,1.403382143243831e-4,18.52876587,3.552512967,1.697532489540621e-7
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,66876412,200821,Smp,StaB2_A,A,200821,66876412,200821_Smp_StaB2_A Glucosylglycerol,HILICPos,66876412,Glucosylglycerol_X_HILICPos,2.25,41.68972321,29722849.777777776,1604146.2223946487,3924935237,27,0.6142857142857143,1,400,1,1,Glucosylglycerol,2135378.75,1486783.75,1811081.25,1.5728949223545547,NA,0.22525077786600733,NA,C9H18O8,9,NA,2.027257000794066,NA,32.572588498052156,7.4708047761232725,0.06223813010486704,NA,18.52876587,3.552512967,1.0941133451723333e-4
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,1310922880,200821,Smp,StaB2_A,A,200821,1821788759.8116112,200821_Smp_StaB2_A Glutamic acid,HILICPos,1310922880,Glutamic acid_X_HILICPos,2.25,41.68972321,809683893.24960494,43698749.22495585,40607384620.68116,7,0.9,1,400,1,1,Glutamic acid,15612277,13353617,14482947,1.692480604672299,NA,0.7130965838288247,NA,C5H9NO4,5,1,3.5654829191441233,0.7130965838288247,32.572588498052156,7.4708047761232725,0.10946268268968981,0.09545110670109928,18.52876587,3.552512967,1.9242959537402388e-4
Glutamine,"DL-Proline, D7",0.16664296512696775,0.06936278702579327,1379374336,200821,Smp,StaB2_A,A,200821,1916915708.1897945,200821_Smp_StaB2_A Glutamine,HILICPos,1379374336,Glutamine_X_HILICPos,2.25,41.68972321,851962536.973242,45980533.34472581,78115320897.72955,6,0.9142857142857143,1,400,1,1,Glutamine,53671912,41966268,47819090,0.9035620590485672,NA,0.4256716258308195,NA,C5H10N2O3,5,2,2.1283581291540976,0.851343251661639,32.572588498052156,7.4708047761232725,0.06534200158152532,0.11395602979514818,18.52876587,3.552512967,1.1486777608864555e-4
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,1821276,200821,Smp,StaB2_A,A,200821,2531026.192261327,200821_Smp_StaB2_A Glutathione Disulfide,HILICPos,1821276,Glutathione Disulfide_X_HILICPos,2.25,41.68972321,1124900.529893923,60711.03373634817,75703716.53707436,57,0.18571428571428572,1,400,1,1,Glutathione Disulfide,2575510,2490756.25,2533133.125,0.7645679378677415,NA,0.012538729201595563,NA,C20H32N6O12S2,20,6,0.2507745840319113,0.07523237520957338,32.572588498052156,7.4708047761232725,0.007698945512018721,0.010070183529626742,18.52876587,3.552512967,1.3534338217201041e-5
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,3480487168,200821,Smp,StaB2_A,A,200821,3480487168,200821_Smp_StaB2_A Glycerophosphocholine,HILICPos,3480487168,Glycerophosphocholine_X_HILICPos,2.25,41.68972321,1546883185.7777777,83485494.74574457,105399193827,4,0.9428571428571428,1,400,1,1,Glycerophosphocholine,95102816,89048104,92075460,2.1455167341319523,NA,0.16904222992952225,NA,C8H21NO6P,8,1,1.352337839436178,0.16904222992952225,32.572588498052156,7.4708047761232725,0.04151766567514424,0.022627044206774354,18.52876587,3.552512967,7.298585609664127e-5
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,3895078,200821,Smp,StaB2_A,A,200821,5412987.61906535,200821_Smp_StaB2_A Glycine,HILICPos,3895078,Glycine_X_HILICPos,2.25,41.68972321,2405772.2751401556,129839.85505969854,217991968.2128183,52,0.2571428571428571,1,400,1,1,Glycine,2690345.25,2182565.75,2436455.5,0.8509920425996018,NA,0.02504863304299493,NA,C2H5NO2,2,1,0.05009726608598986,0.02504863304299493,32.572588498052156,7.4708047761232725,0.001538019187175919,0.003352869442265508,18.52876587,3.552512967,2.703756226263431e-6
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,100157808,200821,Smp,StaB2_A,A,200821,100157808,200821_Smp_StaB2_A Gonyol,HILICPos,100157808,Gonyol_X_HILICPos,2.25,41.68972321,44514581.333333336,2402457.9749662485,4969360148,22,0.6857142857142857,1,400,1,1,Gonyol,30501442,22364482,26432962,1.1297021813067452,NA,0.032181478430375075,NA,C7H14O3S,7,NA,0.22527034901262552,NA,32.572588498052156,7.4708047761232725,0.006915948636568958,NA,18.52876587,3.552512967,1.215787120378922e-5
Guanosine,"Cytosine, 13C2-15N3",0.13317659048908015,0.060720339102239396,10610592,200821,Smp,StaB2_A,A,200821,12368268.921968618,200821_Smp_StaB2_A Guanosine,HILICPos,10610592,Guanosine_X_HILICPos,2.25,41.68972321,5497008.409763831,296674.2873217704,1338721331.0733006,46,0.34285714285714286,1,400,1,1,Guanosine,37312308,36150508,36731408,0.9696590212918228,NA,0.0033318334241301244,NA,C10H13N5O5,10,5,0.03331833424130125,0.016659167120650624,32.572588498052156,7.4708047761232725,0.0010228948873158695,0.0022299026169032552,18.52876587,3.552512967,1.7981950052726986e-6
Homoserine,"Sulfoacetic Acid, 13C2",0.16224366241666677,0.07152334818788122,183296064,200821,Smp,StaB2_A,A,200821,209040613.68392336,200821_Smp_StaB2_A Homoserine,HILICPos,183296064,Homoserine_X_HILICPos,2.25,41.68972321,92906939.41507705,5014200.085496883,6900504921.897149,16,0.7714285714285715,1,400,1,1,Homoserine,30598664,28007894,29303279,0.72586524411149,NA,0.09429516595755219,NA,C4H9NO3,4,1,0.37718066383020876,0.09429516595755219,32.572588498052156,7.4708047761232725,0.011579695726446923,0.012621821715770165,18.52876587,3.552512967,2.0356491440204526e-5
Hypotaurine,"Sulfoacetic Acid, 13C2",0.1432204476029936,0.0596514093863772,2822905,200821,Smp,StaB2_A,A,200821,3219391.5171654513,200821_Smp_StaB2_A Hypotaurine,HILICPos,2822905,Hypotaurine_X_HILICPos,2.25,41.68972321,1430840.674295756,77222.66470680777,153675633.50101748,56,0.19999999999999996,1,400,1,1,Hypotaurine,77099.75,64252.25,70676,1.9050659189152777,NA,0.22941552558363204,NA,C2H7NO2S,2,1,0.4588310511672641,0.22941552558363204,32.572588498052156,7.4708047761232725,0.014086416595190223,0.030708274738599134,18.52876587,3.552512967,2.476317388791443e-5
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,104098688,200821,Smp,StaB2_A,A,200821,104098688,200821_Smp_StaB2_A Hypoxanthine,HILICPos,104098688,Hypoxanthine_X_HILICPos,2.25,41.68972321,46266083.55555555,2496986.786782747,9259994652,21,0.7,1,400,1,1,Hypoxanthine,275192576,266949872,271071224,0.87110214495947,NA,0.004229838010863495,NA,C5H4N4O,5,4,0.021149190054317472,0.01691935204345398,32.572588498052156,7.4708047761232725,6.492941159890377e-4,0.002264729510470988,18.52876587,3.552512967,1.1414246476372294e-6
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,59182396,200821,Smp,StaB2_A,A,200821,61177443.163861215,200821_Smp_StaB2_A Leucine,HILICPos,59182396,Leucine_X_HILICPos,2.25,41.68972321,27189974.739493873,1467446.6140179783,8281210605.852696,29,0.5857142857142856,1,400,1,1,Leucine,110801176,56887152,83844164,0.9414548496692643,NA,0.0074361812387234594,NA,C6H13NO2,6,1,0.04461708743234076,0.0074361812387234594,32.572588498052156,7.4708047761232725,0.0013697740796685183,9.953654875964005e-4,18.52876587,3.552512967,2.407990243137589e-6
Lysine,"Sulfolactic Acid, 13C3",0.4546266384063291,0.28288796272712263,15616766,200821,Smp,StaB2_A,A,200821,22201150.618575644,200821_Smp_StaB2_A Lysine,HILICPos,15616766,Lysine_X_HILICPos,2.25,41.68972321,9867178.052700287,532532.933997756,2467726019.0294657,41,0.41428571428571426,1,400,1,1,Lysine,5797551,3231736.25,4514643.625,1.4043291952511563,NA,0.033598049396025786,NA,C6H14N2O2,6,2,0.20158829637615472,0.06719609879205157,32.572588498052156,7.4708047761232725,0.006188893964881229,0.008994492669224956,18.52876587,3.552512967,1.0879747620026175e-5
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,11160257,200821,Smp,StaB2_A,A,200821,14520353.15211726,200821_Smp_StaB2_A Methionine Sulfoxide,HILICPos,11160257,Methionine Sulfoxide_X_HILICPos,2.25,41.68972321,6453490.289829893,348295.7437490087,1707236339.754902,45,0.3571428571428571,1,400,1,1,Methionine Sulfoxide,51823592,37319500,44571546,0.7503923646364999,NA,0.00416545123041293,NA,C5H11NO3S,5,1,0.020827256152064648,0.00416545123041293,32.572588498052156,7.4708047761232725,6.394105323655846e-4,5.575639245353769e-4,18.52876587,3.552512967,1.1240498313914228e-6
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,458860,200821,Smp,StaB2_A,A,200821,458860,200821_Smp_StaB2_A Methylmalonyl carnitine,HILICPos,458860,Methylmalonyl carnitine_X_HILICPos,2.25,41.68972321,203937.77777777778,11006.549448376634,29187463,63,0.09999999999999998,1,400,1,1,Methylmalonyl carnitine,577596736,429162560,503379648,0.7376420363608672,NA,1.1856864848513073e-5,NA,C11H19NO6,11,1,1.304255133336438e-4,1.1856864848513073e-5,32.572588498052156,7.4708047761232725,4.004149481133293e-6,1.587093386030869e-6,18.52876587,3.552512967,7.039082594530286e-9
Muramic Acid,"Sulfolactic Acid, 13C3",1.3395777292682298,1.0504781705521389,361069,200821,Smp,StaB2_A,A,200821,513303.9230208412,200821_Smp_StaB2_A Muramic Acid,HILICPos,361069,Muramic Acid_X_HILICPos,2.25,41.68972321,228135.07689815166,12312.480954484161,10870356.656311562,67,0.042857142857142816,1,400,1,1,Muramic Acid,37496880,21520064,29508472,0.8491859939074986,NA,1.965422932103548e-4,NA,C9H17NO7,9,1,0.0017688806388931931,1.965422932103548e-4,32.572588498052156,7.4708047761232725,5.430580498688253e-5,2.63080483428646e-5,18.52876587,3.552512967,9.546672732031199e-8
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,175898,200821,Smp,StaB2_A,A,200821,175898,200821_Smp_StaB2_A N-Acetyl-Serine,HILICPos,175898,N-Acetyl-Serine_X_HILICPos,2.25,41.68972321,78176.88888888889,4219.217266422336,6679810,68,0.02857142857142858,1,400,1,1,N-Acetyl-Serine,12147998,5002064,8575031,9.192887422562293e-4,NA,0.214093873925121,NA,C5H9NO4,5,1,1.070469369625605,0.214093873925121,32.572588498052156,7.4708047761232725,0.03286411731415264,0.028657404435110664,18.52876587,3.552512967,5.777337665855049e-5
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.10482478555766861,3376467,200821,Smp,StaB2_A,A,200821,3250805.280361546,200821_Smp_StaB2_A N-Acetylglucosamine,HILICPos,3376467,N-Acetylglucosamine_X_HILICPos,2.25,41.68972321,1444802.3468273538,77976.17806159444,99846978.01651579,55,0.2142857142857143,1,400,1,1,N-Acetylglucosamine,10009602.666666666,7299239.333333333,8654421,1.2744885900791303,NA,0.0028277952876365024,NA,C8H15NO6,8,1,0.02262236230109202,0.0028277952876365024,32.572588498052156,7.4708047761232725,6.945214778507652e-4,3.7851280717094224e-4,18.52876587,3.552512967,1.2209319530406491e-6
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327886,0.13893679108049622,1331185,200821,Smp,StaB2_A,A,200821,1731974.121277065,200821_Smp_StaB2_A N(e)-Acetyl-Lysine,HILICPos,1331185,N(e)-Acetyl-Lysine_X_HILICPos,2.25,41.68972321,769766.27612314,41544.39002995398,93469806.68966757,59,0.15714285714285714,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.5081402241716086,NA,2.2019916943356776e-4,NA,C8H16N2O3,8,2,0.001761593355468542,4.403983388671355e-4,32.572588498052156,7.4708047761232725,5.4082080568263265e-5,5.894925005598469e-5,18.52876587,3.552512967,9.507343164828614e-8
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390443,775037,200821,Smp,StaB2_A,A,200821,869349.7398233071,200821_Smp_StaB2_A Ophthalmic Acid,HILICPos,775037,Ophthalmic Acid_X_HILICPos,2.25,41.68972321,386377.6621436921,20852.854681817094,25211563.921192408,62,0.11428571428571432,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.717341569910475,NA,3.7560358882246183e-4,NA,C11H19N3O6,11,3,0.00413163947704708,0.0011268107664673854,32.572588498052156,7.4708047761232725,1.2684406329248758e-4,1.508285653600102e-4,18.52876587,3.552512967,2.2298514137612558e-7
Ornithine,"Sulfolactic Acid, 13C3",0.5318543706202121,0.29816152990562067,16694161,200821,Smp,StaB2_A,A,200821,23732799.91592058,200821_Smp_StaB2_A Ornithine,HILICPos,16694161,Ornithine_X_HILICPos,2.25,41.68972321,10547911.073742481,569272.1872096254,3211961640.856266,40,0.4285714285714286,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.1028609755147059,NA,0.018083835538666396,NA,C5H12N2O2,5,2,0.09041917769333198,0.03616767107733279,32.572588498052156,7.4708047761232725,0.0027759285295591123,0.004841201471751054,18.52876587,3.552512967,4.87993524920783e-6
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,3495583,200821,Smp,StaB2_A,A,200821,4177636.0314049968,200821_Smp_StaB2_A Propionyl-L-carnitine,HILICPos,3495583,Propionyl-L-carnitine_X_HILICPos,2.25,41.68972321,1856727.1250688874,100207.81405434995,226168033.177111,54,0.22857142857142854,1,400,1,1,Propionyl-L-carnitine,453988128,381576384,417782256,0.8884650051119307,NA,1.0798694690153718e-4,NA,C10H19NO4,10,1,0.001079869469015372,1.0798694690153718e-4,32.572588498052156,7.4708047761232725,3.315270657964283e-5,1.4454526672503072e-5,18.52876587,3.552512967,5.828070129396977e-8
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,36591576,200821,Smp,StaB2_A,A,200821,41730986.12036712,200821_Smp_StaB2_A Serine,HILICPos,36591576,Serine_X_HILICPos,2.25,41.68972321,18547104.942385387,1000989.7621569535,1283663778.215333,36,0.48571428571428577,1,400,1,1,Serine,7793698,6266045,7029871.5,0.7027594781473061,NA,0.081046735923094,NA,C3H7NO3,3,1,0.243140207769282,0.081046735923094,32.572588498052156,7.4708047761232725,0.007464565113817154,0.010848461223631456,18.52876587,3.552512967,1.3122309897765577e-5
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,49397888,200821,Smp,StaB2_A,A,200821,49397888,200821_Smp_StaB2_A Stachydrine hydrochloride,HILICPos,49397888,Stachydrine hydrochloride_X_HILICPos,2.25,41.68972321,21954616.888888888,1184893.642761127,1779340244,34,0.5142857142857142,1,400,1,1,Stachydrine hydrochloride,804937152,670439360,737688256,0.8938678995460438,NA,7.187753088394892e-4,NA,C7H13NO2,7,1,0.005031427161876424,7.187753088394892e-4,32.572588498052156,7.4708047761232725,1.5446814004902633e-4,9.621122896112858e-5,18.52876587,3.552512967,2.7154680442170347e-7
Thiamine monophosphate,Inj_vol,1.5329358311792465,1.5329358311792465,100,200821,Smp,StaB2_A,A,200821,100,200821_Smp_StaB2_A Thiamine monophosphate,HILICPos,100,Thiamine monophosphate_X_HILICPos,2.25,41.68972321,44.44444444444444,2.398672677587202,559483,70,0,1,400,1,1,Thiamine monophosphate,19985204,14985934,17485569,0.9276765252883281,NA,5.914998561040305e-8,NA,C12H18N4O4PS,12,4,7.097998273248366e-7,2.365999424416122e-7,32.572588498052156,7.4708047761232725,2.1791323933843412e-8,3.1669940459130555e-8,18.52876587,3.552512967,3.830799268040169e-11
Threonine,"DL-Proline, D7",0.10870823754455275,0.04379655977018261,89979096,200821,Smp,StaB2_A,A,200821,125043897.09851576,200821_Smp_StaB2_A Threonine,HILICPos,89979096,Threonine_X_HILICPos,2.25,41.68972321,55575065.37711812,2999393.7946923533,4288519892.429687,25,0.6428571428571428,1,400,1,1,Threonine,16596933,9989082,13293007.5,0.8794445154520507,NA,0.1026270358250369,NA,C4H9NO3,4,1,0.4105081433001476,0.1026270358250369,32.572588498052156,7.4708047761232725,0.012602871378327702,0.013737079056467035,18.52876587,3.552512967,2.215518001470368e-5
trans Hydroxyl proline,"DL-Alanine, D3",0.15008295258785379,0.08790324345636982,5080430,200821,Smp,StaB2_A,A,200821,6610030.375161708,200821_Smp_StaB2_A trans Hydroxyl proline,HILICPos,5080430,trans Hydroxyl proline_X_HILICPos,2.25,41.68972321,2937791.277849648,158552.9925892187,394778801.8028969,51,0.27142857142857146,1,400,1,1,trans Hydroxyl proline,68604832,60491384,64548108,0.722881027481688,NA,0.0013592022703706112,NA,C5H9NO3,5,1,0.0067960113518530565,0.0013592022703706112,32.572588498052156,7.4708047761232725,2.0864204121387095e-4,1.8193518785481158e-4,18.52876587,3.552512967,3.667816518128985e-7
Trigonelline,Inj_vol,0.055542243824601475,0.055542243824601475,264468480,200821,Smp,StaB2_A,A,200821,264468480,200821_Smp_StaB2_A Trigonelline,HILICPos,264468480,Trigonelline_X_HILICPos,2.25,41.68972321,117541546.66666667,6343733.1705901725,10166511095,13,0.8142857142857143,1,400,1,1,Trigonelline,627330944,525376608,576353776,0.9170730992141947,NA,0.004800779968388492,NA,C7H7NO2,7,1,0.03360545977871944,0.004800779968388492,32.572588498052156,7.4708047761232725,0.001031709831127761,6.426054638359453e-4,18.52876587,3.552512967,1.8136912093605856e-6
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.2874374762099918,0.20318269812340867,3606701,200821,Smp,StaB2_A,A,200821,4045593.405179961,200821_Smp_StaB2_A Trimethyl-L-lysine,HILICPos,3606701,Trimethyl-L-lysine_X_HILICPos,2.25,41.68972321,1798041.513413316,97040.54365632142,222936070.2655013,53,0.24285714285714288,1,400,1,1,Trimethyl-L-lysine,209783008,132339232,171061120,1.0275082829953681,NA,2.208394056098804e-4,NA,C9H20N2O2,9,2,0.0019875546504889235,4.416788112197608e-4,32.572588498052156,7.4708047761232725,6.1019241704041404e-5,5.912064689889479e-5,18.52876587,3.552512967,1.0726859330156367e-7
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,143476656,200821,Smp,StaB2_A,A,200821,143476656,200821_Smp_StaB2_A Trimethylamine N-oxide,HILICPos,143476656,Trimethylamine N-oxide_X_HILICPos,2.25,41.68972321,63767402.666666664,3441535.3461877783,4848234064,19,0.7285714285714286,1,400,1,1,Trimethylamine N-oxide,154863168,120202056,137532612,0.9285654146866996,NA,0.010779386166618261,NA,C3H9NO,3,1,0.03233815849985478,0.010779386166618261,32.572588498052156,7.4708047761232725,9.92802844078192e-4,0.001442868136652323,18.52876587,3.552512967,1.7452947879390945e-6
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,713151744,200821,Smp,StaB2_A,A,200821,713151744,200821_Smp_StaB2_A Trimethylammonium Propionate (TMAP),HILICPos,713151744,Trimethylammonium Propionate (TMAP)_X_HILICPos,2.25,41.68972321,316956330.6666667,17106176.033064626,22995885082,9,0.8714285714285714,1,400,1,1,Trimethylammonium Propionate (TMAP),358355648,346885920,352620784,0.893282484411756,NA,0.02172281997904209,NA,C6H13NO2,6,1,0.13033691987425255,0.02172281997904209,32.572588498052156,7.4708047761232725,0.004001429603362555,0.00290769477051098,18.52876587,3.552512967,7.034301193544768e-6
