MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,69469,200821,Smp,EvXCore_A,A,200821,69469,200821_Smp_EvXCore_A Anserine,HILICPos,69469,Anserine_X_HILICPos,0.62,NA,112046.7741935484,NA,10178370,68,0.02857142857142858
Arginine,Inj_vol,0.5547451594053554,0.5547451594053554,701478528,200821,Smp,EvXCore_A,A,200821,701478528,200821_Smp_EvXCore_A Arginine,HILICPos,701478528,Arginine_X_HILICPos,0.62,NA,1131416980.6451614,NA,25843209204,13,0.8142857142857143
Argininosuccinic Acid,Inj_vol,0.6471482047760884,0.6471482047760884,887880,200821,Smp,EvXCore_A,A,200821,887880,200821_Smp_EvXCore_A Argininosuccinic Acid,HILICPos,887880,Argininosuccinic Acid_X_HILICPos,0.62,NA,1432064.5161290322,NA,38766759,62,0.11428571428571432
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,46566492,200821,Smp,EvXCore_A,A,200821,36592007.91428839,200821_Smp_EvXCore_A Asparagine,HILICPos,46566492,Asparagine_X_HILICPos,0.62,NA,59019367.603690945,NA,3387152326.018296,40,0.4285714285714286
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,117072120,200821,Smp,EvXCore_A,A,200821,136792742.1168214,200821_Smp_EvXCore_A Aspartic acid,HILICPos,117072120,Aspartic acid_X_HILICPos,0.62,NA,220633455.02713132,NA,4507857714.464649,31,0.5571428571428572
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.049656389026235356,235880416,200821,Smp,EvXCore_A,A,200821,286440566.89760274,200821_Smp_EvXCore_A beta-Alanine,HILICPos,235880416,beta-Alanine_X_HILICPos,0.62,NA,462000914.3509722,NA,10797132278.437641,23,0.6714285714285715
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,26825336,200821,Smp,EvXCore_A,A,200821,23921410.79019318,200821_Smp_EvXCore_A beta-Glutamic acid,HILICPos,26825336,beta-Glutamic acid_X_HILICPos,0.62,NA,38582920.629343845,NA,1294910101.8693779,43,0.3857142857142857
Betaine,"Betaine, 13C5-15N",0.08589773012534735,0.012258150848063799,13643572224,200821,Smp,EvXCore_A,A,200821,16568024716.180534,200821_Smp_EvXCore_A Betaine,HILICPos,13643572224,Betaine_X_HILICPos,0.62,NA,26722620509.968605,NA,323576564703.72687,1,0.9857142857142858
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.049614471035533625,280474,200821,Smp,EvXCore_A,A,200821,326072.47040753666,200821_Smp_EvXCore_A Betonicine,HILICPos,280474,Betonicine_X_HILICPos,0.62,NA,525923.3393669946,NA,241123506.79947287,66,0.05714285714285716
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.10148717841749424,0.04061417315285315,28693166,200821,Smp,EvXCore_A,A,200821,34843446.83844809,200821_Smp_EvXCore_A Butyryl-L-carnitine,HILICPos,28693166,Butyryl-L-carnitine_X_HILICPos,0.62,NA,56199107.80394854,NA,338968932.4861587,42,0.4
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,358127936,200821,Smp,EvXCore_A,A,200821,434891419.7680082,200821_Smp_EvXCore_A Carnitine,HILICPos,358127936,Carnitine_X_HILICPos,0.62,NA,701437773.819368,NA,5621355799.327059,21,0.7
Chitobiose,Inj_vol,0.7307541112423471,0.7307541112423471,1071178,200821,Smp,EvXCore_A,A,200821,1071178,200821_Smp_EvXCore_A Chitobiose,HILICPos,1071178,Chitobiose_X_HILICPos,0.62,NA,1727706.4516129033,NA,17589229,61,0.12857142857142856
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,2308236800,200821,Smp,EvXCore_A,A,200821,2308236800,200821_Smp_EvXCore_A Choline,HILICPos,2308236800,Choline_X_HILICPos,0.62,NA,3722962580.645161,NA,64645314800,4,0.9428571428571428
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,20428376,200821,Smp,EvXCore_A,A,200821,23869505.139511127,200821_Smp_EvXCore_A Citrulline,HILICPos,20428376,Citrulline_X_HILICPos,0.62,NA,38499201.83792117,NA,895130964.7711684,46,0.34285714285714286
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,14052209,200821,Smp,EvXCore_A,A,200821,17064251.371015027,200821_Smp_EvXCore_A Creatine,HILICPos,14052209,Creatine_X_HILICPos,0.62,NA,27522986.0822823,NA,1105136641.150415,49,0.30000000000000004
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,13675,200821,Smp,EvXCore_A,A,200821,13675,200821_Smp_EvXCore_A Cys-Gly,HILICPos,13675,Cys-Gly_X_HILICPos,0.62,NA,22056.451612903227,NA,8071319,69,0.014285714285714235
Cystathionine,"L-Cysteic Acid, D3",0.3616892176720426,0.284550263810608,1197106,200821,Smp,EvXCore_A,A,200821,1398756.7009506584,200821_Smp_EvXCore_A Cystathionine,HILICPos,1197106,Cystathionine_X_HILICPos,0.62,NA,2256059.195081707,NA,23406028.80388609,59,0.15714285714285714
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,684195,200821,Smp,EvXCore_A,A,200821,684195,200821_Smp_EvXCore_A Cystine,HILICPos,684195,Cystine_X_HILICPos,0.62,NA,1103540.322580645,NA,3083715,63,0.09999999999999998
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,67766808,200821,Smp,EvXCore_A,A,200821,65907674.73419846,200821_Smp_EvXCore_A Cytidine,HILICPos,67766808,Cytidine_X_HILICPos,0.62,NA,106302701.18419106,NA,645858661.005562,37,0.4714285714285714
Cytosine,"Cytosine, 13C2-15N3",0.18349496269870252,0.03822177169315054,140361808,200821,Smp,EvXCore_A,A,200821,163181334.04675066,200821_Smp_EvXCore_A Cytosine,HILICPos,140361808,Cytosine_X_HILICPos,0.62,NA,263195700.0754043,NA,2692798547.2735276,28,0.6
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,656858432,200821,Smp,EvXCore_A,A,200821,656858432,200821_Smp_EvXCore_A Deoxyadenosine,HILICPos,656858432,Deoxyadenosine_X_HILICPos,0.62,NA,1059449083.8709677,NA,2109501764,15,0.7857142857142857
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,418172576,200821,Smp,EvXCore_A,A,200821,418172576,200821_Smp_EvXCore_A Dimethylsulfonioacetate (DMS-Ac),HILICPos,418172576,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,0.62,NA,674471896.7741935,NA,10431735556,18,0.7428571428571429
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,5451668480,200821,Smp,EvXCore_A,A,200821,6492472987.806767,200821_Smp_EvXCore_A DMSP,HILICPos,5451668480,DMSP_X_HILICPos,0.62,NA,10471730625.494787,NA,99063218011.10368,2,0.9714285714285714
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,137018624,200821,Smp,EvXCore_A,A,200821,137018624,200821_Smp_EvXCore_A Ectoine,HILICPos,137018624,Ectoine_X_HILICPos,0.62,NA,220997780.6451613,NA,1751466002,29,0.5857142857142856
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,72171784,200821,Smp,EvXCore_A,A,200821,72171784,200821_Smp_EvXCore_A Glucosylglycerol,HILICPos,72171784,Glucosylglycerol_X_HILICPos,0.62,NA,116406103.22580646,NA,4082398645,36,0.48571428571428577
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,809899776,200821,Smp,EvXCore_A,A,200821,636420261.4440527,200821_Smp_EvXCore_A Glutamic acid,HILICPos,809899776,Glutamic acid_X_HILICPos,0.62,NA,1026484292.6516979,NA,41333972485.46391,11,0.8428571428571429
Glutamine,"DL-Proline, D7",0.16664296512696775,0.06936278702579327,858587264,200821,Smp,EvXCore_A,A,200821,674678950.6797122,200821_Smp_EvXCore_A Glutamine,HILICPos,858587264,Glutamine_X_HILICPos,0.62,NA,1088191855.9350197,NA,78573877345.52264,9,0.8714285714285714
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,2194736,200821,Smp,EvXCore_A,A,200821,1724626.3060093434,200821_Smp_EvXCore_A Glutathione Disulfide,HILICPos,2194736,Glutathione Disulfide_X_HILICPos,0.62,NA,2781655.3322731345,NA,78050950.66507381,58,0.17142857142857137
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,880788928,200821,Smp,EvXCore_A,A,200821,880788928,200821_Smp_EvXCore_A Glycerophosphocholine,HILICPos,880788928,Glycerophosphocholine_X_HILICPos,0.62,NA,1420627303.2258065,NA,107969314787,7,0.9
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,9274351,200821,Smp,EvXCore_A,A,200821,7287796.667008723,200821_Smp_EvXCore_A Glycine,HILICPos,9274351,Glycine_X_HILICPos,0.62,NA,11754510.753239876,NA,224022535.12646705,53,0.24285714285714288
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,635329280,200821,Smp,EvXCore_A,A,200821,635329280,200821_Smp_EvXCore_A Gonyol,HILICPos,635329280,Gonyol_X_HILICPos,0.62,NA,1024724645.1612903,NA,7471585812,16,0.7714285714285715
Guanine,"Guanine, 13C-15N2",0.236147635560921,0.011023196883480331,403771904,200821,Smp,EvXCore_A,A,200821,444602886.4574377,200821_Smp_EvXCore_A Guanine,HILICPos,403771904,Guanine_X_HILICPos,0.62,NA,717101429.7700608,NA,12125472689.11485,20,0.7142857142857143
Guanosine,"Cytosine, 13C2-15N3",0.13317659048908015,0.060720339102239396,167616832,200821,Smp,EvXCore_A,A,200821,194867383.4014028,200821_Smp_EvXCore_A Guanosine,HILICPos,167616832,Guanosine_X_HILICPos,0.62,NA,314302231.2925852,NA,1431112710.0990615,27,0.6142857142857143
Histidine,"DL-Histidine, 15N",0.1596110810870703,0.02176606159517299,278437920,200821,Smp,EvXCore_A,A,200821,307643089.242163,200821_Smp_EvXCore_A Histidine,HILICPos,278437920,Histidine_X_HILICPos,0.62,NA,496198531.03574675,NA,4444144182.131769,22,0.6857142857142857
Homarine,"Homarine, D3",0.0649315327032838,0.007569133984248704,2785159168,200821,Smp,EvXCore_A,A,200821,2783060937.2210937,200821_Smp_EvXCore_A Homarine,HILICPos,2785159168,Homarine_X_HILICPos,0.62,NA,4488807963.259829,NA,151465526446.42795,3,0.9571428571428572
Homoserine,"Sulfoacetic Acid, 13C2",0.16224366241666677,0.07152334818788122,17996744,200821,Smp,EvXCore_A,A,200821,18299730.58042139,200821_Smp_EvXCore_A Homoserine,HILICPos,17996744,Homoserine_X_HILICPos,0.62,NA,29515694.484550625,NA,6945948142.025666,47,0.3285714285714286
Hypotaurine,"Sulfoacetic Acid, 13C2",0.1432204476029936,0.0596514093863772,13779187,200821,Smp,EvXCore_A,A,200821,14011168.337852938,200821_Smp_EvXCore_A Hypotaurine,HILICPos,13779187,Hypotaurine_X_HILICPos,0.62,NA,22598658.609440222,NA,168739383.3814222,51,0.27142857142857146
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,674492928,200821,Smp,EvXCore_A,A,200821,674492928,200821_Smp_EvXCore_A Hypoxanthine,HILICPos,674492928,Hypoxanthine_X_HILICPos,0.62,NA,1087891819.3548386,NA,9604622012,14,0.8
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,815796352,200821,Smp,EvXCore_A,A,200821,821305533.8535812,200821_Smp_EvXCore_A Leucine,HILICPos,815796352,Leucine_X_HILICPos,0.62,NA,1324686344.9251308,NA,8425522381.233021,10,0.8571428571428572
Lysine,Inj_vol,0.4546266384063291,0.4546266384063291,48214068,200821,Smp,EvXCore_A,A,200821,48214068,200821_Smp_EvXCore_A Lysine,HILICPos,48214068,Lysine_X_HILICPos,0.62,NA,77764625.80645162,NA,1858277520,39,0.44285714285714284
Methionine,"L-Methionine, D3",0.11544840670114512,0.08305019518136042,234274096,200821,Smp,EvXCore_A,A,200821,243693238.62790486,200821_Smp_EvXCore_A Methionine,HILICPos,234274096,Methionine_X_HILICPos,0.62,NA,393053610.69016916,NA,3199620344.3312025,24,0.6571428571428571
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,26319186,200821,Smp,EvXCore_A,A,200821,23470053.085989352,200821_Smp_EvXCore_A Methionine Sulfoxide,HILICPos,26319186,Methionine Sulfoxide_X_HILICPos,0.62,NA,37854924.332240894,NA,1755314802.9757018,44,0.37142857142857144
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,105112,200821,Smp,EvXCore_A,A,200821,105112,200821_Smp_EvXCore_A Methylmalonyl carnitine,HILICPos,105112,Methylmalonyl carnitine_X_HILICPos,0.62,NA,169535.48387096776,NA,29292575,67,0.042857142857142816
Muramic Acid,Inj_vol,1.3395777292682298,1.3395777292682298,360943,200821,Smp,EvXCore_A,A,200821,360943,200821_Smp_EvXCore_A Muramic Acid,HILICPos,360943,Muramic Acid_X_HILICPos,0.62,NA,582166.1290322581,NA,8922904,64,0.08571428571428574
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,291130,200821,Smp,EvXCore_A,A,200821,291130,200821_Smp_EvXCore_A N-Acetyl-Serine,HILICPos,291130,N-Acetyl-Serine_X_HILICPos,0.62,NA,469564.51612903224,NA,6794461,65,0.0714285714285714
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.10482478555766861,4692024,200821,Smp,EvXCore_A,A,200821,5587801.09060136,200821_Smp_EvXCore_A N-Acetylglucosamine,HILICPos,4692024,N-Acetylglucosamine_X_HILICPos,0.62,NA,9012582.404195743,NA,100901845.4856407,56,0.19999999999999996
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327886,0.13893679108049622,6511854,200821,Smp,EvXCore_A,A,200821,5806925.756298547,200821_Smp_EvXCore_A N(e)-Acetyl-Lysine,HILICPos,6511854,N(e)-Acetyl-Lysine_X_HILICPos,0.62,NA,9366009.284352494,NA,100721266.9240465,55,0.2142857142857143
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390443,1190811,200821,Smp,EvXCore_A,A,200821,1391401.31769096,200821_Smp_EvXCore_A Ophthalmic Acid,HILICPos,1190811,Ophthalmic Acid_X_HILICPos,0.62,NA,2244195.6736950967,NA,26344850.784151804,60,0.1428571428571429
Ornithine,Inj_vol,0.5318543706202121,0.5318543706202121,24933758,200821,Smp,EvXCore_A,A,200821,24933758,200821_Smp_EvXCore_A Ornithine,HILICPos,24933758,Ornithine_X_HILICPos,0.62,NA,40215738.70967742,NA,2408238342,45,0.3571428571428571
Proline,"DL-Proline, D7",0.14330300516476335,0.03251409931821816,866824448,200821,Smp,EvXCore_A,A,200821,681151740.2151457,200821_Smp_EvXCore_A Proline,HILICPos,866824448,Proline_X_HILICPos,0.62,NA,1098631839.0566866,NA,209320285386.73984,8,0.8857142857142857
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,13960011,200821,Smp,EvXCore_A,A,200821,13949494.069732385,200821_Smp_EvXCore_A Propionyl-L-carnitine,HILICPos,13960011,Propionyl-L-carnitine_X_HILICPos,0.62,NA,22499183.98343933,NA,240265657.1479912,50,0.2857142857142857
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,37376272,200821,Smp,EvXCore_A,A,200821,38005525.20503418,200821_Smp_EvXCore_A Serine,HILICPos,37376272,Serine_X_HILICPos,0.62,NA,61299234.20166803,NA,1314906311.5747998,41,0.41428571428571426
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,122739816,200821,Smp,EvXCore_A,A,200821,122739816,200821_Smp_EvXCore_A Stachydrine hydrochloride,HILICPos,122739816,Stachydrine hydrochloride_X_HILICPos,0.62,NA,197967445.16129032,NA,1880056548,30,0.5714285714285714
Thiamine monophosphate,Inj_vol,1.5329358311792465,1.5329358311792465,100,200821,Smp,EvXCore_A,A,200821,100,200821_Smp_EvXCore_A Thiamine monophosphate,HILICPos,100,Thiamine monophosphate_X_HILICPos,0.62,NA,161.29032258064515,NA,559583,70,0
Threonine,"DL-Proline, D7",0.10870823754455275,0.04379655977018261,92955704,200821,Smp,EvXCore_A,A,200821,73044708.98186293,200821_Smp_EvXCore_A Threonine,HILICPos,92955704,Threonine_X_HILICPos,0.62,NA,117814046.74494022,NA,4346651784.460071,35,0.5
trans Hydroxyl proline,"DL-Alanine, D3",0.15008295258785379,0.08790324345636982,7915700,200821,Smp,EvXCore_A,A,200821,7058801.104744118,200821_Smp_EvXCore_A trans Hydroxyl proline,HILICPos,7915700,trans Hydroxyl proline_X_HILICPos,0.62,NA,11385163.072167931,NA,419092560.8509735,54,0.22857142857142854
Trigonelline,Inj_vol,0.055542243824601475,0.055542243824601475,416973024,200821,Smp,EvXCore_A,A,200821,416973024,200821_Smp_EvXCore_A Trigonelline,HILICPos,416973024,Trigonelline_X_HILICPos,0.62,NA,672537135.483871,NA,10615293495,19,0.7285714285714286
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.2874374762099918,0.20318269812340867,14873135,200821,Smp,EvXCore_A,A,200821,17378492.168106895,200821_Smp_EvXCore_A Trimethyl-L-lysine,HILICPos,14873135,Trimethyl-L-lysine_X_HILICPos,0.62,NA,28029826.077591766,NA,254191125.19502243,48,0.3142857142857143
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,99362232,200821,Smp,EvXCore_A,A,200821,99362232,200821_Smp_EvXCore_A Trimethylamine N-oxide,HILICPos,99362232,Trimethylamine N-oxide_X_HILICPos,0.62,NA,160261664.51612905,NA,5096502496,34,0.5142857142857142
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,2256115968,200821,Smp,EvXCore_A,A,200821,2256115968,200821_Smp_EvXCore_A Trimethylammonium Propionate (TMAP),HILICPos,2256115968,Trimethylammonium Propionate (TMAP)_X_HILICPos,0.62,NA,3638896722.580645,NA,24790045210,5,0.9285714285714286
Turicine,"DL-Valine, D8",0.14800718947373764,0.11237723054237386,11632617,200821,Smp,EvXCore_A,A,200821,11964180.632405471,200821_Smp_EvXCore_A Turicine,HILICPos,11632617,Turicine_X_HILICPos,0.62,NA,19297065.536137857,NA,245036284.35435918,52,0.2571428571428571
Tyrosine,"Betaine, 13C5-15N",0.11773887842780088,0.049413417653183515,116956768,200821,Smp,EvXCore_A,A,200821,142026046.48802808,200821_Smp_EvXCore_A Tyrosine,HILICPos,116956768,Tyrosine_X_HILICPos,0.62,NA,229074268.52907756,NA,2284934627.683665,32,0.5428571428571429
Vitamin B3,"Adenine, 15N2",0.13404349357600676,0.03383838984460486,474399648,200821,Smp,EvXCore_A,A,200821,497549332.0838831,200821_Smp_EvXCore_A Vitamin B3,HILICPos,474399648,Vitamin B3_X_HILICPos,0.62,NA,802498922.7159405,NA,10918957908.63481,17,0.7571428571428571
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,9517615,200821,Smp,EvXSW_A,A,200821,8901843.988315426,200821_Smp_EvXSW_A (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,9517615,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,1.99,NA,4473288.43633941,NA,1639959486.784691,38,0.4492753623188406
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11265460,200821,Smp,EvXSW_A,A,200821,10536606.847052323,200821_Smp_EvXSW_A 4-Hydroxyisoleucine,HILICPos,11265460,4-Hydroxyisoleucine_X_HILICPos,1.99,NA,5294777.310076544,NA,644688747.1700764,35,0.49275362318840576
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,EvXSW_A,A,200821,637826.8505770793,200821_Smp_EvXSW_A 6-Methyladenine,HILICPos,657955,6-Methyladenine_X_HILICPos,1.99,NA,320516.00531511527,NA,46455936.20016299,58,0.1594202898550725
Acetyl-L-carnitine,Inj_vol,0.06297062538558988,0.06297062538558988,23709194,200821,Smp,EvXSW_A,A,200821,23709194,200821_Smp_EvXSW_A Acetyl-L-carnitine,HILICPos,23709194,Acetyl-L-carnitine_X_HILICPos,1.99,NA,11914167.83919598,NA,3217973297,26,0.6231884057971014
Adenine,"Adenine, 15N2",0.11703410404910733,0.07033874658680826,95410352,200821,Smp,EvXSW_A,A,200821,85661094.34382619,200821_Smp_EvXSW_A Adenine,HILICPos,95410352,Adenine_X_HILICPos,1.99,NA,43045776.052173965,NA,12211036773.89106,13,0.8115942028985508
Adenosine,Inj_vol,0.09507922191241822,0.09507922191241822,258120768,200821,Smp,EvXSW_A,A,200821,258120768,200821_Smp_EvXSW_A Adenosine,HILICPos,258120768,Adenosine_X_HILICPos,1.99,NA,129708928.64321609,NA,13055227880,6,0.9130434782608696
Adenosyl Homocysteine,"Taurine, D4",0.40937228690251604,0.2517601715021789,50493,200821,Smp,EvXSW_A,A,200821,40566.13430118317,200821_Smp_EvXSW_A Adenosyl Homocysteine,HILICPos,50493,Adenosyl Homocysteine_X_HILICPos,1.99,NA,20384.992111147323,NA,51920359.46654853,66,0.04347826086956519
Alanine,"DL-Alanine, D3",0.1544752282172065,0.02245387449392866,38575468,200821,Smp,EvXSW_A,A,200821,30171582.55491045,200821_Smp_EvXSW_A Alanine,HILICPos,38575468,Alanine_X_HILICPos,1.99,NA,15161599.273824347,NA,20191392166.731056,17,0.7536231884057971
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,69469,200821,Smp,EvXSW_A,A,200821,69469,200821_Smp_EvXSW_A Anserine,HILICPos,69469,Anserine_X_HILICPos,1.99,NA,34909.04522613066,NA,10178370,64,0.07246376811594202
Arginine,Inj_vol,0.5547451594053554,0.5547451594053554,91151456,200821,Smp,EvXSW_A,A,200821,91151456,200821_Smp_EvXSW_A Arginine,HILICPos,91151456,Arginine_X_HILICPos,1.99,NA,45804751.75879397,NA,25843209204,14,0.7971014492753623
Argininosuccinic Acid,Inj_vol,0.6471482047760884,0.6471482047760884,100,200821,Smp,EvXSW_A,A,200821,100,200821_Smp_EvXSW_A Argininosuccinic Acid,HILICPos,100,Argininosuccinic Acid_X_HILICPos,1.99,NA,50.25125628140704,NA,38766759,69,0
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,8493805,200821,Smp,EvXSW_A,A,200821,6994762.926848697,200821_Smp_EvXSW_A Asparagine,HILICPos,8493805,Asparagine_X_HILICPos,1.99,NA,3514956.2446475863,NA,3387152326.018296,42,0.3913043478260869
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,35682952,200821,Smp,EvXSW_A,A,200821,29809965.801106915,200821_Smp_EvXSW_A Aspartic acid,HILICPos,35682952,Aspartic acid_X_HILICPos,1.99,NA,14979882.312114028,NA,4507857714.464649,20,0.7101449275362319
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.049656389026235356,177266336,200821,Smp,EvXSW_A,A,200821,165797551.95522222,200821_Smp_EvXSW_A beta-Alanine,HILICPos,177266336,beta-Alanine_X_HILICPos,1.99,NA,83315352.7413177,NA,10797132278.437641,9,0.8695652173913043
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,3738895,200821,Smp,EvXSW_A,A,200821,2924355.426009139,200821_Smp_EvXSW_A beta-Glutamic acid,HILICPos,3738895,beta-Glutamic acid_X_HILICPos,1.99,NA,1469525.339703085,NA,1294910101.8693779,49,0.28985507246376807
Betaine,"Betaine, 13C5-15N",0.08589773012534735,0.012258150848063799,3061808896,200821,Smp,EvXSW_A,A,200821,2863715869.388317,200821_Smp_EvXSW_A Betaine,HILICPos,3061808896,Betaine_X_HILICPos,1.99,NA,1439053200.6976469,NA,323576564703.72687,1,0.9855072463768116
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.049614471035533625,9227796,200821,Smp,EvXSW_A,A,200821,8495898.110644573,200821_Smp_EvXSW_A Betonicine,HILICPos,9227796,Betonicine_X_HILICPos,1.99,NA,4269295.532987223,NA,241123506.79947287,40,0.42028985507246375
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.10148717841749424,0.04061417315285315,6361328,200821,Smp,EvXSW_A,A,200821,5949762.562837705,200821_Smp_EvXSW_A Butyryl-L-carnitine,HILICPos,6361328,Butyryl-L-carnitine_X_HILICPos,1.99,NA,2989830.4335867865,NA,338968932.4861587,44,0.3623188405797102
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,40932000,200821,Smp,EvXSW_A,A,200821,38283779.93118307,200821_Smp_EvXSW_A Carnitine,HILICPos,40932000,Carnitine_X_HILICPos,1.99,NA,19238080.36742868,NA,5621355799.327059,16,0.7681159420289855
Chitobiose,Inj_vol,0.7307541112423471,0.7307541112423471,71138,200821,Smp,EvXSW_A,A,200821,71138,200821_Smp_EvXSW_A Chitobiose,HILICPos,71138,Chitobiose_X_HILICPos,1.99,NA,35747.738693467334,NA,17589229,63,0.08695652173913049
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,252165760,200821,Smp,EvXSW_A,A,200821,252165760,200821_Smp_EvXSW_A Choline,HILICPos,252165760,Choline_X_HILICPos,1.99,NA,126716462.31155778,NA,64645314800,7,0.8985507246376812
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,2243071,200821,Smp,EvXSW_A,A,200821,1873888.3991283763,200821_Smp_EvXSW_A Citrulline,HILICPos,2243071,Citrulline_X_HILICPos,1.99,NA,941652.4618735559,NA,895130964.7711684,53,0.23188405797101452
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,19954148,200821,Smp,EvXSW_A,A,200821,18663153.785455313,200821_Smp_EvXSW_A Creatine,HILICPos,19954148,Creatine_X_HILICPos,1.99,NA,9378469.238922268,NA,1105136641.150415,28,0.5942028985507246
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,13675,200821,Smp,EvXSW_A,A,200821,13675,200821_Smp_EvXSW_A Cys-Gly,HILICPos,13675,Cys-Gly_X_HILICPos,1.99,NA,6871.859296482412,NA,8071319,68,0.01449275362318836
Cystathionine,"L-Cysteic Acid, D3",0.3616892176720426,0.284550263810608,89300,200821,Smp,EvXSW_A,A,200821,74602.29036092215,200821_Smp_EvXSW_A Cystathionine,HILICPos,89300,Cystathionine_X_HILICPos,1.99,NA,37488.58812106641,NA,23406028.80388609,60,0.13043478260869568
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,100,200821,Smp,EvXSW_A,A,200821,100,200821_Smp_EvXSW_A Cystine,HILICPos,100,Cystine_X_HILICPos,1.99,NA,50.25125628140704,NA,3083715,69,0
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,4836643,200821,Smp,EvXSW_A,A,200821,3885764.5516185905,200821_Smp_EvXSW_A Cytidine,HILICPos,4836643,Cytidine_X_HILICPos,1.99,NA,1952645.503325925,NA,645858661.005562,48,0.30434782608695654
Cytosine,"Cytosine, 13C2-15N3",0.18349496269870252,0.03822177169315054,28740058,200821,Smp,EvXSW_A,A,200821,26460555.094847724,200821_Smp_EvXSW_A Cytosine,HILICPos,28740058,Cytosine_X_HILICPos,1.99,NA,13296761.354194837,NA,2692798547.2735276,24,0.6521739130434783
