MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,446386,200821,Smp,StaB1_B,B,200821,446386,200821_Smp_StaB1_B Anserine,HILICPos,446386,Anserine_X_HILICPos,3.3,25.77924698,135268.48484848486,17315.71136838536,9931709,62,0.11428571428571432,1,400,1,1,Anserine,79084688,78474240,78779464,0.7019405334801487,NA,1.2525266823114486e-4,NA,C10H16N4O3,10,4,0.0012525266823114486,5.010106729245794e-4,34.794155712614476,7.844626129195154,3.599819155426008e-5,6.386673688118548e-5,7.811893024,1.410054454,1.6033587229924777e-7
Arginine,Inj_vol,0.5547451594053554,0.5547451594053554,183554992,200821,Smp,StaB1_B,B,200821,183554992,200821_Smp_StaB1_B Arginine,HILICPos,183554992,Arginine_X_HILICPos,3.3,25.77924698,55622724.84848485,7120261.974386034,24416870132,17,0.7571428571428571,1,400,1,1,Arginine,78218904,20165398,49192151,1.1369113413732597,NA,0.05092529484861212,NA,C6H14N4O2,6,4,0.3055517690916727,0.20370117939444848,34.794155712614476,7.844626129195154,0.008781698041918464,0.025966971024449306,7.811893024,1.410054454,3.911366529891599e-5
Argininosuccinic Acid,Inj_vol,0.6471482047760884,0.6471482047760884,234947,200821,Smp,StaB1_B,B,200821,234947,200821_Smp_StaB1_B Argininosuccinic Acid,HILICPos,234947,Argininosuccinic Acid_X_HILICPos,3.3,25.77924698,71196.06060606061,9113.803835398145,36163289,65,0.0714285714285714,1,400,1,1,Argininosuccinic Acid,15224687,4373513,9799100,1.4134792842083137,NA,2.6319887606813164e-4,NA,C10H18N4O6,10,4,0.0026319887606813166,0.0010527955042725265,34.794155712614476,7.844626129195154,7.564456463379855e-5,1.3420595028160274e-4,7.811893024,1.410054454,3.3692073772582635e-7
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,32309974,200821,Smp,StaB1_B,B,200821,34655929.60807378,200821_Smp_StaB1_B Asparagine,HILICPos,32309974,Asparagine_X_HILICPos,3.3,25.77924698,10501796.850931449,1344334.4421565323,3348668588.3293366,37,0.4714285714285714,1,400,1,1,Asparagine,11672314,9069195,10370754.5,0.6921493253025142,NA,0.07491299550608098,NA,C4H8N2O3,4,2,0.2996519820243239,0.14982599101216196,34.794155712614476,7.844626129195154,0.008612135454566766,0.01909918822702821,7.811893024,1.410054454,3.835843387815495e-5
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,49327196,200821,Smp,StaB1_B,B,200821,67175633.47942203,200821_Smp_StaB1_B Aspartic acid,HILICPos,49327196,Aspartic acid_X_HILICPos,3.3,25.77924698,20356252.56952183,2605802.781265802,4362532351.664482,31,0.5571428571428572,1,400,1,1,Aspartic acid,4499357,4259056.5,4379206.75,1.2469944179759247,NA,0.19087171500959924,NA,C4H7NO4,4,1,0.7634868600383969,0.19087171500959924,34.794155712614476,7.844626129195154,0.02194296267294102,0.024331524774550646,7.811893024,1.410054454,9.773391131865005e-5
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.04965638902623535,433036864,200821,Smp,StaB1_B,B,200821,462337815.25198233,200821_Smp_StaB1_B beta-Alanine,HILICPos,433036864,beta-Alanine_X_HILICPos,3.3,25.77924698,140102368.25817648,17934496.52003692,10588996474.778278,9,0.8714285714285714,1,400,1,1,beta-Alanine,23612702,18772100,21192401,1.183489296489827,NA,0.28602545352697195,NA,C3H7NO2,3,1,0.8580763605809159,0.28602545352697195,34.794155712614476,7.844626129195154,0.024661508319623455,0.03646132381790357,7.811893024,1.410054454,1.0984230812489373e-4
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,13672234,200821,Smp,StaB1_B,B,200821,14760126.31580111,200821_Smp_StaB1_B beta-Glutamic acid,HILICPos,13672234,beta-Glutamic acid_X_HILICPos,3.3,25.77924698,4472765.550242761,572558.4741576152,971145808.6283802,45,0.3571428571428571,1,400,1,1,beta-Glutamic acid,24940016,22375222,23657619,0.6798445665551032,NA,0.014239645380737544,NA,C5H9NO4,5,1,0.07119822690368773,0.014239645380737544,34.794155712614476,7.844626129195154,0.0020462697095384643,0.0018152102020187045,7.811893024,1.410054454,9.114081143322084e-6
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.04961447103553362,10845022,200821,Smp,StaB1_B,B,200821,12997520.192888068,200821_Smp_StaB1_B Betonicine,HILICPos,10845022,Betonicine_X_HILICPos,3.3,25.77924698,3938642.482693354,504185.4094098162,240728608.9572255,49,0.30000000000000004,1,400,1,1,Betonicine,672108480,510638880,591373680,0.9232016086924848,NA,3.693956021075153e-4,NA,C7H13NO3,7,1,0.002585769214752607,3.693956021075153e-4,34.794155712614476,7.844626129195154,7.431619367660493e-5,4.70890002944493e-5,7.811893024,1.410054454,3.3100417617196076e-7
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,111722328,200821,Smp,StaB1_B,B,200821,119281893.38260442,200821_Smp_StaB1_B Carnitine,HILICPos,111722328,Carnitine_X_HILICPos,3.3,25.77924698,36146028.297758915,4627051.111118391,5298674128.0778675,21,0.7,1,400,1,1,Carnitine,613430528,494676640,554053584,0.9566817811199576,NA,0.0034917650700538798,NA,C7H15NO3,7,1,0.024442355490377158,0.0034917650700538798,34.794155712614476,7.844626129195154,7.024845118318443e-4,4.4511554949172946e-4,7.811893024,1.410054454,3.1288645934198543e-6
Chitobiose,Inj_vol,0.7307541112423471,0.7307541112423471,166423,200821,Smp,StaB1_B,B,200821,166423,200821_Smp_StaB1_B Chitobiose,HILICPos,166423,Chitobiose_X_HILICPos,3.3,25.77924698,50431.21212121213,6455.696713294765,16380459,67,0.04285714285714281,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.9057168633297524,NA,1.7875377590515363e-4,NA,C16H28N2O11,16,2,0.002860060414482458,3.5750755181030726e-4,34.794155712614476,7.844626129195154,8.219944861158263e-5,4.5573561559521634e-5,7.811893024,1.410054454,3.661161776915877e-7
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,1590174720,200821,Smp,StaB1_B,B,200821,1590174720,200821_Smp_StaB1_B Choline,HILICPos,1590174720,Choline_X_HILICPos,3.3,25.77924698,481871127.2727273,61684296.72261901,63151126384,5,0.9285714285714286,1,400,1,1,Choline,240266560,212926448,226596504,1.1852489014101557,NA,0.09186960356816334,NA,C5H14NO,5,1,0.4593480178408167,0.09186960356816334,34.794155712614476,7.844626129195154,0.013201872798260829,0.01171115130984439,7.811893024,1.410054454,5.880111471439636e-5
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,13622814,200821,Smp,StaB1_B,B,200821,18552061.22444785,200821_Smp_StaB1_B Citrulline,HILICPos,13622814,Citrulline_X_HILICPos,3.3,25.77924698,5621836.734681167,719651.0138112595,875868652.4564584,46,0.34285714285714286,1,400,1,1,Citrulline,36106648,29665428,32886038,1.2600832440556562,NA,0.006946581605825802,NA,C6H13N3O3,6,3,0.04167948963495481,0.020839744817477406,34.794155712614476,7.844626129195154,0.0011978876561687653,0.002656563164931294,7.811893024,1.410054454,5.335389195282817e-6
Creatine,"Betaine, 13C5-15N",0.10394423036318988,0.0467356673730613,43999300,200821,Smp,StaB1_B,B,200821,46976463.035296105,200821_Smp_StaB1_B Creatine,HILICPos,43999300,Creatine_X_HILICPos,3.3,25.77924698,14235291.82887761,1822258.9306716863,1072700875.8748298,32,0.5428571428571429,1,400,1,1,Creatine,362418496,266815488,314616992,0.9462099688471564,NA,0.002448501558924862,NA,C4H9N3O2,4,3,0.009794006235699449,0.007345504676774587,34.794155712614476,7.844626129195154,2.8148423305896376e-4,9.363740930159821e-4,7.811893024,1.410054454,1.2537302041400112e-6
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,77874,200821,Smp,StaB1_B,B,200821,77874,200821_Smp_StaB1_B Cys-Gly,HILICPos,77874,Cys-Gly_X_HILICPos,3.3,25.77924698,23598.18181818182,3020.801967583306,8057644,69,0.01428571428571423,1,400,1,1,Cys-Gly,2226378.6,430523,1328450.8,0.023462642802008,NA,0.03876679013850258,NA,C5H10N2O3S,5,2,0.1938339506925129,0.07753358027700516,34.794155712614476,7.844626129195154,0.005570876680943266,0.009883655256488301,7.811893024,1.410054454,2.4812673457894105e-5
Cystathionine,"L-Cysteic Acid, D3",0.3616892176720426,0.284550263810608,501784,200821,Smp,StaB1_B,B,200821,683348.3514821784,200821_Smp_StaB1_B Cystathionine,HILICPos,501784,Cystathionine_X_HILICPos,3.3,25.77924698,207075.25802490255,26507.69248660879,20194005.22415735,60,0.1428571428571429,1,400,1,1,Cystathionine,9471109,7587316.5,8529212.75,0.9171800507709128,NA,0.0013554027661438174,NA,C7H14N2O4S,7,2,0.009487819363006722,0.0027108055322876347,34.794155712614476,7.844626129195154,2.7268428184814246e-4,3.455621068031395e-4,7.811893024,1.410054454,1.214535239263758e-6
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,100,200821,Smp,StaB1_B,B,200821,100,200821_Smp_StaB1_B Cystine,HILICPos,100,Cystine_X_HILICPos,3.3,25.77924698,30.303030303030305,3.879089256469818,2726567,70,0,1,400,1,1,Cystine,4267300.5,4122100.5,4194700.5,0.7395318327462561,NA,5.001864625840049e-7,NA,C6H12N2O4S2,6,2,3.0011187755040295e-6,1.0003729251680098e-6,34.794155712614476,7.844626129195154,8.62535306300301e-8,1.27523340015523e-7,7.811893024,1.410054454,3.841730507936906e-10
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945456,13819972,200821,Smp,StaB1_B,B,200821,16234840.046189226,200821_Smp_StaB1_B Cytidine,HILICPos,13819972,Cytidine_X_HILICPos,3.3,25.77924698,4919648.498845221,629763.936036786,623803887.5619113,44,0.37142857142857144,1,400,1,1,Cytidine,53606032,43718396,48662214,0.8486073947230495,NA,0.0061001301627659375,NA,C9H13N3O5,9,3,0.054901171464893435,0.01830039048829781,34.794155712614476,7.844626129195154,0.0015778848585479327,0.0023328569375906513,7.811893024,1.410054454,7.027895965321585e-6
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,32965716,200821,Smp,StaB1_B,B,200821,32965716,200821_Smp_StaB1_B Deoxyadenosine,HILICPos,32965716,Deoxyadenosine_X_HILICPos,3.3,25.77924698,9989610.90909091,1278769.5476743518,2026855420,36,0.48571428571428577,1,400,1,1,Deoxyadenosine,387376512,358096864,372736688,0.9813955758212204,NA,0.0013983182927653226,NA,C10H13N5O3,10,5,0.013983182927653225,0.006991591463826613,34.794155712614476,7.844626129195154,4.0188309333178275e-4,8.912587226822929e-4,7.811893024,1.410054454,1.7899864840306377e-6
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,78559936,200821,Smp,StaB1_B,B,200821,78559936,200821_Smp_StaB1_B Dimethylsulfonioacetate (DMS-Ac),HILICPos,78559936,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,3.3,25.77924698,23806041.212121215,3047410.037265565,8779363844,24,0.6571428571428571,1,400,1,1,Dimethylsulfonioacetate (DMS-Ac),282902272,221366672,252134472,0.9364405313817804,NA,0.005162718617863819,NA,C4H9O2S,4,NA,0.020650874471455277,NA,34.794155712614476,7.844626129195154,5.93515607679148e-4,NA,7.811893024,1.410054454,2.6435173149466924e-6
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,359652544,200821,Smp,StaB1_B,B,200821,408750446.52537024,200821_Smp_StaB1_B DMSP,HILICPos,359652544,DMSP_X_HILICPos,3.3,25.77924698,123863771.67435464,15855794.656938046,82766038897.41449,12,0.8285714285714285,1,400,1,1,DMSP,379205792,253701088,316453440,0.8689390209347154,NA,0.023064756966844544,NA,C5H10O2S,5,NA,0.11532378483422272,NA,34.794155712614476,7.844626129195154,0.0033144584908669753,NA,7.811893024,1.410054454,1.4762591407731842e-5
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,39932328,200821,Smp,StaB1_B,B,200821,39932328,200821_Smp_StaB1_B Ectoine,HILICPos,39932328,Ectoine_X_HILICPos,3.3,25.77924698,12100705.454545457,1549010.645306289,1559352738,34,0.5142857142857142,1,400,1,1,Ectoine,797561472,650853440,724207456,0.8153174039487172,NA,0.0010493604433034136,NA,C6H10N2O2,6,2,0.006296162659820481,0.002098720886606827,34.794155712614476,7.844626129195154,1.8095460375081997e-4,2.6753612626560607e-4,7.811893024,1.410054454,8.059714387379815e-7
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,68958056,200821,Smp,StaB1_B,B,200821,68958056,200821_Smp_StaB1_B Glucosylglycerol,HILICPos,68958056,Glucosylglycerol_X_HILICPos,3.3,25.77924698,20896380.606060605,2674944.5417664405,3924935237,25,0.6428571428571428,1,400,1,1,Glucosylglycerol,2135378.75,1486783.75,1811081.25,1.5728949223545547,NA,0.3756099851557594,NA,C9H18O8,9,NA,3.3804898664018346,NA,34.794155712614476,7.844626129195154,0.09715682985163661,NA,7.811893024,1.410054454,4.3273632345145575e-4
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,622168384,200821,Smp,StaB1_B,B,200821,667342651.537665,200821_Smp_StaB1_B Glutamic acid,HILICPos,622168384,Glutamic acid_X_HILICPos,3.3,25.77924698,202225045.92050457,25886817.099638376,40607384620.68116,8,0.8857142857142857,1,400,1,1,Glutamic acid,15612277,13353617,14482947,1.692480604672299,NA,0.4224331626730304,NA,C5H9NO4,5,1,2.1121658133651517,0.4224331626730304,34.794155712614476,7.844626129195154,0.06070461461432716,0.05385000581491974,7.811893024,1.410054454,2.703782305871412e-4
Glutamine,"DL-Proline, D7",0.16664296512696777,0.06936278702579327,1276374400,200821,Smp,StaB1_B,B,200821,1369049116.5343373,200821_Smp_StaB1_B Glutamine,HILICPos,1276374400,Glutamine_X_HILICPos,3.3,25.77924698,414863368.64676887,53106637.19527843,78115320897.72955,6,0.9142857142857144,1,400,1,1,Glutamine,53671912,41966268,47819090,0.9035620590485672,NA,0.49164259204737276,NA,C5H10N2O3,5,2,2.458212960236864,0.9832851840947455,34.794155712614476,7.844626129195154,0.0706501683943907,0.12534506653354416,7.811893024,1.410054454,3.146757069873649e-4
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.04820309821457783,846922,200821,Smp,StaB1_B,B,200821,908415.1295054912,200821_Smp_StaB1_B Glutathione Disulfide,HILICPos,846922,Glutathione Disulfide_X_HILICPos,3.3,25.77924698,275277.31197136105,35238.233692793896,75703716.53707436,59,0.15714285714285714,1,400,1,1,Glutathione Disulfide,2575510,2490756.25,2533133.125,0.7645679378677415,NA,0.007277798492697199,NA,C20H32N6O12S2,20,6,0.14555596985394398,0.0436667909561832,34.794155712614476,7.844626129195154,0.00418334535995576,0.005566459157775482,7.811893024,1.410054454,1.863261176346902e-5
Glycerophosphocholine,Inj_vol,0.11968027864661172,0.11968027864661172,1945498240,200821,Smp,StaB1_B,B,200821,1945498240,200821_Smp_StaB1_B Glycerophosphocholine,HILICPos,1945498240,Glycerophosphocholine_X_HILICPos,3.3,25.77924698,589544921.2121212,75467613.21264939,105399193827,4,0.9428571428571428,1,400,1,1,Glycerophosphocholine,95102816,89048104,92075460,2.1455167341319523,NA,0.15280754655377057,NA,C8H21NO6P,8,1,1.2224603724301646,0.15280754655377057,34.794155712614476,7.844626129195154,0.035134072012759504,0.019479264408162226,7.811893024,1.410054454,1.5648708561093636e-4
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,3895078,200821,Smp,StaB1_B,B,200821,4177890.981464634,200821_Smp_StaB1_B Glycine,HILICPos,3895078,Glycine_X_HILICPos,3.3,25.77924698,1266027.5701407983,162064.12020901605,217991968.2128183,53,0.24285714285714288,1,400,1,1,Glycine,2690345.25,2182565.75,2436455.5,0.8509920425996018,NA,0.031265320457150594,NA,C2H5NO2,2,1,0.06253064091430119,0.031265320457150594,34.794155712614476,7.844626129195154,0.0017971593112009602,0.003985571771329065,7.811893024,1.410054454,8.00454393348605e-6
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,144418864,200821,Smp,StaB1_B,B,200821,144418864,200821_Smp_StaB1_B Gonyol,HILICPos,144418864,Gonyol_X_HILICPos,3.3,25.77924698,43763292.121212125,5602136.637739758,4969360148,19,0.7285714285714286,1,400,1,1,Gonyol,30501442,22364482,26432962,1.1297021813067452,NA,0.07504191176287642,NA,C7H14O3S,7,NA,0.5252933823401349,NA,34.794155712614476,7.844626129195154,0.015097172832094097,NA,7.811893024,1.410054454,6.724277722778695e-5
Guanosine,"Cytosine, 13C2-15N3",0.13317659048908015,0.06072033910223939,14765016,200821,Smp,StaB1_B,B,200821,17695546.731792286,200821_Smp_StaB1_B Guanosine,HILICPos,14765016,Guanosine_X_HILICPos,3.3,25.77924698,5362286.888421905,686426.0521465506,1338721331.0733006,43,0.3857142857142857,1,400,1,1,Guanosine,37312308,36150508,36731408,0.9696590212918228,NA,0.007708983762570035,NA,C10H13N5O5,10,5,0.07708983762570035,0.038544918812850174,34.794155712614476,7.844626129195154,0.0022155973049735977,0.004913544403269709,7.811893024,1.410054454,9.868265910562518e-6
Homoserine,"Sulfoacetic Acid, 13C2",0.16224366241666677,0.07152334818788122,156896960,200821,Smp,StaB1_B,B,200821,159111888.9995264,200821_Smp_StaB1_B Homoserine,HILICPos,156896960,Homoserine_X_HILICPos,3.3,25.77924698,48215723.93925043,6172092.191946811,6900504921.897149,18,0.7428571428571429,1,400,1,1,Homoserine,30598664,28007894,29303279,0.72586524411149,NA,0.11607005058061289,NA,C4H9NO3,4,1,0.46428020232245154,0.11607005058061289,34.794155712614476,7.844626129195154,0.013343626043327981,0.01479612267927439,7.811893024,1.410054454,5.9432483380925974e-5
Hypotaurine,"Sulfoacetic Acid, 13C2",0.1432204476029936,0.0596514093863772,3422977,200821,Smp,StaB1_B,B,200821,3471299.485164861,200821_Smp_StaB1_B Hypotaurine,HILICPos,3422977,Hypotaurine_X_HILICPos,3.3,25.77924698,1051908.9348984428,134654.80538892222,153675633.50101748,56,0.19999999999999996,1,400,1,1,Hypotaurine,77099.75,64252.25,70676,1.9050659189152777,NA,0.40003673879875756,NA,C2H7NO2S,2,1,0.8000734775975151,0.40003673879875756,34.794155712614476,7.844626129195154,0.022994478848855984,0.050995003740197456,7.811893024,1.410054454,1.0241736223723219e-4
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,316940160,200821,Smp,StaB1_B,B,200821,316940160,200821_Smp_StaB1_B Hypoxanthine,HILICPos,316940160,Hypoxanthine_X_HILICPos,3.3,25.77924698,96042472.72727272,12294391.695998251,9259994652,14,0.8,1,400,1,1,Hypoxanthine,275192576,266949872,271071224,0.87110214495947,NA,0.020826415899133272,NA,C5H4N4O,5,4,0.10413207949566636,0.08330566359653309,34.794155712614476,7.844626129195154,0.0029928037442769075,0.01061945620155133,7.811893024,1.410054454,1.3329941817655178e-5
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,59182396,200821,Smp,StaB1_B,B,200821,60954897.22857401,200821_Smp_StaB1_B Leucine,HILICPos,59182396,Leucine_X_HILICPos,3.3,25.77924698,18471180.97835576,2364494.8696858333,8281210605.852696,29,0.5857142857142856,1,400,1,1,Leucine,110801176,56887152,83844164,0.9414548496692644,NA,0.011981909407165831,NA,C6H13NO2,6,1,0.071891456442995,0.011981909407165831,34.794155712614476,7.844626129195154,0.002066193444576988,0.0015274035001582868,7.811893024,1.410054454,9.20282141884525e-6
Lysine,Inj_vol,0.4546266384063291,0.4546266384063291,18839808,200821,Smp,StaB1_B,B,200821,18839808,200821_Smp_StaB1_B Lysine,HILICPos,18839808,Lysine_X_HILICPos,3.3,25.77924698,5709032.7272727275,730812.9680675413,1761725824,41,0.41428571428571426,1,400,1,1,Lysine,5797551,3231736.25,4514643.625,1.4043291952511563,NA,0.046107740259484005,NA,C6H14N2O2,6,2,0.27664644155690404,0.09221548051896801,34.794155712614476,7.844626129195154,0.007950945665757513,0.011755242251223662,7.811893024,1.410054454,3.5413495897470705e-5
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,19160402,200821,Smp,StaB1_B,B,200821,20684984.89577696,200821_Smp_StaB1_B Methionine Sulfoxide,HILICPos,19160402,Methionine Sulfoxide_X_HILICPos,3.3,25.77924698,6268177.241144534,802389.0267944887,1707236339.754902,40,0.4285714285714286,1,400,1,1,Methionine Sulfoxide,51823592,37319500,44571546,0.7503923646364999,NA,0.00959619064808181,NA,C5H11NO3S,5,1,0.04798095324040905,0.00959619064808181,34.794155712614476,7.844626129195154,0.0013789946115293653,0.0012232820901901113,7.811893024,1.410054454,6.142039207782301e-6
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,458860,200821,Smp,StaB1_B,B,200821,458860,200821_Smp_StaB1_B Methylmalonyl carnitine,HILICPos,458860,Methylmalonyl carnitine_X_HILICPos,3.3,25.77924698,139048.48484848486,17799.588962237405,29187463,61,0.12857142857142856,1,400,1,1,Methylmalonyl carnitine,577596736,429162560,503379648,0.7376420363608672,NA,1.917470335950397e-5,NA,C11H19NO6,11,1,2.1092173695454368e-4,1.917470335950397e-5,34.794155712614476,7.844626129195154,6.061987498609569e-6,2.4443106712430746e-6,7.811893024,1.410054454,2.7000080045456555e-8
Muramic Acid,Inj_vol,1.3395777292682298,1.3395777292682298,361069,200821,Smp,StaB1_B,B,200821,361069,200821_Smp_StaB1_B Muramic Acid,HILICPos,361069,Muramic Acid_X_HILICPos,3.3,25.77924698,109414.8484848485,14006.188787443009,8808472,63,0.09999999999999998,1,400,1,1,Muramic Acid,37496880,21520064,29508472,0.8491859939074986,NA,2.235786982004341e-4,NA,C9H17NO7,9,1,0.0020122082838039067,2.235786982004341e-4,34.794155712614476,7.844626129195154,5.783178935060031e-5,2.850087365774472e-5,7.811893024,1.410054454,2.5758267267894255e-7
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,96766,200821,Smp,StaB1_B,B,200821,96766,200821_Smp_StaB1_B N-Acetyl-Serine,HILICPos,96766,N-Acetyl-Serine_X_HILICPos,3.3,25.77924698,29323.030303030304,3753.639509915584,6679810,68,0.02857142857142858,1,400,1,1,N-Acetyl-Serine,12147998,5002064,8575031,9.192887422562292e-4,NA,0.19046926793548488,NA,C5H9NO4,5,1,0.9523463396774244,0.19046926793548488,34.794155712614476,7.844626129195154,0.027370870773339537,0.02428022251138522,7.811893024,1.410054454,1.2190980300825794e-4
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.1048247855576686,5731865,200821,Smp,StaB1_B,B,200821,6514349.522224264,200821_Smp_StaB1_B N-Acetylglucosamine,HILICPos,5731865,N-Acetylglucosamine_X_HILICPos,3.3,25.77924698,1974045.3097649289,252697.4324454943,99846978.0165158,51,0.27142857142857146,1,400,1,1,N-Acetylglucosamine,10009602.666666666,7299239.333333333,8654421,1.2744885900791303,NA,0.009164037356418759,NA,C8H15NO6,8,1,0.07331229885135007,0.009164037356418759,34.794155712614476,7.844626129195154,0.0021070291073270963,0.001168193003145578,7.811893024,1.410054454,9.384703378056663e-6
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327888,0.13893679108049622,1331185,200821,Smp,StaB1_B,B,200821,1437106.6754489208,200821_Smp_StaB1_B N(e)-Acetyl-Lysine,HILICPos,1331185,N(e)-Acetyl-Lysine_X_HILICPos,3.3,25.77924698,435486.8713481578,55746.650651349664,93469806.68966755,58,0.17142857142857135,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.5081402241716086,NA,2.954759033236443e-4,NA,C8H16N2O3,8,2,0.0023638072265891544,5.909518066472886e-4,34.794155712614476,7.844626129195154,6.7936904292584e-5,7.533205495262007e-5,7.811893024,1.410054454,3.025908341713045e-7
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390445,334671,200821,Smp,StaB1_B,B,200821,455767.5735752677,200821_Smp_StaB1_B Ophthalmic Acid,HILICPos,334671,Ophthalmic Acid_X_HILICPos,3.3,25.77924698,138111.3859318993,17679.630981031383,25211563.921192408,64,0.08571428571428574,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.717341569910475,NA,3.184471837001033e-4,NA,C11H19N3O6,11,3,0.003502919020701136,9.553415511003099e-4,34.794155712614476,7.844626129195154,1.0067549992113092e-4,1.2178292953246536e-4,7.811893024,1.410054454,4.4840847281693855e-7
Ornithine,Inj_vol,0.5318543706202121,0.5318543706202121,16694161,200821,Smp,StaB1_B,B,200821,16694161,200821_Smp_StaB1_B Ornithine,HILICPos,16694161,Ornithine_X_HILICPos,3.3,25.77924698,5058836.666666667,647581.4058087743,2349121786,42,0.4,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.102860975514706,NA,0.020571452292349492,NA,C5H12N2O2,5,2,0.10285726146174747,0.041142904584698985,34.794155712614476,7.844626129195154,0.0029561648890493696,0.005244724720733145,7.811893024,1.410054454,1.3166752430652265e-5
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,3495583,200821,Smp,StaB1_B,B,200821,3950394.090674201,200821_Smp_StaB1_B Propionyl-L-carnitine,HILICPos,3495583,Propionyl-L-carnitine_X_HILICPos,3.3,25.77924698,1197089.1183861217,153239.31275956146,226168033.177111,54,0.22857142857142856,1,400,1,1,Propionyl-L-carnitine,453988128,381576384,417782256,0.8884650051119307,NA,1.6513528097938276e-4,NA,C10H19NO4,10,1,0.0016513528097938275,1.6513528097938276e-4,34.794155712614476,7.844626129195154,4.746063745398301e-5,2.105075222958081e-5,7.811893024,1.410054454,2.1138958312927193e-7
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,28235096,200821,Smp,StaB1_B,B,200821,28633693.480377007,200821_Smp_StaB1_B Serine,HILICPos,28235096,Serine_X_HILICPos,3.3,25.77924698,8676876.812235458,1110726.527527803,1283663778.215333,39,0.4428571428571429,1,400,1,1,Serine,7793698,6266045,7029871.5,0.7027594781473061,NA,0.08993174851792934,NA,C3H7NO3,3,1,0.26979524555378803,0.08993174851792934,34.794155712614476,7.844626129195154,0.0077540391490509685,0.011464121684936972,7.811893024,1.410054454,3.4536474670724834e-5
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,57234180,200821,Smp,StaB1_B,B,200821,57234180,200821_Smp_StaB1_B Stachydrine hydrochloride,HILICPos,57234180,Stachydrine hydrochloride_X_HILICPos,3.3,25.77924698,17343690.90909091,2220164.9274085974,1779340244,30,0.5714285714285714,1,400,1,1,Stachydrine hydrochloride,804937152,670439360,737688256,0.8938678995460438,NA,0.0013467873181039825,NA,C7H13NO2,7,1,0.009427511226727877,0.0013467873181039825,34.794155712614476,7.844626129195154,2.709509983399302e-4,1.7168279226102018e-4,7.811893024,1.410054454,1.206815198027458e-6
