MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Rank,RankPercent
Glutathione,Inj_vol,1.4882343641847047,1.4882343641847047,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Glutathione,HILICPos,0,Glutathione_X_HILICPos,1.99,NA,NA,NA,54,0
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,88217,200821,Smp,EvXSW_A,A,200821,72647.8887986964,200821_Smp_EvXSW_A Glutathione Disulfide,HILICPos,88217,Glutathione Disulfide_X_HILICPos,1.99,NA,36506.47678326452,NA,49,0.09259259259259256
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,166791376,200821,Smp,EvXSW_A,A,200821,166791376,200821_Smp_EvXSW_A Glycerophosphocholine,HILICPos,166791376,Glycerophosphocholine_X_HILICPos,1.99,NA,83814761.80904523,NA,9,0.8333333333333334
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Glycine,HILICPos,0,Glycine_X_HILICPos,1.99,NA,NA,NA,54,0
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,11742746,200821,Smp,EvXSW_A,A,200821,11742746,200821_Smp_EvXSW_A Gonyol,HILICPos,11742746,Gonyol_X_HILICPos,1.99,NA,5900877.386934673,NA,30,0.4444444444444444
Guanine,"Guanine, 13C-15N2",0.236147635560921,0.011023196883480331,25954934,200821,Smp,EvXSW_A,A,200821,23423058.60008972,200821_Smp_EvXSW_A Guanine,HILICPos,25954934,Guanine_X_HILICPos,1.99,NA,11770381.206075236,NA,22,0.5925925925925926
Histidine,"DL-Histidine, 15N",0.1596110810870703,0.02176606159517299,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Histidine,HILICPos,0,Histidine_X_HILICPos,1.99,NA,NA,NA,54,0
Homarine,"Homarine, D3",0.0649315327032838,0.007569133984248704,1228559488,200821,Smp,EvXSW_A,A,200821,1233982115.856413,200821_Smp_EvXSW_A Homarine,HILICPos,1228559488,Homarine_X_HILICPos,1.99,NA,620091515.5057352,NA,3,0.9444444444444444
Homocysteine Thiolactone,Inj_vol,2.171049853817764,2.171049853817764,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Homocysteine Thiolactone,HILICPos,0,Homocysteine Thiolactone_X_HILICPos,1.99,NA,NA,NA,54,0
Homocystine,Inj_vol,2.151702987081237,2.151702987081237,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Homocystine,HILICPos,0,Homocystine_X_HILICPos,1.99,NA,NA,NA,54,0
Homoserine,"Sulfoacetic Acid, 13C2",0.16224366241666677,0.07152334818788122,16661119,200821,Smp,EvXSW_A,A,200821,18865733.521080095,200821_Smp_EvXSW_A Homoserine,HILICPos,16661119,Homoserine_X_HILICPos,1.99,NA,9480268.101045273,NA,27,0.5
Hordenine,Inj_vol,1.2705475756664402,1.2705475756664402,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Hordenine,HILICPos,0,Hordenine_X_HILICPos,1.99,NA,NA,NA,54,0
Hydroxyectoine,Inj_vol,0.1261175177999757,0.1261175177999757,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Hydroxyectoine,HILICPos,0,Hydroxyectoine_X_HILICPos,1.99,NA,NA,NA,54,0
Hydroxylysine,"Sulfolactic Acid, 13C3",0.9514847843035261,0.7003824544007171,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Hydroxylysine,HILICPos,0,Hydroxylysine_X_HILICPos,1.99,NA,NA,NA,54,0
Hypotaurine,"Sulfoacetic Acid, 13C2",0.1432204476029936,0.0596514093863772,7734247,200821,Smp,EvXSW_A,A,200821,8757649.644553475,200821_Smp_EvXSW_A Hypotaurine,HILICPos,7734247,Hypotaurine_X_HILICPos,1.99,NA,4400828.967112299,NA,38,0.2962962962962963
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,33539762,200821,Smp,EvXSW_A,A,200821,33539762,200821_Smp_EvXSW_A Hypoxanthine,HILICPos,33539762,Hypoxanthine_X_HILICPos,1.99,NA,16854151.75879397,NA,19,0.6481481481481481
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Leucine,HILICPos,0,Leucine_X_HILICPos,1.99,NA,NA,NA,54,0
Lysine,"Sulfolactic Acid, 13C3",0.4546266384063291,0.28288796272712263,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Lysine,HILICPos,0,Lysine_X_HILICPos,1.99,NA,NA,NA,54,0
Melamine,Inj_vol,0.36588904809701617,0.36588904809701617,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Melamine,HILICPos,0,Melamine_X_HILICPos,1.99,NA,NA,NA,54,0
Methionine,"L-Methionine, D3",0.11544840670114512,0.08305019518136042,9469733,200821,Smp,EvXSW_A,A,200821,10265546.755391454,200821_Smp_EvXSW_A Methionine,HILICPos,9469733,Methionine_X_HILICPos,1.99,NA,5158566.208739424,NA,34,0.37037037037037035
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,9625294,200821,Smp,EvXSW_A,A,200821,7528368.872576848,200821_Smp_EvXSW_A Methionine Sulfoxide,HILICPos,9625294,Methionine Sulfoxide_X_HILICPos,1.99,NA,3783099.9359682654,NA,32,0.40740740740740744
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Methylmalonyl carnitine,HILICPos,0,Methylmalonyl carnitine_X_HILICPos,1.99,NA,NA,NA,54,0
Muramic Acid,"Sulfolactic Acid, 13C3",1.3395777292682298,1.0504781705521389,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Muramic Acid,HILICPos,0,Muramic Acid_X_HILICPos,1.99,NA,NA,NA,54,0
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A N-Acetyl-Serine,HILICPos,0,N-Acetyl-Serine_X_HILICPos,1.99,NA,NA,NA,54,0
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.10482478555766861,1329319,200821,Smp,EvXSW_A,A,200821,1288652.4932286746,200821_Smp_EvXSW_A N-Acetylglucosamine,HILICPos,1329319,N-Acetylglucosamine_X_HILICPos,1.99,NA,647564.0669490828,NA,45,0.16666666666666663
N-Acetylmuramic acid,"Guanine, 13C-15N2",0.7106509937385331,0.565375435567506,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A N-Acetylmuramic acid,HILICPos,0,N-Acetylmuramic acid_X_HILICPos,1.99,NA,NA,NA,54,0
N-methyltaurine,"DL-Alanine, D3",0.3657876021094761,0.20569255581660012,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A N-methyltaurine,HILICPos,0,N-methyltaurine_X_HILICPos,1.99,NA,NA,NA,54,0
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327886,0.13893679108049622,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A N(e)-Acetyl-Lysine,HILICPos,0,N(e)-Acetyl-Lysine_X_HILICPos,1.99,NA,NA,NA,54,0
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390443,76819,200821,Smp,EvXSW_A,A,200821,64175.513362101665,200821_Smp_EvXSW_A Ophthalmic Acid,HILICPos,76819,Ophthalmic Acid_X_HILICPos,1.99,NA,32249.001689498324,NA,50,0.07407407407407407
Ornithine,"Sulfolactic Acid, 13C3",0.5318543706202121,0.29816152990562067,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Ornithine,HILICPos,0,Ornithine_X_HILICPos,1.99,NA,NA,NA,54,0
PQS,Inj_vol,0.9057997665395887,0.9057997665395887,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A PQS,HILICPos,0,PQS_X_HILICPos,1.99,NA,NA,NA,54,0
Proline,"DL-Proline, D7",0.14330300516476335,0.03251409931821816,691464256,200821,Smp,EvXSW_A,A,200821,569430136.8008586,200821_Smp_EvXSW_A Proline,HILICPos,691464256,Proline_X_HILICPos,1.99,NA,286145797.3873661,NA,4,0.9259259259259259
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Propionyl-L-carnitine,HILICPos,0,Propionyl-L-carnitine_X_HILICPos,1.99,NA,NA,NA,54,0
Pyridinedicarboxylic acid,"DL-Histidine, 15N",0.20520472854360763,0.11114575534145048,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Pyridinedicarboxylic acid,HILICPos,0,Pyridinedicarboxylic acid_X_HILICPos,1.99,NA,NA,NA,54,0
Riboflavin Monophosphate,Inj_vol,0.6350466313723278,0.6350466313723278,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Riboflavin Monophosphate,HILICPos,0,Riboflavin Monophosphate_X_HILICPos,1.99,NA,NA,NA,54,0
Sarcosine,"Guanine, 13C-15N2",0.2266744741171311,0.0999045371568561,20638852,200821,Smp,EvXSW_A,A,200821,18625554.57989525,200821_Smp_EvXSW_A Sarcosine,HILICPos,20638852,Sarcosine_X_HILICPos,1.99,NA,9359575.165776508,NA,25,0.537037037037037
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,6165715,200821,Smp,EvXSW_A,A,200821,6981568.054158089,200821_Smp_EvXSW_A Serine,HILICPos,6165715,Serine_X_HILICPos,1.99,NA,3508325.6553558237,NA,40,0.2592592592592593
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,37735508,200821,Smp,EvXSW_A,A,200821,37735508,200821_Smp_EvXSW_A Stachydrine hydrochloride,HILICPos,37735508,Stachydrine hydrochloride_X_HILICPos,1.99,NA,18962566.834170856,NA,17,0.6851851851851851
Succinylglycine,Inj_vol,1.6522299037657322,1.6522299037657322,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Succinylglycine,HILICPos,0,Succinylglycine_X_HILICPos,1.99,NA,NA,NA,54,0
Thiamine monophosphate,Inj_vol,1.5329358311792465,1.5329358311792465,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Thiamine monophosphate,HILICPos,0,Thiamine monophosphate_X_HILICPos,1.99,NA,NA,NA,54,0
Thiamine pyrophosphate,Inj_vol,0.2988886697526228,0.2988886697526228,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Thiamine pyrophosphate,HILICPos,0,Thiamine pyrophosphate_X_HILICPos,1.99,NA,NA,NA,54,0
Threonine,"DL-Proline, D7",0.10870823754455275,0.04379655977018261,15458657,200821,Smp,EvXSW_A,A,200821,12730412.445596537,200821_Smp_EvXSW_A Threonine,HILICPos,15458657,Threonine_X_HILICPos,1.99,NA,6397192.183716852,NA,28,0.4814814814814815
trans Hydroxyl proline,"DL-Alanine, D3",0.15008295258785379,0.08790324345636982,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A trans Hydroxyl proline,HILICPos,0,trans Hydroxyl proline_X_HILICPos,1.99,NA,NA,NA,54,0
Trigonelline,Inj_vol,0.055542243824601475,0.055542243824601475,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Trigonelline,HILICPos,0,Trigonelline_X_HILICPos,1.99,NA,NA,NA,54,0
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.2874374762099918,0.20318269812340867,2558722,200821,Smp,EvXSW_A,A,200821,2137587.027960576,200821_Smp_EvXSW_A Trimethyl-L-lysine,HILICPos,2558722,Trimethyl-L-lysine_X_HILICPos,1.99,NA,1074164.335658581,NA,43,0.20370370370370372
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,66556416,200821,Smp,EvXSW_A,A,200821,66556416,200821_Smp_EvXSW_A Trimethylamine N-oxide,HILICPos,66556416,Trimethylamine N-oxide_X_HILICPos,1.99,NA,33445435.175879396,NA,13,0.7592592592592593
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,323462656,200821,Smp,EvXSW_A,A,200821,323462656,200821_Smp_EvXSW_A Trimethylammonium Propionate (TMAP),HILICPos,323462656,Trimethylammonium Propionate (TMAP)_X_HILICPos,1.99,NA,162544048.24120602,NA,5,0.9074074074074074
Turicine,"DL-Valine, D8",0.14800718947373764,0.11237723054237386,8903898,200821,Smp,EvXSW_A,A,200821,9385095.381177537,200821_Smp_EvXSW_A Turicine,HILICPos,8903898,Turicine_X_HILICPos,1.99,NA,4716128.332250019,NA,36,0.33333333333333337
Tyrosine,"Betaine, 13C5-15N",0.11773887842780088,0.049413417653183515,10504542,200821,Smp,EvXSW_A,A,200821,9824918.748311093,200821_Smp_EvXSW_A Tyrosine,HILICPos,10504542,Tyrosine_X_HILICPos,1.99,NA,4937145.099653816,NA,31,0.42592592592592593
Valine,"DL-Valine, D8",0.26278823271935803,0.2466399706820807,NA,200821,Smp,EvXSW_A,A,200821,NA,200821_Smp_EvXSW_A Valine,HILICPos,0,Valine_X_HILICPos,1.99,NA,NA,NA,54,0
Vitamin B3,"Adenine, 15N2",0.13404349357600676,0.03383838984460486,13422728,200821,Smp,EvXSW_A,A,200821,12051161.592607033,200821_Smp_EvXSW_A Vitamin B3,HILICPos,13422728,Vitamin B3_X_HILICPos,1.99,NA,6055860.096787454,NA,29,0.4629629629629629
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,5800090,200821,Smp,Hero1_A,A,200821,5674053.515634709,200821_Smp_Hero1_A (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,5800090,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,0.725,9.144216331,7826280.711220289,620507.3579021726,22,0.2666666666666667
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A 4-Hydroxyisoleucine,HILICPos,0,4-Hydroxyisoleucine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
5-Methylcytosine,"DL-Alanine, D3",0.24913149165207632,0.19548909413931256,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A 5-Methylcytosine,HILICPos,0,5-Methylcytosine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A 6-Methyladenine,HILICPos,0,6-Methyladenine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Acetyl-L-carnitine,Inj_vol,0.06297062538558988,0.06297062538558988,11353603,200821,Smp,Hero1_A,A,200821,11353603,200821_Smp_Hero1_A Acetyl-L-carnitine,HILICPos,11353603,Acetyl-L-carnitine_X_HILICPos,0.725,9.144216331,15660142.068965517,1241615.7480340782,19,0.3666666666666667
Acetylcholine,Inj_vol,0.7647661523775847,0.7647661523775847,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Acetylcholine,HILICPos,0,Acetylcholine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Adenine,"Adenine, 15N2",0.11703410404910733,0.07033874658680826,185361312,200821,Smp,Hero1_A,A,200821,188629007.73822972,200821_Smp_Hero1_A Adenine,HILICPos,185361312,Adenine_X_HILICPos,0.725,9.144216331,260177941.7079031,20628231.103714656,5,0.8333333333333334
Adenosyl Homocysteine,"Taurine, D4",0.40937228690251604,0.2517601715021789,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Adenosyl Homocysteine,HILICPos,0,Adenosyl Homocysteine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Adenosyl Methionine,"DL-Histidine, 15N",0.2534970723364864,0.1750263249417683,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Adenosyl Methionine,HILICPos,0,Adenosyl Methionine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Alanine,"DL-Alanine, D3",0.1544752282172065,0.02245387449392866,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Alanine,HILICPos,0,Alanine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Aminobutyric Acid,"Sulfoacetic Acid, 13C2",0.16715975608231975,0.07776346291181264,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Aminobutyric Acid,HILICPos,0,Aminobutyric Acid_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Anserine,HILICPos,0,Anserine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Arginine,"Sulfolactic Acid, 13C3",0.5547451594053554,0.39029914841749364,34516612,200821,Smp,Hero1_A,A,200821,60372952.04436551,200821_Smp_Hero1_A Arginine,HILICPos,34516612,Arginine_X_HILICPos,0.725,9.144216331,83273037.30257311,6602310.1224862635,13,0.5666666666666667
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.6471482047760884,0.3862072847967303,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Argininosuccinic Acid,HILICPos,0,Argininosuccinic Acid_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Arsenobetaine,"Arsenobetaine, 13C2",0.25015398838097613,0.2800581733205054,574510,200821,Smp,Hero1_A,A,200821,575162.5137507312,200821_Smp_Hero1_A Arsenobetaine,HILICPos,574510,Arsenobetaine_X_HILICPos,0.725,9.144216331,793327.6051734225,62899.04929314289,26,0.1333333333333333
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Asparagine,HILICPos,0,Asparagine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,7996842,200821,Smp,Hero1_A,A,200821,12377200.48907331,200821_Smp_Hero1_A Aspartic acid,HILICPos,7996842,Aspartic acid_X_HILICPos,0.725,9.144216331,17072000.674583875,1353555.0823653527,21,0.30000000000000004
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.049656389026235356,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A beta-Alanine,HILICPos,0,beta-Alanine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A beta-Glutamic acid,HILICPos,0,beta-Glutamic acid_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Betaine,"Betaine, 13C5-15N",0.08589773012534735,0.012258150848063799,845791680,200821,Smp,Hero1_A,A,200821,827412549.7015713,200821_Smp_Hero1_A Betaine,HILICPos,845791680,Betaine_X_HILICPos,0.725,9.144216331,1141258689.2435467,90484796.04496479,2,0.9333333333333333
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.049614471035533625,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Betonicine,HILICPos,0,Betonicine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.10148717841749424,0.04061417315285315,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Butyryl-L-carnitine,HILICPos,0,Butyryl-L-carnitine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,23959334,200821,Smp,Hero1_A,A,200821,23438695.488340046,200821_Smp_Hero1_A Carnitine,HILICPos,23959334,Carnitine_X_HILICPos,0.725,9.144216331,32329235.1563311,2563226.2667364976,16,0.4666666666666667
Carnosine,Inj_vol,1.649242478056527,1.649242478056527,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Carnosine,HILICPos,0,Carnosine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Chitobiose,"Sulfolactic Acid, 13C3",0.7307541112423471,0.49213947367916505,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Chitobiose,HILICPos,0,Chitobiose_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,190920272,200821,Smp,Hero1_A,A,200821,190920272,200821_Smp_Hero1_A Choline,HILICPos,190920272,Choline_X_HILICPos,0.725,9.144216331,263338306.20689657,20878800.882341024,4,0.8666666666666667
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Citrulline,HILICPos,0,Citrulline_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Creatine,HILICPos,0,Creatine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Cys-Gly,HILICPos,0,Cys-Gly_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Cystathionine,"Sulfolactic Acid, 13C3",0.3616892176720426,0.18385186357826355,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Cystathionine,HILICPos,0,Cystathionine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Cystine,HILICPos,0,Cystine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,2710004,200821,Smp,Hero1_A,A,200821,2300596.4536848366,200821_Smp_Hero1_A Cytidine,HILICPos,2710004,Cytidine_X_HILICPos,0.725,9.144216331,3173236.487841154,251590.33539982382,23,0.23333333333333328
Cytosine,"Cytosine, 13C2-15N3",0.18349496269870252,0.03822177169315054,38391724,200821,Smp,Hero1_A,A,200821,32250832.894196473,200821_Smp_Hero1_A Cytosine,HILICPos,38391724,Cytosine_X_HILICPos,0.725,9.144216331,44483907.440271,3526910.533039583,12,0.6
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,13992928,200821,Smp,Hero1_A,A,200821,13992928,200821_Smp_Hero1_A Deoxyadenosine,HILICPos,13992928,Deoxyadenosine_X_HILICPos,0.725,9.144216331,19300590.34482759,1530249.011340893,18,0.4
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,85459504,200821,Smp,Hero1_A,A,200821,85459504,200821_Smp_Hero1_A Dimethylsulfonioacetate (DMS-Ac),HILICPos,85459504,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,0.725,9.144216331,117875177.93103449,9345743.900467657,8,0.7333333333333334
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,924028160,200821,Smp,Hero1_A,A,200821,736111836.7963519,200821_Smp_Hero1_A DMSP,HILICPos,924028160,DMSP_X_HILICPos,0.725,9.144216331,1015326671.4432441,80500264.88337153,1,0.9666666666666667
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Ectoine,HILICPos,0,Ectoine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Ergothioneine,Inj_vol,2.4412348567342304,2.4412348567342304,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Ergothioneine,HILICPos,0,Ergothioneine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Glucosamine,"Taurine, D4",0.5014914665128996,0.3664168275623495,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Glucosamine,HILICPos,0,Glucosamine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,2379042,200821,Smp,Hero1_A,A,200821,2379042,200821_Smp_Hero1_A Glucosylglycerol,HILICPos,2379042,Glucosylglycerol_X_HILICPos,0.725,9.144216331,3281437.2413793104,260169.0417072439,24,0.19999999999999996
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,60264092,200821,Smp,Hero1_A,A,200821,56379058.74375139,200821_Smp_Hero1_A Glutamic acid,HILICPos,60264092,Glutamic acid_X_HILICPos,0.725,9.144216331,77764218.95689848,6165542.973061514,10,0.6666666666666667
Glutamine,"DL-Proline, D7",0.16664296512696775,0.06936278702579327,67561656,200821,Smp,Hero1_A,A,200821,63206172.13396534,200821_Smp_Hero1_A Glutamine,HILICPos,67561656,Glutamine_X_HILICPos,0.725,9.144216331,87180927.0813315,6912147.508987595,9,0.7
Glutamylphenylalanine,"DL-Histidine, 15N",0.20769089361639828,0.10700488174508473,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Glutamylphenylalanine,HILICPos,0,Glutamylphenylalanine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Glutathione,Inj_vol,1.4882343641847047,1.4882343641847047,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Glutathione,HILICPos,0,Glutathione_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Glutathione Disulfide,HILICPos,0,Glutathione Disulfide_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,16098299,200821,Smp,Hero1_A,A,200821,16098299,200821_Smp_Hero1_A Glycerophosphocholine,HILICPos,16098299,Glycerophosphocholine_X_HILICPos,0.725,9.144216331,22204550.34482759,1760489.7366026673,17,0.43333333333333335
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Glycine,HILICPos,0,Glycine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,44833244,200821,Smp,Hero1_A,A,200821,44833244,200821_Smp_Hero1_A Gonyol,HILICPos,44833244,Gonyol_X_HILICPos,0.725,9.144216331,61838957.24137931,4902907.190418262,11,0.6333333333333333
Guanine,"Guanine, 13C-15N2",0.236147635560921,0.011023196883480331,96161208,200821,Smp,Hero1_A,A,200821,88577336.07841966,200821_Smp_Hero1_A Guanine,HILICPos,96161208,Guanine_X_HILICPos,0.725,9.144216331,122175635.970234,9686706.09619457,7,0.7666666666666666
